Time (s),GPU 0 Power (W),GPU 1 Power (W),GPU 2 Power (W),GPU 3 Power (W)
0.0,298.95,283.42,146.84,120.41
0.19773030281078263,91.22,94.94,114.91,118.11
0.3882577419279869,109.79,108.42,109.83,108.57
0.5766737461090088,299.93,285.09,145.7,127.97
0.7697217464448158,100.88,97.78,109.83,108.87
0.9555680751800537,284.37,110.08,149.96,136.71
1.1411912441253662,86.49,294.15,118.37,160.42
1.3360619544984047,110.51,109.97,110.82,83.17
1.526285171508789,131.11,239.61,110.93,111.02
1.713136196136361,142.73,123.51,281.8,292.92
1.9013736248016357,123.65,98.39,99.88,150.78
2.088785171508789,112.1,116.53,302.84,280.7
2.274998426437378,261.19,276.95,121.98,115.33
2.46307206153881,111.41,104.13,102.25,97.07
2.6529400348664467,223.99,109.28,116.36,117.56
2.848773956298828,79.88,290.64,248.81,253.06
3.038793802261239,110.71,109.77,103.51,108.28
3.2274017333984375,123.63,170.12,112.4,112.69
3.412036895751953,160.3,127.12,283.9,291.18
3.6012160778045654,126.61,103.69,88.8,128.76
3.7954514026641846,112.32,122.52,289.21,290.6
3.9807937145232017,285.35,232.63,122.02,149.74
4.172117471694833,111.49,83.71,111.33,110.82
4.358165740966797,299.27,110.66,124.98,121.6
4.545175075531006,82.81,135.54,103.88,120.81
4.735875129699593,110.81,109.37,102.31,84.5
4.922583341598397,167.19,293.33,113.62,113.09
5.111810922622794,78.9,134.81,276.67,295.72
5.302976846694833,141.44,109.77,112.21,142.02
5.494306564331055,113.46,123.9,295.6,304.66
5.679842710494995,177.06,231.48,94.6,142.14
5.870043039322013,111.71,111.41,111.33,111.22
6.062227487563973,280.52,296.08,127.2,124.39
6.2470738887788,81.75,91.98,204.24,236.27
6.437087774276847,110.99,110.06,104.29,85.73
6.622064352035636,130.82,276.04,113.11,111.42
6.808044672012443,92.09,134.56,101.88,115.05
7.002756118774414,129.8,106.41,112.4,110.92
7.188868999481201,202.47,124.83,299.02,309.64
7.374027967453003,169.65,184.8,109.83,134.93
7.568691730499154,112.18,114.78,111.44,110.99
7.752758741378784,300.33,280.13,154.91,151.73
7.938628435134774,90.82,85.42,139.99,116.87
8.133381366729623,111.49,110.86,94.52,87.62
8.320345878601188,156.17,287.57,113.33,114.44
8.510064125061035,79.29,153.87,114.77,81.59
8.700445652008057,106.86,110.36,112.89,111.21
8.890157461166382,162.38,134.12,285.48,294.29
9.077187538146973,148.76,96.15,122.28,136.05
9.265455722808838,112.47,116.23,111.91,111.42
9.451816082000846,291.88,288.13,158.74,140.05
9.63930702209484,87.98,127.34,125.32,124.52
9.830829858780021,111.68,110.86,86.8,84.71
10.021151542663574,180.08,291.04,230.82,199.1
10.205756902694816,111.58,131.74,82.98,111.11
10.39298677444458,132.0,110.56,112.98,112.57
10.582430601119995,202.65,120.49,305.9,290.27
10.76933217048645,157.53,92.89,130.47,157.38
10.956143856048584,112.37,115.76,112.01,111.39
11.140737056732178,294.68,275.91,158.13,143.07
11.329045534134025,90.54,92.45,110.29,105.04
11.514876127243042,111.9,111.84,121.46,119.31
11.70078063011158,81.73,256.12,263.73,273.98
11.893146991729623,111.9,110.96,79.96,106.51
12.076977014541626,118.65,164.88,112.89,112.16
12.261734247207642,232.46,126.78,297.75,274.2
12.45706558227539,160.81,117.14,125.45,146.79
12.645042181015015,112.28,111.24,111.62,106.44
12.831623077392578,280.98,310.08,129.32,115.48
13.018951416015625,112.07,114.91,88.85,86.85
13.203983306884766,171.83,111.45,113.4,112.39
13.393798351287842,79.7,151.7,272.16,305.09
13.581656455993652,117.26,111.35,114.15,98.43
13.765292882919198,115.22,126.12,111.62,112.01
13.949956417083627,283.83,210.15,207.35,199.39
14.140904188156014,112.0,86.21,112.11,111.58
14.330010414123649,112.66,112.74,140.49,144.98
14.517271757125854,90.52,311.47,128.02,114.19
14.709367036819572,112.0,131.76,99.16,86.19
14.901519060134774,155.78,300.34,114.37,111.61
15.089997291564828,79.51,146.77,295.04,272.28
15.27726435661316,134.57,111.54,119.49,119.82
15.463622093200797,116.03,132.25,112.91,112.08
15.65336561203003,262.13,122.9,120.36,282.38
15.847407579421997,148.94,85.15,111.93,111.8
16.03867268562317,112.57,112.04,154.79,155.07
16.225326776504403,109.1,274.23,136.9,125.81
16.41560626029957,112.76,138.54,98.2,100.59
16.606679201125985,234.72,291.18,115.27,118.63
16.793375730514413,82.42,115.17,134.56,136.02
16.98623490333557,112.37,112.93,102.38,105.89
17.176895618438834,293.81,294.64,116.66,121.88
17.364622831344604,83.64,82.26,95.35,87.45
17.550836086273193,112.47,111.35,118.48,120.4
17.734723806381226,82.39,310.22,266.43,257.6
17.921704530716056,112.07,112.53,110.76,81.4
18.10891628265381,143.03,238.32,113.88,112.68
18.297043323516846,79.72,128.11,301.08,272.17
18.48696255683899,115.12,111.55,115.53,92.65
18.672654628753662,115.53,122.53,305.85,112.66
18.860780954360962,256.89,145.92,149.09,114.57
19.058829545974845,139.39,101.77,112.61,112.08
19.24197745323181,271.83,114.87,173.0,192.87
19.430168390274048,122.17,292.61,132.87,122.07
19.629368066787606,112.76,112.83,111.01,89.87
19.817051172256356,175.42,302.44,114.47,114.74
20.00463342666626,80.27,140.24,285.76,305.36
20.19395327568043,116.42,111.16,93.68,120.44
20.379812955856437,117.37,125.62,302.03,112.95
20.572733402252197,258.11,195.1,125.94,135.79
20.763768434524422,159.84,83.88,113.01,112.5
20.951144456863403,275.54,114.58,191.74,176.24
21.138874053955192,123.64,302.18,134.38,142.98
21.39375233650196,92.21,90.12,169.82,156.09
21.58717632293701,112.66,112.53,116.74,85.48
21.77440309524536,170.74,296.0,278.57,260.34
21.96380162239086,80.48,125.89,101.39,118.76
22.15616846084606,125.75,106.62,113.5,113.24
22.344811677932853,181.96,122.25,293.56,294.55
22.531702280044442,165.27,87.4,156.08,142.68
22.722472667693978,113.26,112.34,113.01,112.37
22.90986657142639,301.39,303.34,127.81,129.45
23.09679532051075,88.77,111.09,99.02,217.74
23.288287639618034,112.57,112.63,115.85,116.09
23.47667694091797,130.83,166.08,302.71,267.85
23.66541171073925,136.29,109.95,103.91,114.0
23.859972953796387,117.66,89.71,113.2,112.85
24.049005270004386,270.59,255.09,182.32,176.81
24.238672971725578,131.88,82.84,131.12,145.19
24.430748224258423,113.44,113.2,96.77,100.69
24.617084026336784,293.42,295.14,115.04,117.36
24.805598735809212,82.46,112.12,83.49,248.62
24.99481654167164,112.86,112.33,115.17,115.48
25.181985855102425,148.85,225.31,289.56,275.04
25.372468233108407,112.86,115.15,103.48,124.24
25.567019939422607,121.61,100.74,113.6,113.35
25.758665323257446,229.75,116.61,263.6,281.73
25.945409774780387,166.81,87.0,149.73,170.38
26.134410619735604,113.83,115.57,113.3,111.51
26.319764375686646,270.37,282.58,145.85,155.7
26.50833487510681,110.83,124.4,109.43,117.92
26.698946714401245,113.74,111.16,121.62,125.88
26.88405513763439,290.75,318.73,232.46,203.78
27.072629451751595,113.15,137.59,109.06,83.65
27.26264500617981,142.46,173.52,114.18,112.95
27.449752807617188,105.58,119.39,300.14,294.16
27.64588332176197,124.57,101.43,140.17,154.77
27.829208850860596,115.61,122.21,113.89,112.16
28.016404628753662,80.19,126.78,110.12,259.91
28.211292028427238,112.96,112.33,107.58,82.28
28.444416522979623,135.98,157.64,114.38,114.09
28.635457038879395,119.08,114.12,298.76,293.87
28.83326530456543,122.42,91.85,166.89,136.43
29.020147562026978,113.93,115.07,161.1,113.02
29.209375381469613,283.61,296.66,123.85,123.9
29.3979971408844,97.46,108.27,95.12,99.06
29.585126638412362,286.68,113.12,116.85,119.93
29.77340698242199,84.25,159.19,292.27,287.88
29.96410894393921,113.15,112.43,121.92,118.35
30.152779579162598,124.77,139.4,113.2,113.73
30.33977866172802,211.34,161.45,223.9,290.8
30.52887487411499,155.03,85.94,113.19,129.69
30.718492031097412,114.05,112.6,151.46,159.34
30.905009269714355,304.57,304.34,141.61,122.51
31.095400810241586,114.24,124.07,85.07,87.83
31.28742337226879,184.17,262.46,113.19,114.11
31.472489833831787,81.25,140.78,302.83,298.34
31.664170026779175,113.15,112.53,96.04,150.72
31.853808164596558,120.42,90.12,114.78,152.48
32.12689948081959,114.51,113.29,155.71,203.3
32.31178212165844,283.9,291.45,128.94,116.92
32.50132751464844,114.02,141.94,110.33,94.81
32.69016480445862,260.72,301.12,116.32,116.96
32.87573385238636,82.54,135.85,302.01,296.01
33.077284812927246,111.04,109.6,104.83,134.03
33.26396870613098,119.12,122.87,113.69,113.44
33.450929403305054,262.87,244.75,125.99,213.49
33.63754534721363,150.96,118.92,113.89,113.14
33.82380270957958,114.31,112.33,122.91,132.3
34.01387405395519,292.65,309.83,252.91,201.04
34.203598976135254,113.82,113.32,106.86,92.36
34.39561319351196,149.43,173.75,114.78,112.85
34.58067917823803,81.27,115.52,311.09,280.42
34.768021345138436,154.07,95.62,122.61,160.64
34.9551544189452,116.0,120.44,210.74,113.35
35.14153504371643,278.3,278.49,129.03,148.91
35.32977104187,120.02,112.76,107.4,113.35
35.51991319656361,284.01,112.13,118.38,124.68
35.70778012275696,89.41,132.11,278.05,244.4
35.89756655693043,113.55,113.01,96.91,117.68
36.08644890785217,133.46,145.31,114.76,114.58
36.27220320701599,175.16,150.11,245.63,280.62
36.46453070640564,176.96,85.44,114.18,157.95
36.652643918991316,114.61,112.91,146.23,169.76
36.83801865577698,301.4,296.59,121.53,119.64
37.027238845825195,114.61,128.35,118.6,92.0
37.21919560432434,234.82,298.88,114.37,114.34
37.406285524368286,82.83,151.13,289.34,284.02
37.597612380981445,113.82,113.21,86.53,150.21
37.78601431846619,122.11,126.25,114.97,114.09
37.982710123062134,184.31,140.93,251.25,312.56
38.173267602920305,149.63,113.88,114.68,166.21
38.36482548713684,115.3,115.07,149.24,186.1
38.54986262321472,282.06,313.18,129.67,114.2
38.739084243774414,90.6,113.96,117.57,92.7
38.92644262313843,205.34,291.21,113.78,116.06
39.112636089324724,82.83,136.02,291.21,277.8
39.3127007484436,113.72,113.11,96.35,88.14
39.50287437438965,132.15,136.44,115.07,114.0
39.68911266326904,95.21,107.15,309.72,295.13
39.87989330291771,138.79,91.48,114.09,130.31
40.071476459503174,115.49,115.26,163.17,209.18
40.25750231742859,303.42,270.74,129.84,133.37
40.4470853805542,94.77,114.89,89.71,97.84
40.635721921920776,292.83,310.46,116.71,116.75
40.82268524169922,83.96,175.99,305.11,280.1
41.01718926429771,113.95,113.62,116.53,108.55
41.203230619430315,124.26,126.0,114.78,114.58
41.38948130607605,225.24,229.2,150.25,268.92
41.5833945274353,175.35,114.25,114.49,114.64
41.770756483078,114.8,114.54,129.42,138.42
41.95824074745178,301.76,300.16,201.02,127.04
42.14555382728577,114.31,113.86,85.32,108.05
42.33168148994446,187.33,209.44,113.6,116.75
42.524532318115234,82.39,159.93,303.9,296.64
42.71297097206116,112.13,109.81,116.87,120.11
42.90421748161316,119.04,122.11,299.88,114.31
43.090118646621704,259.96,259.63,161.43,200.62
43.28139400482178,170.6,84.46,114.58,114.02
43.46818995475769,115.09,114.37,132.21,153.72
43.65350151062012,105.54,134.53,216.17,124.84
43.84505748748779,114.82,113.79,84.64,87.43
44.03662347793579,164.21,166.94,114.38,113.64
44.229892253875505,82.23,168.26,297.85,273.7
44.42125749588013,114.14,113.51,102.94,83.15
44.61043930053711,126.68,131.98,289.08,114.29
44.797353982925415,81.42,87.8,86.7,81.85
44.984922647476196,114.9,114.64,124.56,134.24
45.172539472579956,266.28,303.79,243.48,125.14
45.36022591590881,114.53,113.79,101.23,87.28
45.54641509056091,170.12,177.97,115.64,115.48
45.73441410064697,82.25,116.15,273.21,245.88
45.92566108703613,114.53,113.52,101.0,84.42
46.11625862121582,132.58,137.55,291.97,115.37
46.30366826057434,82.1,166.76,86.63,281.74
46.49494028091431,114.41,113.2,115.54,115.48
46.687037467956316,126.77,130.11,308.6,304.02
46.87365388870239,107.82,213.49,126.2,139.0
47.06973314285278,116.0,115.83,115.65,114.29
47.25207710266113,94.9,162.05,292.64,312.91
47.438236236572266,125.62,87.69,133.6,156.18
47.629215240478516,115.99,115.18,155.36,114.31
47.81367611885071,303.8,320.09,123.27,131.91
48.00178241729736,110.07,93.64,87.87,98.67
48.19692325592041,114.99,111.93,117.4,121.94
48.38404941558838,87.44,180.99,269.96,271.82
48.57896661758423,114.61,113.98,89.98,122.39
48.764588117599715,131.39,130.12,113.99,115.46
48.948943853378296,97.16,119.36,294.9,287.7
49.14572095870972,148.59,89.08,113.16,135.02
49.33256340026833,117.56,115.28,213.52,114.6
49.5224187374115,263.94,282.04,159.2,204.0
49.71233606338501,148.55,98.16,113.88,114.29
49.90354561805725,113.42,112.6,128.93,143.29
50.089911699295044,98.65,113.6,124.4,125.51
50.28201341629028,115.78,113.76,109.63,95.21
50.469733476638794,283.36,222.8,115.74,117.25
50.6541516780851,84.5,124.74,294.39,294.38
50.84590482711792,114.89,106.92,117.01,126.73
51.037298917770386,121.98,120.43,305.72,113.8
51.22292494773865,228.12,274.48,145.62,278.42
51.42063546180725,177.35,122.89,116.65,114.68
51.60720753669739,115.69,115.13,128.64,147.25
51.79629397392273,100.82,125.9,254.97,138.92
51.985450744628906,115.28,112.04,110.26,87.91
52.17225170135498,152.95,156.23,114.68,113.33
52.360071420669556,82.68,125.64,305.42,279.7
52.55005097389221,114.99,107.39,114.78,139.95
52.73441982269287,123.93,119.95,312.65,115.46
52.92914962768555,200.34,262.07,118.69,153.49
53.126222372055054,162.72,117.0,116.03,114.77
53.31537890434265,116.38,113.68,147.79,204.76
53.50821542739891,153.73,85.79,128.27,137.09
53.700408697128296,115.69,115.11,104.49,112.98
53.88961720466614,288.79,280.52,119.73,125.63
54.07655215263367,88.07,141.21,298.48,251.96
54.2724213600161,114.99,114.15,125.04,118.2
54.458773612976074,129.13,127.89,302.6,115.86
54.65363168716431,166.67,207.59,127.49,311.2
54.84828495979332,151.31,85.71,116.94,141.26
55.03823471069336,115.99,113.39,132.0,167.28
55.224968671798706,302.42,301.85,228.83,112.38
55.41488337516785,115.78,115.33,113.57,91.13
55.60290598869324,167.74,181.04,114.38,115.37
55.78998637199402,83.43,117.82,298.92,306.21
55.98069143295288,114.98,92.94,129.22,155.35
56.16989326477051,120.57,116.93,240.37,115.37
56.35711860656738,264.73,275.05,158.35,291.17
56.5472688674929,113.03,113.02,116.72,115.27
56.73100256919861,125.8,124.06,297.38,290.07
56.92375802993752,108.91,97.66,139.84,104.91
57.11516833305359,117.18,118.99,117.02,115.27
57.30318355560303,272.92,286.06,143.71,207.77
57.49055314064026,125.83,83.05,135.33,118.03
57.68364667892456,115.99,115.14,121.23,104.1
57.87232971191406,307.49,302.16,264.32,124.15
58.06573486328125,86.67,170.26,108.59,263.59
58.2614266872406,115.39,114.56,114.87,117.44
58.44959330558777,139.33,129.42,281.3,302.1
58.63750171661377,130.63,96.13,137.98,140.06
58.832823038101196,120.28,115.93,117.18,115.46
59.016738176345825,264.06,304.55,132.15,182.16
59.20308232307434,121.7,114.88,140.35,119.15
59.39546585083008,116.18,116.0,90.83,108.6
59.58359360694885,305.04,297.89,277.55,125.37
59.77118134498596,88.02,143.07,85.19,278.59
59.964985609054565,115.39,113.58,118.49,115.17
60.1525182723999,133.06,125.52,299.99,308.52
60.342554330825806,110.0,92.94,159.12,136.8
60.53550744056702,118.37,117.6,117.58,115.07
60.722604513168335,116.57,115.41,136.02,201.15
60.951247692108154,306.22,276.71,196.45,144.32
61.14534902572632,116.28,115.3,88.67,104.49
61.339523792266846,294.65,241.62,118.27,121.86
61.52835416793823,86.36,124.92,310.02,294.33
61.7171266078949,116.78,104.98,126.21,123.03
61.90874910354614,122.56,120.14,218.42,115.96
62.09582591056824,265.01,286.74,156.67,222.43
62.28308391571045,147.32,127.74,103.86,115.37
62.47169375419617,117.36,113.25,122.28,138.31
62.658907651901245,290.64,221.8,274.44,190.19
62.85372972488403,115.49,114.84,92.74,98.98
63.04000997543312,146.89,135.98,117.3,117.24
63.22431993484497,100.22,179.83,213.13,295.1
63.41517972946167,141.24,87.88,116.91,165.63
63.606815338134766,118.17,114.42,138.6,115.56
63.79378080368042,308.74,316.88,209.7,132.88
63.989501953125,97.1,137.78,122.63,101.77
64.17714285850525,116.97,114.25,119.16,120.96
64.36256957054138,86.22,167.68,310.95,287.62
64.5516746044159,116.57,109.19,135.79,119.41
64.743896484375,130.98,121.73,117.24,116.56
64.9329514503479,250.08,293.3,149.53,242.93
65.12682914733887,177.02,121.22,109.56,124.58
65.31380105018616,117.75,113.83,125.63,110.67
65.5001041889193,309.28,269.09,274.18,125.28
65.68891334533691,88.51,126.79,84.86,118.65
65.87642335891724,116.97,138.41,114.87,116.35
66.06377649307251,84.53,122.13,296.62,299.96
66.25278997421265,108.57,119.1,142.56,130.75
66.44115662574768,120.57,116.48,112.54,115.75
66.62717843055725,159.34,274.83,148.72,314.82
66.81723952293396,120.54,112.9,118.0,174.48
67.00694847106911,118.36,115.99,130.6,182.85
67.19291496276833,310.01,302.07,237.11,126.44
67.38323926925659,96.47,115.33,118.75,98.81
67.5728349685669,269.61,200.81,118.37,118.31
67.76031136512756,86.93,125.86,313.19,283.78
67.95917868614197,116.97,101.62,100.41,126.58
68.15432810783409,127.15,119.13,118.45,116.55
68.34318995475769,228.78,283.03,129.07,254.79
68.53114533424377,179.69,101.46,107.72,125.07
68.72352600097656,117.75,115.5,121.78,131.12
68.9076292514801,289.84,250.42,286.42,137.08
69.09911870956421,89.13,114.42,98.9,89.61
69.28428292274475,221.38,161.36,115.36,116.35
