Time (s),GPU 0 Power (W),GPU 1 Power (W)
0.10020232200622559,39.17,27.02
0.2714810371398926,38.92,27.02
0.42444372177124023,38.92,27.02
0.5775349140167236,38.68,27.02
0.7134652137756348,38.68,27.02
0.8500769138336182,38.68,27.0
0.9853544235229492,38.68,27.02
1.120718002319336,38.68,27.0
1.2573120594024658,38.68,27.01
1.4107253551483154,38.68,27.01
1.549872636795044,38.44,27.0
1.6843314170837402,38.44,27.02
1.820157527923584,38.19,27.0
1.957871437072754,38.44,27.02
2.1307859420776367,38.19,27.02
2.269299030303955,38.19,27.0
2.4037508964538574,38.44,27.0
2.5398130416870117,38.44,27.02
2.676586627960205,33.81,27.02
2.8127708435058594,33.81,27.02
2.9493091106414795,38.19,27.02
3.085692882537842,34.3,27.02
3.2223808765411377,35.03,27.0
3.3591692447662354,35.27,27.02
3.4972782135009766,81.19,27.0
3.636915445327759,47.65,27.0
3.779369354248047,43.76,27.0
3.9160096645355225,40.38,27.01
4.0529303550720215,38.92,27.0
4.189877986907959,38.92,27.01
4.322971820831299,38.44,27.0
4.460448503494263,38.19,27.0
4.59618067741394,38.44,27.0
4.736522197723389,39.41,27.0
4.8766930103302,65.73,26.98
5.016548156738281,70.18,27.0
5.1555702686309814,51.76,27.0
5.294945955276489,44.0,27.0
5.429073810577393,40.13,27.0
5.567942380905151,38.19,27.02
5.719772100448608,37.95,27.0
5.857531309127808,39.17,27.02
5.995927810668945,37.71,27.0
6.132018089294434,37.95,27.0
6.282703638076782,37.71,27.0
6.419388771057129,37.71,27.0
6.557062387466431,37.71,27.0
6.69200325012207,37.95,27.0
6.827967166900635,37.95,27.02
6.965940237045288,37.71,27.02
7.101914644241333,37.71,27.01
7.23841118812561,37.71,27.0
7.373191833496094,37.95,27.0
7.508079767227173,37.71,27.0
7.646834850311279,37.71,27.01
7.786019563674927,37.71,27.0
7.922950744628906,37.46,27.0
8.079821586608887,37.46,27.02
8.232649564743042,37.71,27.0
8.368719577789307,37.46,27.0
8.505487203598022,37.71,27.0
8.641981840133667,38.68,27.0
8.780864477157593,39.17,27.0
8.917123317718506,85.07,27.23
9.05450177192688,63.14,27.0
9.191771030426025,49.59,27.0
9.32804274559021,43.04,27.0
9.46499490737915,39.9,27.01
9.601814031600952,38.68,27.0
9.740313053131104,38.19,27.0
9.880641460418701,38.92,27.0
10.040783166885376,37.71,27.02
10.176151990890503,38.92,27.0
10.312710046768188,38.44,27.01
10.447523593902588,38.19,27.02
10.585299730300903,37.71,27.0
10.720921993255615,38.68,27.0
10.860543251037598,39.17,27.0
10.99984622001648,93.31,27.0
11.139573097229004,38.19,27.0
11.279700994491577,38.19,27.02
11.419368505477905,39.9,27.0
11.571058511734009,37.95,27.02
11.707578182220459,37.95,27.02
11.843866109848022,37.95,27.01
11.983542203903198,37.95,27.02
12.118046522140503,37.95,27.0
12.252933979034424,37.95,27.0
12.387807846069336,37.95,27.02
12.543105363845825,37.95,27.0
12.680174112319946,37.95,27.0
12.81813359260559,37.95,27.0
12.95287823677063,37.95,27.0
13.087754726409912,37.95,27.02
13.224642038345337,37.95,27.01
13.363513469696045,37.95,27.0
13.503161907196045,37.95,27.01
13.642959356307983,37.95,27.0
13.782970666885376,37.95,27.01
13.937139987945557,37.95,27.0
14.073079824447632,37.95,27.02
14.209047317504883,38.68,27.0
14.345538139343262,39.4,27.0
14.484856128692627,86.78,27.0
14.624181032180786,54.67,27.0
14.76319169998169,45.7,27.01
14.899869203567505,41.35,27.01
15.037279844284058,39.41,27.02
15.173664093017578,38.68,27.02
15.308806419372559,38.19,27.02
15.446914196014404,37.95,27.0
15.587491035461426,39.41,27.0
15.74022889137268,89.87,27.0
15.877995014190674,65.32,27.0
16.016733169555664,48.38,27.0
16.15196442604065,42.57,27.0
16.288925647735596,39.9,27.01
16.424676656723022,38.92,27.0
16.561670780181885,38.19,27.0
16.697615385055542,38.19,27.01
16.833877325057983,37.95,27.0
16.971346616744995,37.71,27.02
17.11182141304016,37.95,27.02
17.25165295600891,37.71,27.0
