Time (s),GPU 0 Power (W),GPU 1 Power (W)
0.10019993782043457,36.01,27.02
0.27759385108947754,36.01,27.0
0.4142611026763916,36.01,27.01
0.5517950057983398,36.0,27.0
0.7076406478881836,36.01,27.0
0.8454763889312744,35.76,27.02
0.9803681373596191,35.76,27.02
1.1153771877288818,36.01,27.01
1.250932216644287,36.01,27.02
1.3882815837860107,36.01,27.01
1.5650994777679443,36.01,27.01
1.7191438674926758,35.76,27.02
1.8720049858093262,36.25,27.02
2.007544994354248,35.76,27.0
2.1450469493865967,36.01,27.0
2.2804958820343018,36.01,27.0
2.4148197174072266,36.01,27.0
2.5500340461730957,35.76,27.0
2.6860971450805664,36.25,27.0
2.820279598236084,36.01,27.02
2.9548869132995605,36.01,27.01
3.0895068645477295,36.01,27.0
3.2258200645446777,36.01,27.02
3.398585081100464,36.01,27.02
3.5344674587249756,36.01,27.0
3.6697559356689453,36.01,27.01
3.805365562438965,35.76,27.02
3.9591314792633057,36.25,27.0
4.1110756397247314,35.76,27.02
4.266877174377441,36.01,27.0
4.402387619018555,36.01,27.01
4.5534138679504395,36.01,27.02
4.689029216766357,35.76,27.0
4.843170404434204,36.01,27.0
4.9950151443481445,36.25,27.01
5.150692701339722,36.01,27.0
5.288791179656982,36.25,27.01
5.424092054367065,36.01,27.01
5.559548377990723,36.01,27.0
5.6918065547943115,36.01,27.02
5.827206134796143,36.01,27.0
5.977029085159302,36.01,27.0
6.112166404724121,36.01,27.02
6.247601509094238,35.76,27.01
6.383328914642334,35.76,27.02
6.518429517745972,35.76,27.0
6.654037952423096,35.76,27.0
6.789405345916748,36.01,27.0
6.962508678436279,35.76,27.02
7.096826553344727,36.0,27.02
7.232793092727661,35.76,27.02
7.384716510772705,35.76,27.01
7.520814418792725,36.01,27.0
7.674701929092407,35.76,27.01
7.847160816192627,36.01,27.02
7.980663776397705,35.76,27.01
8.114898443222046,36.01,27.02
8.249634504318237,35.76,27.01
8.40274429321289,36.0,27.02
8.574378252029419,36.01,27.0
8.71207857131958,36.01,27.02
8.865110635757446,36.01,27.02
9.000474691390991,35.76,27.01
9.13511848449707,35.76,27.02
9.26854920387268,36.01,27.0
9.4035325050354,35.76,27.0
9.540286540985107,36.0,27.0
9.694425582885742,35.76,27.02
9.832685708999634,36.01,27.01
9.967842102050781,36.01,27.02
10.122906684875488,35.76,27.02
10.25646162033081,36.01,27.0
10.392407894134521,35.76,27.0
10.527502298355103,36.01,27.01
10.662716150283813,36.01,27.02
10.801266431808472,36.01,27.02
10.93650770187378,36.01,27.0
11.071573257446289,35.76,27.0
11.22336459159851,35.76,27.0
11.394110918045044,35.76,27.01
11.531530618667603,35.76,27.02
11.666009902954102,35.76,27.01
11.800542831420898,36.01,27.0
11.935305833816528,35.76,27.01
12.06758999824524,36.01,27.0
12.20190978050232,35.76,27.02
12.374879360198975,36.0,27.0
12.546287298202515,35.76,27.02
12.699318885803223,35.76,27.02
12.8343825340271,35.76,27.02
12.990747690200806,35.76,27.02
13.126125812530518,36.01,27.02
13.261712312698364,36.01,27.0
13.412271499633789,36.01,27.02
13.549371004104614,35.76,27.02
13.68463683128357,36.01,27.0
13.818718671798706,35.76,27.02
13.952754974365234,35.76,27.02
14.108919382095337,36.0,27.0
14.243694305419922,35.76,27.0
14.394185781478882,35.76,27.01
14.528619289398193,35.76,27.0
14.66100263595581,36.01,27.01
14.797370910644531,36.01,27.02
14.93363094329834,35.76,27.01
15.06827449798584,36.01,27.0
15.202318906784058,35.76,27.0
15.337283849716187,35.76,27.0
15.470487356185913,35.76,27.01
15.622807741165161,35.76,27.02
15.758037328720093,36.01,27.02
15.890591382980347,36.01,27.0
16.02976417541504,35.76,27.02
16.180729866027832,35.76,27.01
16.31685996055603,36.01,27.0
16.47069525718689,36.01,27.02
16.642569065093994,35.76,27.02
16.77746272087097,35.76,27.0
16.911922216415405,35.76,27.0
17.047266960144043,36.01,27.02
17.181910753250122,36.01,27.02
17.316513299942017,36.01,27.02
17.45109248161316,36.01,27.01
17.603278398513794,36.01,27.0
17.738465070724487,35.76,27.0
17.87355351448059,36.01,27.0
18.026611804962158,36.01,27.0
18.160905599594116,36.01,27.0
18.29158663749695,36.01,27.02
18.440487384796143,35.76,27.0
18.57103395462036,35.76,27.0
18.72221803665161,35.76,27.02
18.858290672302246,36.01,27.0
18.991775274276733,36.01,27.0
19.14721369743347,35.76,27.0
19.278539419174194,36.01,27.0
19.428852558135986,35.76,27.0
19.60558032989502,36.01,27.01
19.737276554107666,36.01,27.01
19.872762203216553,36.01,27.0
20.00713539123535,36.01,27.02
20.165264129638672,36.01,27.0
20.30232548713684,35.76,27.0
20.435932636260986,36.01,27.02
20.570656061172485,35.76,27.0
20.705076932907104,35.76,27.0
20.839563608169556,36.01,27.02
20.97060513496399,36.01,27.01
21.106558799743652,36.01,27.01
21.24455499649048,36.01,27.02
21.39671015739441,36.01,27.01
21.53172731399536,35.76,27.01
21.6812264919281,36.01,27.0
21.817216873168945,36.01,27.02
21.952590703964233,35.76,27.01
22.087382793426514,35.76,27.01
22.225425720214844,36.01,27.0
22.357868432998657,35.76,27.02
22.49282693862915,35.76,27.0
22.646727323532104,36.01,27.0
22.783823490142822,35.76,27.02
22.918410062789917,36.01,27.01
23.053931713104248,36.01,27.01
23.19064474105835,36.01,27.02
23.327336072921753,36.01,27.0
23.47974467277527,36.01,27.0
23.61362314224243,36.01,27.02
23.747894287109375,35.76,27.01
23.88293194770813,36.01,27.0
24.019296884536743,35.76,27.02
24.154595136642456,35.76,27.01
24.287405729293823,36.01,27.02
24.442546367645264,35.76,27.01
24.593220710754395,36.01,27.0
24.727652311325073,36.01,27.0
24.862229347229004,36.01,27.02
24.99873161315918,36.01,27.02
25.133261680603027,35.76,27.01
25.286752462387085,36.01,27.0
25.423524618148804,35.76,27.02
25.575316190719604,35.76,27.0
25.711232900619507,36.01,27.02
25.844505310058594,36.01,27.0
25.97896099090576,36.01,27.0
26.114169359207153,36.01,27.0
26.25107455253601,36.01,27.02
26.40660572052002,35.76,27.0
26.54532504081726,36.01,27.01
26.698684215545654,35.76,27.02
26.834202527999878,35.76,27.0
26.970125675201416,36.01,27.0
27.10627269744873,36.01,27.02
27.24197483062744,35.76,27.02
27.37739062309265,36.01,27.02
27.511648416519165,36.01,27.01
27.645981550216675,36.01,27.02
27.780879259109497,36.01,27.02
27.917070150375366,36.01,27.0
28.070799827575684,35.76,27.02
28.222880840301514,36.01,27.02
28.358471393585205,36.01,27.0
28.508832216262817,35.76,27.0
28.64320182800293,36.01,27.02
28.79316258430481,36.01,27.0
28.969133377075195,36.01,27.02
29.103668928146362,36.01,27.0
29.252716541290283,36.01,27.02
29.39003610610962,36.01,27.01
29.521989107131958,35.76,27.02
29.65752911567688,36.01,27.02
29.79191565513611,36.01,27.02
29.925898790359497,35.76,27.01
30.059688568115234,35.76,27.01
30.197264432907104,35.76,27.02
30.331740140914917,35.76,27.02
30.465526342391968,36.01,27.02
30.59964656829834,36.01,27.0
30.736156225204468,36.01,27.0
30.87021017074585,35.76,27.01
31.02023220062256,36.01,27.0
31.195630073547363,35.76,27.01
31.33041024208069,36.01,27.0
31.46884274482727,36.01,27.0
31.62098002433777,35.76,27.02
31.75604009628296,35.76,27.0
31.91081929206848,35.76,27.01
32.04871582984924,35.76,27.0
32.20265531539917,35.76,27.02
32.3375346660614,35.76,27.02
32.4720413684845,35.76,27.01
32.625287771224976,35.76,27.02
32.75961112976074,35.76,27.0
32.89634656906128,35.76,27.02
33.03056311607361,35.76,27.02
33.182738065719604,36.01,27.02
33.31784534454346,36.01,27.02
33.44917917251587,35.76,27.02
33.60085916519165,35.76,27.01
33.73553514480591,35.76,27.02
33.86931610107422,35.76,27.01
34.00389742851257,35.76,27.02
34.15819787979126,36.01,27.01
34.294438123703,36.01,27.0
34.43011474609375,36.01,27.01
34.567474126815796,35.76,27.01
34.701136112213135,35.76,27.02
34.834752321243286,36.01,27.0
34.97085642814636,36.01,27.01
35.10353183746338,35.76,27.0
35.237635374069214,36.01,27.02
35.3755099773407,36.01,27.02
35.50752234458923,36.01,27.02
35.63880681991577,35.76,27.0
35.794127225875854,36.01,27.01
35.92960858345032,35.76,27.02
36.06597852706909,36.01,27.02
36.2016179561615,36.01,27.0
36.33821225166321,36.01,27.0
36.47350239753723,35.76,27.01
36.60764956474304,36.01,27.02
36.75878190994263,36.01,27.0
36.91318154335022,36.01,27.0
37.04760122299194,31.4,27.02
37.18205261230469,31.64,27.02
37.319018602371216,31.64,27.02
37.47054672241211,31.64,27.02
37.60585880279541,31.64,27.02
