Time (s),GPU 0 Power (W),GPU 1 Power (W)
0.10019350051879883,40.14,27.02
0.26122164726257324,39.65,27.02
0.4118926525115967,39.65,27.02
0.5589680671691895,39.41,27.02
0.6942348480224609,39.41,27.02
0.8230180740356445,39.41,27.02
0.9502410888671875,39.41,27.02
1.0841214656829834,39.17,27.01
1.213364601135254,39.17,27.01
1.3648223876953125,39.17,27.02
1.4921023845672607,39.17,27.0
1.6262636184692383,39.17,27.0
1.7534339427947998,39.17,27.0
1.889765977859497,39.17,27.02
2.0435941219329834,39.17,27.02
2.1780128479003906,39.17,27.0
2.329602003097534,38.92,27.0
2.4662716388702393,38.92,27.02
2.6019279956817627,38.92,27.02
2.7370564937591553,38.92,27.0
2.8726272583007812,40.62,27.0
3.0092716217041016,39.41,27.0
3.183184862136841,155.97,26.95
3.3538658618927,156.21,26.95
3.4905569553375244,156.93,26.95
3.622941732406616,157.17,26.95
3.757558584213257,157.17,26.95
3.909531354904175,157.41,26.95
4.046322822570801,157.44,26.95
4.192386627197266,157.68,26.95
4.366526365280151,157.68,26.95
4.494157791137695,158.4,26.95
4.620851039886475,159.85,26.95
4.773464202880859,159.82,26.95
4.900596857070923,159.58,26.95
5.0341691970825195,159.37,26.95
5.16142725944519,160.06,26.95
5.296140909194946,159.82,26.95
5.4232563972473145,160.33,26.95
5.560373544692993,160.33,26.95
5.68740439414978,160.33,26.95
5.814141035079956,160.3,26.95
5.940809011459351,160.33,26.96
6.077747583389282,160.33,26.95
6.223515033721924,160.33,26.95
6.380141735076904,159.85,26.95
6.553283452987671,160.33,26.95
6.687986850738525,160.09,26.95
6.821422576904297,160.09,26.95
6.9596781730651855,160.33,26.95
7.093631744384766,160.33,26.95
7.230080842971802,160.33,26.95
7.36518406867981,160.33,26.95
7.501486301422119,160.33,26.95
7.632630348205566,160.57,26.95
7.7660675048828125,160.57,26.96
7.937724590301514,160.57,26.95
8.065380096435547,160.33,26.95
8.201971769332886,160.33,26.95
8.353386163711548,160.57,26.95
8.488297462463379,160.57,26.95
8.623476266860962,160.57,26.95
8.758538484573364,160.57,26.95
8.907130241394043,160.81,26.95
9.044374227523804,160.57,26.96
9.217900037765503,160.57,26.95
9.391391038894653,160.57,26.95
9.527110576629639,160.81,26.95
9.661643028259277,160.55,26.95
9.791035175323486,160.57,26.95
9.927498579025269,160.81,26.95
10.061112403869629,160.57,26.95
10.193724393844604,160.33,26.95
10.330830574035645,160.79,26.95
10.465660810470581,160.79,26.95
10.600261688232422,161.05,26.95
10.733983039855957,160.55,26.95
