Time (s),GPU 0 Power (W),GPU 1 Power (W)
0.10020303726196289,40.14,27.02
0.26268434524536133,39.9,27.02
0.39989686012268066,39.9,27.02
0.5533266067504883,39.9,27.01
0.6871912479400635,39.9,27.0
0.8205142021179199,39.65,27.0
0.9540305137634277,39.65,27.02
1.1062426567077637,39.65,27.02
1.240938425064087,39.65,27.01
1.375035285949707,39.41,27.0
1.5075244903564453,39.41,27.02
1.642249345779419,39.65,27.01
1.8146967887878418,39.41,27.0
1.9602365493774414,39.17,27.02
2.098660469055176,39.41,27.0
2.226961374282837,39.41,27.01
2.354546070098877,39.41,27.0
2.4860036373138428,39.41,27.01
2.619374990463257,34.3,27.02
2.793095111846924,34.3,27.02
2.92913818359375,34.3,27.02
3.0643177032470703,34.3,27.02
3.1983301639556885,34.3,27.02
3.333709478378296,34.3,27.02
3.467367172241211,34.3,27.02
3.603985548019409,34.3,27.0
3.7378246784210205,34.06,27.0
3.873791217803955,34.3,27.02
4.008974313735962,34.3,27.0
4.143933534622192,34.06,27.01
4.27798867225647,34.06,27.02
4.413578033447266,34.3,27.02
4.550250768661499,92.79,26.98
4.685497045516968,112.27,26.96
4.8376874923706055,113.48,26.96
4.988670110702515,39.41,27.0
5.158862829208374,39.17,27.02
5.28662371635437,38.92,27.02
5.414451360702515,38.92,27.01
5.5433738231658936,38.92,27.02
5.698172569274902,38.92,27.0
5.826435804367065,38.92,27.0
5.9540534019470215,38.92,27.0
6.082996845245361,38.68,27.0
6.2106781005859375,38.68,27.0
6.338341236114502,38.68,27.01
6.465982675552368,38.68,27.0
6.59365439414978,38.68,27.0
6.722857713699341,38.68,27.01
6.894325256347656,38.68,27.0
7.022662162780762,38.68,27.01
7.1503424644470215,38.68,27.0
7.277897596359253,38.68,27.01
7.44929313659668,38.68,27.0
7.585224866867065,38.68,27.0
7.717337608337402,38.68,27.01
7.868722915649414,38.68,27.02
7.996953725814819,38.68,27.02
8.147582530975342,38.68,27.01
8.282635927200317,38.68,27.0
8.412726163864136,38.68,27.02
8.546423196792603,38.68,27.01
8.682827949523926,38.68,27.0
8.81114149093628,38.68,27.01
8.94299864768982,38.68,27.0
9.078075885772705,38.68,27.0
9.212761878967285,111.06,26.96
9.347503900527954,118.49,26.96
9.501218795776367,119.23,26.96
9.65128207206726,41.84,27.02
9.785929679870605,39.17,27.02
9.921149253845215,38.92,27.02
10.055495738983154,38.92,27.02
10.190362691879272,38.92,27.02
10.325407981872559,38.68,27.02
10.46201205253601,38.68,27.01
10.595692873001099,38.68,27.01
10.729723453521729,38.68,27.02
10.862860441207886,38.68,27.02
10.996517896652222,38.68,27.0
11.130473613739014,38.68,27.02
11.281367301940918,38.68,27.02
11.415752649307251,38.68,27.0
11.549726486206055,38.68,27.0
11.682934761047363,38.68,27.0
11.81770920753479,38.68,27.0
11.94836711883545,38.19,27.01
12.124731063842773,38.44,27.0
12.2742600440979,38.44,27.01
12.403154850006104,38.44,27.0
12.53528118133545,38.19,27.0
12.670235872268677,38.19,27.02
12.80479884147644,38.19,27.0
12.937971830368042,38.44,27.0
13.073653221130371,38.19,27.0
13.239693641662598,38.44,27.0
13.374197959899902,38.19,27.0
13.508711576461792,38.44,27.0
