Time (s),GPU 0 Power (W),GPU 1 Power (W),GPU 2 Power (W),GPU 3 Power (W)
0.10020184516906738,55.47,53.5,53.11,54.4
0.32394886016845703,55.46,53.39,53.21,54.4
0.5250983238220215,55.5,53.57,53.08,54.67
0.7439899444580078,55.66,53.41,53.21,54.4
0.9424676895141602,55.46,53.41,53.11,54.6
1.1111085414886475,55.46,53.29,53.0,54.5
1.289849042892456,55.57,53.4,53.11,54.31
1.4684929847717285,55.46,53.41,53.11,54.6
1.65059494972229,55.46,53.48,53.11,54.4
1.8304626941680908,55.56,53.29,53.11,54.4
2.0162580013275146,55.76,53.79,53.31,54.4
2.308109998703003,66.31,53.6,53.21,54.7
2.5413360595703125,76.43,71.42,53.11,54.5
2.764197826385498,76.33,73.08,70.54,54.38
2.9976229667663574,76.51,73.18,72.68,76.99
3.1996002197265625,78.78,73.07,72.78,74.66
3.3886475563049316,77.88,73.07,72.28,74.26
3.59245228767395,77.8,73.75,72.39,74.46
3.7703323364257812,76.72,74.15,72.39,74.26
3.9422695636749268,76.64,76.22,72.28,74.36
4.120791435241699,76.53,75.23,72.2,74.56
4.29399847984314,76.64,73.46,75.84,74.46
4.465132713317871,76.73,73.38,75.14,74.36
4.656708002090454,77.59,73.18,74.85,74.27
4.8280534744262695,76.53,73.08,72.38,76.5
5.005171775817871,76.73,73.28,72.31,77.58
5.1917243003845215,76.91,73.08,72.5,74.86
5.3884241580963135,76.43,73.28,72.79,74.46
5.559265375137329,76.73,73.08,72.29,74.36
5.7315354347229,76.83,73.18,72.5,74.46
5.91428804397583,76.64,73.18,72.28,74.56
6.089192867279053,77.12,73.38,72.7,74.56
6.2585289478302,76.83,73.28,72.29,74.46
6.431241035461426,76.83,73.07,72.52,74.76
6.599750757217407,76.83,73.94,72.39,74.46
6.7748565673828125,76.53,73.38,72.79,74.26
6.970972776412964,76.93,73.28,72.5,74.56
7.1390461921691895,76.93,73.18,72.39,74.26
7.310423135757446,76.73,73.57,73.28,75.05
7.481370210647583,77.12,73.28,72.79,74.86
7.671011924743652,76.93,73.18,72.5,74.56
7.839955568313599,76.62,73.18,72.42,74.36
8.010579586029053,76.93,73.57,72.39,74.55
8.183476448059082,77.12,73.38,72.38,74.47
8.361132621765137,77.12,73.28,72.52,74.56
8.549378156661987,76.93,73.08,72.52,74.57
8.762877225875854,76.72,73.18,72.39,74.56
8.932625532150269,76.83,73.28,72.31,74.66
9.103028535842896,77.22,73.26,72.62,74.47
9.27325701713562,76.93,73.18,72.5,74.47
9.451549053192139,76.83,73.17,72.39,74.36
9.636343717575073,76.83,73.18,72.29,74.56
9.820318222045898,81.96,84.01,72.57,74.56
9.990893602371216,85.04,76.96,72.58,74.47
10.16102123260498,83.6,78.4,72.6,74.56
10.374544143676758,82.04,76.46,72.68,74.66
10.571917057037354,83.3,76.09,72.47,74.66
10.748435735702515,88.78,75.71,72.38,74.47
10.956841230392456,77.52,73.37,72.5,74.56
11.129550218582153,88.77,75.69,72.38,74.86
11.320127487182617,82.13,77.15,73.07,74.56
11.49717402458191,83.9,81.59,72.58,74.86
11.676486015319824,80.41,79.94,72.68,74.47
11.874129295349121,77.49,75.79,72.68,74.66
12.0751793384552,77.11,73.28,72.5,74.76
12.243560791015625,77.01,73.38,72.5,74.76
12.432803392410278,77.12,73.36,72.57,74.56
12.60598874092102,77.12,73.67,72.5,74.66
12.79566478729248,77.22,74.25,73.18,74.76
12.96763563156128,77.12,73.16,72.47,74.76
13.136014699935913,76.93,73.55,72.58,75.15
13.308792352676392,77.41,73.18,72.38,74.56
13.48608684539795,77.2,73.38,72.6,74.47
13.678102970123291,76.93,73.36,72.6,74.76
13.851410627365112,77.01,73.28,72.58,74.66
14.046705484390259,77.03,73.28,72.39,74.76
14.220353126525879,77.2,73.47,72.78,74.66
14.40738296508789,77.22,73.38,72.6,74.76
14.574687004089355,77.02,73.18,72.5,74.56
14.748839855194092,77.03,73.18,72.39,74.66
14.918509721755981,77.2,73.18,72.62,74.56
15.084427833557129,77.12,73.28,72.62,74.55
15.256518363952637,77.11,73.36,72.51,74.66
15.43990182876587,77.12,73.75,72.58,74.65
