Time (s),GPU 0 Power (W),GPU 1 Power (W),GPU 2 Power (W),GPU 3 Power (W)
0.0,328.88,73.25,73.47,75.29
0.19383811950683594,307.85,73.03,73.18,75.4
0.38911056518551845,267.58,72.96,73.37,75.29
0.5855057239532755,288.66,72.83,72.97,75.51
0.7846288681029989,272.25,73.12,73.37,75.5
0.983773946762085,252.58,72.52,73.18,75.5
1.1817073822021769,289.11,72.56,73.06,75.61
1.366341590881376,299.36,73.59,73.28,75.4
1.5748295783996866,293.51,72.65,73.07,75.6
1.7681682109832764,296.88,72.64,73.06,76.16
1.9685165882110311,292.93,72.56,72.97,75.4
2.1408259868621826,319.6,72.75,73.17,75.39
2.336966514587374,303.09,72.83,73.47,75.5
2.516548871994047,212.04,72.83,73.67,75.5
2.7190558910369873,218.24,72.8,73.57,75.5
2.912780523300171,277.27,72.81,73.55,75.32
3.1106722354888916,307.05,72.76,73.18,75.61
3.302708387374878,303.24,72.56,73.26,75.5
3.478287696838379,297.19,72.83,73.28,75.78
3.6534910202026083,326.53,72.73,73.17,76.08
3.849022150039673,329.44,72.73,73.26,75.58
4.0440685749053955,297.87,72.73,73.07,75.47
4.240843296050997,246.02,72.8,73.36,75.5
4.436921834945679,192.85,72.72,73.87,75.21
4.627441644668579,263.81,72.64,73.28,75.51
4.8039610385894775,303.49,72.73,73.28,75.39
4.983474016189575,296.14,72.75,73.17,75.48
5.1654229164123535,325.9,72.93,73.07,75.58
5.352371692657442,332.42,72.75,73.37,75.29
5.526116609573364,328.45,72.94,73.76,75.51
5.727538108825684,280.42,72.72,73.46,75.49
5.9303271770477295,191.23,73.12,73.47,75.61
6.118421554565401,239.1,72.73,73.18,75.6
6.294844627380371,279.05,72.56,73.28,75.5
6.4885735511779785,299.8,73.04,73.26,75.79
6.682579994201689,298.29,72.94,73.37,76.18
6.857748508453369,329.68,72.64,73.28,75.48
7.047788143157959,330.46,73.13,73.47,75.46
7.221043586730957,335.99,72.76,73.28,75.6
7.395126104354887,297.21,72.85,73.16,75.5
7.570728778839111,297.2,72.75,73.18,75.71
7.794260501861572,293.32,73.05,73.07,76.19
8.055201768875122,245.04,72.47,73.57,75.61
8.238006830215454,246.95,73.08,73.47,75.61
8.417309284210177,299.34,72.97,73.47,75.4
8.614273071289034,298.05,72.93,73.07,75.89
8.806240081787138,301.17,72.94,73.37,75.98
8.983398675918579,326.5,72.94,73.37,75.79
9.192440271377563,340.95,72.91,73.28,75.78
9.385124683380127,331.37,72.8,73.28,75.79
9.602425336837769,273.01,72.83,73.28,75.61
9.782699584960938,191.11,72.88,73.47,75.7
9.981117010116577,219.86,72.67,73.29,75.68
10.173447608947754,295.18,72.75,73.28,75.4
10.353141784667969,302.47,73.04,73.47,75.4
10.533236980438204,303.62,73.83,73.28,75.4
10.712349414825411,320.07,72.72,72.97,75.88
10.884912729263277,331.83,72.8,73.37,76.85
11.077341556549072,327.51,72.71,73.18,75.53
11.272973775863676,306.09,72.75,73.68,75.6
11.447208642959595,297.02,72.84,73.37,75.71
11.629050254821777,301.61,72.97,74.07,75.5
11.824924230575562,302.39,73.13,73.18,75.21
12.01523017883298,306.13,72.64,73.26,75.89
12.200050830841036,318.94,72.94,73.26,75.69
12.396863222122192,322.89,72.81,73.07,75.6
12.576921224594116,339.29,72.64,73.28,75.74
12.772655248641968,304.91,72.89,73.06,75.61
12.973473310470581,251.38,72.88,73.47,75.5
13.164988517761259,288.84,72.85,73.39,75.48
13.346189498901367,294.1,72.75,73.26,75.69
13.525850534439087,289.06,72.92,73.18,75.9
13.716957330703735,308.83,73.13,73.26,75.58
13.932639837265015,322.15,72.84,73.07,75.71
14.129165172576876,325.72,72.94,73.47,75.69
14.319072484970093,340.97,72.86,73.28,75.71
14.511083126068115,306.69,72.91,73.17,75.48
14.700954914093018,240.06,72.86,73.57,75.58
14.885068416595459,190.45,73.04,73.26,75.58
15.084388256072998,248.5,72.83,73.37,75.5
15.297517299652071,296.18,73.06,73.17,75.5
15.47640347480774,301.04,72.83,73.18,75.39
15.691859483718872,287.45,72.96,73.26,75.4
15.889047145843534,332.51,72.86,73.37,75.51
16.062358856201172,298.79,73.13,73.37,75.31
16.281208992004395,335.2,73.04,73.57,75.69
16.457878828048734,274.39,73.13,73.37,75.58
16.653504133224487,190.66,73.04,73.47,75.37
16.843698263168335,226.87,73.15,73.35,75.68
17.023948431015015,302.78,72.83,73.26,75.5
17.217802047729492,300.75,72.73,73.37,75.53
17.428815603256197,294.27,72.65,73.28,75.61
17.629883766174316,297.51,72.99,73.37,75.5
17.84478545188901,304.24,72.94,73.18,75.39
18.04122495651248,303.45,72.56,73.28,75.48
18.231370687484713,297.61,73.02,73.37,75.02
18.418380737304688,304.16,72.91,73.28,74.92
18.630064487457275,296.26,72.72,73.18,75.11
18.805557489395113,308.31,73.05,73.36,74.92
19.007083892822237,290.58,73.02,73.18,75.01
19.193251848220854,298.1,73.08,73.67,74.7
19.38913631439209,297.93,72.76,73.28,74.9
19.602996587753296,301.03,72.94,73.57,75.1
19.79508328437808,283.95,72.85,73.46,75.01
19.984599828720093,292.17,73.05,73.47,75.1
20.156590223312378,297.63,72.91,73.28,75.0
20.330260038375854,260.64,72.72,73.37,74.94
20.507749319076538,303.35,73.0,73.37,75.1
20.727229595184326,338.1,72.68,73.37,75.1
20.929685354232788,298.68,72.85,73.37,75.1
21.10957908630374,306.19,72.83,73.37,75.0
21.301854848861694,289.13,72.86,73.55,75.21
21.49479293823245,292.05,73.05,73.67,74.81
21.672146797180176,294.98,72.84,73.37,75.2
21.843883991241455,280.85,72.97,73.26,75.02
22.018964529037476,302.36,72.91,73.37,75.1
22.206147909164457,306.31,72.87,73.57,75.11
22.395245790481567,306.08,72.74,73.28,75.19
22.607979774475098,294.2,72.84,73.67,74.82
22.807532548904447,299.48,72.75,73.27,75.19
23.001814603805514,295.17,73.23,73.28,75.11
23.18196392059326,301.8,73.04,73.36,74.92
23.374146461486873,303.33,73.92,73.37,75.0
23.56566071510315,292.27,72.97,73.26,75.01
23.745026350021362,298.69,72.75,73.28,75.2
23.94304323196411,305.91,72.96,73.28,74.81
24.125699281692505,307.14,72.85,73.47,74.9
24.30805921554571,286.17,73.04,73.47,75.0
24.48371410369873,296.26,73.04,73.68,74.9
24.678545713424683,294.04,73.23,73.37,74.91
24.890215396881104,298.66,73.23,73.47,75.02
25.082363843917847,281.92,73.04,73.47,75.0
25.27397131919861,235.34,72.78,73.37,75.02
25.469876050949097,300.79,73.23,73.57,75.1
25.68400239944458,295.01,72.94,73.28,75.5
25.862328052520752,308.72,72.84,73.28,75.08
26.05162286758423,297.29,72.94,73.47,75.0
26.250208139419556,292.33,73.05,73.28,74.81
26.437458276748657,303.26,72.91,73.37,74.92
26.633883953094482,305.99,72.84,73.37,74.92
26.828478097915706,291.49,73.89,73.78,75.01
27.003867149353027,298.03,73.33,73.67,74.9
27.201160192489624,303.67,73.12,73.47,74.91
27.381436347961426,304.75,73.33,73.47,74.9
27.561925411224365,293.59,72.64,73.17,74.82
27.74216604232788,298.03,73.23,73.28,75.02
27.934353828430176,301.89,73.33,73.47,74.9
28.1088223457337,297.6,73.03,73.37,75.11
28.30615782737732,237.27,73.91,73.47,75.11
28.485894203186035,210.29,74.09,73.37,74.81
28.685681343078613,270.18,73.99,73.37,75.01
28.888108730316162,307.42,73.2,73.67,74.9
29.104632139205933,314.3,73.12,73.37,74.92
29.301830053329468,293.5,72.96,73.47,75.11
29.48940372467041,302.35,72.84,73.28,75.1
29.681925773620605,289.42,73.6,73.57,74.92
29.893130779266357,304.82,72.74,73.37,75.0
30.06644892692566,290.02,72.86,73.37,75.79
30.257607460021973,298.58,72.94,73.28,74.89
30.44545006752014,229.14,73.33,74.16,74.79
30.618863105773926,268.17,73.01,73.28,75.0
30.798643589019775,310.33,73.01,73.37,75.11
30.979717493057308,305.21,72.96,73.47,75.02
31.157488584518433,306.55,73.04,73.17,75.11
31.34798502922058,305.01,72.85,73.37,74.82
31.5437331199646,334.07,73.15,73.67,74.92
31.720295429229736,317.07,73.23,73.57,74.82
31.920912981033325,239.42,72.83,73.37,75.1
32.09403371810913,198.15,72.93,73.36,74.9
32.26737403869629,300.82,72.85,73.28,75.0
32.4416704177857,295.04,73.04,73.97,75.01
32.6438729763031,302.36,72.94,73.37,74.92
32.844767570495605,325.64,73.43,73.76,75.01
33.02383208274841,344.82,73.25,73.37,75.1
33.22699499130249,332.73,73.04,73.47,75.01
33.4180800914765,285.01,72.72,73.28,75.39
33.59639549255371,209.17,73.2,73.47,74.99
33.81530404090881,229.05,73.11,73.55,75.01
34.01288604736328,299.77,74.1,73.37,74.95
34.210947036743164,292.87,72.94,73.37,75.31
34.39788317680359,299.64,72.93,73.47,75.87
34.57970857620239,289.6,72.86,73.37,75.29
34.77680921554571,334.62,73.13,73.57,74.9
34.95321726799011,319.66,73.13,73.47,74.81
35.13331437110901,193.57,73.11,73.67,74.9
35.32699060440058,233.62,73.04,73.35,75.31
35.50725054740906,262.47,72.83,73.37,75.03
35.697702407836914,305.19,72.65,73.37,75.11
35.896984815597534,302.54,73.05,73.47,75.11
36.1057333946228,301.28,72.94,73.47,75.0
36.30185866355896,334.41,72.96,73.47,75.0
36.4802508354187,337.51,72.52,73.37,74.99
36.6775918006897,313.23,72.91,73.47,74.81
36.858644008636475,214.2,72.81,73.87,74.81
37.05521368980408,235.8,72.73,73.57,74.95
37.26875567436218,272.51,73.05,73.47,74.92
37.560378313064575,300.92,74.01,73.57,74.82
37.73608326911926,311.11,74.15,73.47,75.28
37.90764260292053,327.14,73.93,73.57,74.9
38.11385202407837,285.79,73.92,73.28,74.8
38.279279470443726,305.4,74.02,73.76,74.92
38.456130027770996,292.86,74.4,73.57,75.02
