Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
4.2689e-05,1078.6,955.144,2033.74
0.0995538,122.516,136.125,258.642
0.200008,71.8285,87.6851,159.514
0.300462,130.47,135.77,266.239
0.406045,730.167,762.618,1492.79
0.506051,561.923,440.361,1002.28
0.610074,464.879,379.725,844.604
0.700444,1682.97,1274.22,2957.19
0.799766,380.578,264.66,645.238
0.900108,474.81,370.877,845.686
1.00045,589.071,462.647,1051.72
1.10082,1208.88,796.508,2005.39
1.20121,910.699,518.767,1429.47
1.30158,437.873,400.346,838.22
1.40204,954.402,994.852,1949.25
1.50141,1867.86,782.54,2650.4
1.60636,719.965,422.078,1142.04
1.70604,265.272,196.288,461.56
1.80129,417.414,309.101,726.514
1.90068,711.428,607.181,1318.61
2.01007,212.276,163.635,375.911
2.10114,922.616,860.175,1782.79
2.20162,1656.62,1733.49,3390.11
2.30211,934.676,867.14,1801.82
2.40155,747.481,654.198,1401.68
2.50101,1144.11,1061.67,2205.78
2.60151,1957.87,1897.59,3855.46
2.70206,1141.04,1112.25,2253.3
2.80158,1403.89,2373.9,3777.8
2.90108,1190.82,1519.35,2710.18
3.00156,420.531,360.377,780.908
3.10207,2659.97,983.674,3643.65
3.2016,1272.18,878.902,2151.08
3.30209,638.275,529.777,1168.05
3.40259,125.724,87.8733,213.597
3.50211,2534.72,1006.96,3541.67
3.6016,1128.2,327.08,1455.28
3.70212,1561.92,1261.63,2823.56
3.8026,1215.66,833.564,2049.22
3.90212,10266.2,8342.51,18608.8
4.00159,675.133,239.121,914.254
4.10211,223.641,114.014,337.655
4.20246,1899.77,1462.82,3362.59
4.30172,3063.37,2874.58,5937.96
4.40126,5435.71,4344.34,9780.05
4.50073,4254.1,3146.54,7400.65
4.60131,2016.31,1671.06,3687.37
4.70188,275.626,217.969,493.595
4.80144,852.077,647.59,1499.67
4.90198,668.844,529.095,1197.94
5.00256,466.897,391.048,857.945
5.10208,938.912,756.471,1695.38
5.20263,246.214,232.349,478.563
5.30309,104.045,83.6666,187.711
5.40262,348.077,311.093,659.17
5.50214,178.387,182.259,360.646
5.60273,249.146,226.294,475.44
5.70232,307.121,253.924,561.045
5.8017,722.545,679.577,1402.12
5.90223,341.016,312.596,653.612
6.00277,115.781,93.1514,208.932
6.10233,340.022,272.925,612.947
6.20183,149.599,109.894,259.494
6.30233,291.265,223.405,514.671
6.40265,293.757,246.128,539.885
6.50216,301.729,279.178,580.907
6.60168,807.687,742.581,1550.27
6.7022,820.346,502.781,1323.13
6.8028,3901.68,1330.34,5232.01
6.9024,722.644,456.906,1179.55
7.00292,284.861,148.671,433.533
7.10339,361.789,230.236,592.025
7.20296,989.229,731.444,1720.67
7.30628,211.811,172.077,383.888
7.4028,102.178,93.9859,196.164
7.50334,299.843,255.694,555.537
7.60282,369.398,292.942,662.34
7.70226,260.441,225.734,486.175
7.80275,710.025,597.648,1307.67
7.90323,540.588,465.565,1006.15
8.00271,73.258,81.5987,154.857
8.10227,339.647,322.107,661.754
8.20297,254.92,195.368,450.289
8.30247,397.69,318.6,716.29
8.40203,333.083,270.392,603.475
8.50255,918.568,762.986,1681.55
8.60302,291.667,244.871,536.538
8.70251,124.902,116.504,241.406
8.80301,1470.9,1475.09,2945.99
8.9035,1678.62,1331.13,3009.75
9.01419,2428.67,1553.43,3982.1
9.10377,1217.08,1428.46,2645.54
9.20428,247.227,205.521,452.748
9.30379,102.37,104.573,206.943
9.4033,281.708,288.719,570.428
9.50377,389.789,354.627,744.416
9.60422,118.373,180.671,299.044
9.70377,533.488,441.622,975.11
9.80325,615.584,529.592,1145.18
9.90362,229.973,233.627,463.6
10.0041,56.9946,56.6387,113.633
10.1045,70.7046,68.9152,139.62
10.204,226.438,206.486,432.924
10.3066,1174.53,1147.52,2322.05
10.4052,391.954,320.778,712.732
10.5047,228.512,210.165,438.677
10.6041,582.698,463.544,1046.24
10.7046,57.2211,56.5466,113.768
10.8051,54.5882,53.2621,107.85
10.9045,164.849,155.164,320.013
11.004,190.422,161.437,351.86
11.1043,100.125,87.6909,187.816
11.2048,274.714,226.522,501.236
