Time (s),DRAM Power (W),IPC
0.0001,0.00,1.30
0.2950,25.72,1.28
0.4971,17.24,1.51
0.7094,18.29,2.00
0.9212,18.09,1.82
1.1103,16.20,1.44
1.3385,19.43,1.11
1.5603,18.70,1.80
1.7859,19.16,1.20
1.9947,17.78,1.85
2.2291,20.14,1.42
2.4464,18.75,1.77
2.6952,21.15,1.19
2.9058,18.17,1.43
3.1388,20.04,2.95
3.3584,18.75,0.68
3.5546,17.14,1.20
3.7597,17.95,1.32
3.9991,21.11,1.18
4.2067,18.23,1.04
4.4536,21.48,0.25
5.1984,113.76,1.84
5.3988,17.11,1.31
5.6102,17.88,1.23
5.7916,15.35,0.46
6.0017,18.36,1.65
6.4305,54.25,1.40
6.6265,17.75,1.39
6.8288,18.50,1.31
7.0266,18.20,1.78
7.2602,20.83,2.30
7.5918,30.51,2.25
7.9001,28.87,2.48
8.2243,30.32,2.18
8.5408,29.60,2.09
8.8531,29.23,2.14
9.1509,27.92,2.23
9.4560,28.59,2.30
9.8014,32.21,2.29
10.1083,28.80,2.40
10.4113,28.41,2.30
10.7555,32.22,2.21
11.1232,34.60,2.34
11.4245,28.10,2.26
11.7510,30.83,2.08
12.0473,27.98,2.38
12.3362,26.92,2.29
12.6485,29.32,2.41
12.9084,24.52,1.85
13.1503,22.34,2.04
13.3544,17.72,2.72
13.5683,18.51,2.59
13.7783,18.12,1.27
14.0247,21.72,1.84
14.4409,52.43,1.41
14.6565,19.74,2.23
15.1071,47.66,1.83
15.3837,26.57,2.04
15.5995,18.56,2.15
15.8175,18.66,1.94
16.0900,24.11,2.62
16.3653,24.39,2.35
16.6683,28.47,2.33
16.9552,27.01,2.32
17.2708,29.56,2.39
17.5690,27.93,2.20
17.9152,32.41,2.29
18.2544,31.95,2.33
18.5835,30.87,2.21
18.9263,32.23,2.41
19.2553,30.73,2.34
19.6152,33.79,2.13
19.9604,32.42,2.40
20.2834,30.17,2.53
20.6192,31.59,2.34
20.9159,27.76,2.36
21.2426,30.84,2.34
21.5634,30.02,2.51
21.8938,31.15,2.12
22.1542,24.37,2.07
22.3763,19.39,2.70
22.5904,18.54,2.42
22.7923,17.52,1.22
23.0436,22.11,1.90
23.5320,60.53,2.16
23.9834,48.81,2.02
24.2082,19.97,2.19
24.4140,17.62,2.02
24.6402,19.31,0.88
24.8630,20.44,1.27
25.1396,24.37,2.26
25.4955,33.89,2.36
25.8310,31.83,2.12
26.2109,35.99,2.39
26.5670,33.64,1.91
26.9215,33.72,2.31
27.2665,32.70,2.33
27.6668,37.97,2.22
28.0240,34.06,2.25
28.3498,31.12,2.60
28.6537,28.82,2.27
29.0528,38.15,2.46
29.3708,30.02,2.43
29.7149,32.76,2.29
30.0594,32.84,2.42
30.3836,30.88,2.19
30.6180,21.91,2.36
30.8482,20.05,1.23
31.1160,23.60,1.92
31.5442,54.21,2.08
32.0108,49.42,2.00
32.2421,22.01,1.98
32.4602,18.63,2.19
32.6700,17.94,1.99
32.9534,25.41,1.15
33.3108,32.13,2.36
33.6666,33.93,2.28
34.0002,32.16,2.29
34.4202,39.75,2.40
34.7813,34.76,2.44
35.1231,32.54,2.28
35.4229,28.40,2.49
35.8130,37.42,2.38
36.1594,33.02,2.21
36.5451,36.59,2.44
36.8862,32.89,2.55
37.2350,33.13,2.29
37.6046,35.41,2.36
37.9391,31.72,2.37
38.3264,37.14,1.07
38.5631,21.56,2.00
39.0117,56.68,2.03
39.5074,53.97,1.93
39.7366,20.58,2.07
39.9686,19.87,2.03
40.1894,18.96,0.66
40.4374,22.32,2.35
40.7732,31.21,2.23
41.1511,36.00,2.55
41.5155,35.14,2.18
41.8874,35.55,2.48
42.1858,28.50,2.41
42.5339,33.32,2.34
42.8791,32.73,2.23
43.2089,31.32,2.47
43.5365,31.09,2.53
43.8630,30.86,1.96
44.1001,20.45,2.19
44.3401,20.54,2.15
44.5760,20.10,1.94
44.7917,18.35,2.17
45.0020,18.02,1.96
45.2219,18.80,2.11
45.4413,18.65,1.10
45.6752,20.60,1.20
46.1713,61.09,2.27
46.6162,47.94,2.07
46.8300,20.09,2.01
47.0521,18.96,2.10
47.2740,18.90,0.92
47.5323,23.16,0.66
47.7746,21.49,1.93
47.9611,16.60,1.27
48.1590,17.09,1.54
48.3580,17.10,1.36
48.5350,15.11,1.36
48.7172,15.45,1.02
48.8958,15.10,1.39
49.0728,15.09,1.26
49.2508,15.21,1.31
49.4342,15.58,0.67
49.6422,18.23,0.67
49.8503,18.19,1.81
50.0543,17.86,0.81
50.2665,18.41,1.18
50.4764,18.01,1.33
