Time (s),DRAM Power (W),IPC
0.0001,0.00,2.14
0.3046,26.17,1.16
0.5050,17.11,1.44
0.7210,18.40,1.83
0.9349,18.32,0.51
1.1438,17.82,0.91
1.3213,15.27,1.60
1.5118,16.20,1.63
1.7117,17.10,0.97
1.9035,16.33,0.77
2.0815,15.05,0.28
2.3288,22.82,0.26
2.5445,21.16,0.37
2.7692,21.79,0.36
2.9892,21.45,0.25
3.2013,20.55,0.22
3.4134,20.68,0.29
3.6252,20.59,0.35
3.8416,21.04,0.39
4.0635,21.48,0.24
4.5226,52.20,3.38
4.7305,18.12,0.44
4.9326,17.45,1.20
5.1373,17.76,1.30
5.3374,17.74,1.19
5.5459,18.50,1.25
5.7504,18.13,1.75
5.9527,17.86,1.10
6.2026,22.81,1.48
6.4624,24.87,1.36
6.6863,21.23,1.28
6.8995,19.51,1.26
7.1227,20.40,1.30
7.3327,18.71,1.30
7.5495,19.12,1.64
7.7697,19.32,1.65
7.9808,18.14,1.68
8.2295,22.09,1.48
8.4683,22.27,1.69
8.7480,25.86,1.96
9.0386,26.42,1.69
9.2828,22.67,1.71
9.5537,25.02,1.42
9.8074,23.52,1.65
10.0863,25.75,1.58
10.3258,21.90,1.63
10.5627,22.02,1.64
10.8144,23.16,1.78
11.1342,29.39,1.50
11.3981,24.43,1.60
11.6780,25.91,1.78
11.9403,24.01,1.94
12.1870,22.68,1.71
12.4393,23.43,2.29
12.6589,18.57,1.99
12.8650,17.36,2.02
13.0942,19.62,0.40
13.3462,22.53,0.63
13.5570,18.22,1.05
13.7976,22.04,1.49
14.0944,29.36,1.79
14.3521,23.55,1.40
14.5794,21.35,1.77
14.8258,22.80,1.31
15.0983,25.24,1.70
15.3692,25.24,1.64
15.6501,26.05,1.70
15.8999,22.82,1.59
16.1228,20.39,1.73
16.3748,23.25,1.68
16.6587,26.61,1.56
16.8863,20.94,1.81
17.1497,24.37,1.60
17.3905,22.21,1.55
17.6687,26.18,1.60
17.9187,23.32,1.52
18.1977,25.85,1.80
18.4537,23.75,1.97
18.6616,17.69,2.28
18.8776,18.40,2.11
19.1126,20.25,1.48
19.3216,18.63,1.04
19.5833,25.27,1.68
19.8337,23.85,1.58
20.1094,25.52,1.59
20.3378,21.26,1.77
20.6138,25.96,1.59
20.8818,25.08,1.74
21.1095,20.94,1.60
21.3698,24.84,1.64
21.6018,21.41,1.74
21.8697,25.28,1.46
22.1337,24.27,1.60
22.3976,24.82,1.68
22.6737,26.15,1.60
22.9258,23.37,1.73
23.1918,25.02,1.49
23.4857,27.12,1.68
23.7377,22.91,1.60
23.9896,23.40,2.25
24.2294,21.17,1.93
24.4397,17.91,2.17
24.6517,17.94,1.28
24.9119,22.47,0.87
25.0911,15.62,1.07
25.2700,15.78,3.04
25.4766,18.00,1.36
25.6584,15.52,1.35
25.8460,15.95,0.93
26.0228,15.02,0.82
26.2359,18.60,1.63
26.4646,20.06,0.71
26.6714,17.83,1.86
