Time (s),DRAM Power (W),IPC
0.0001,0.00,1.61
0.3037,26.20,1.35
0.4837,15.49,1.02
0.6654,15.53,1.20
0.8412,14.93,1.27
1.0685,19.53,1.14
1.2754,18.10,1.80
1.4920,18.93,1.78
1.7084,18.96,2.84
1.9082,17.36,1.79
2.1152,18.01,1.54
2.3223,17.98,1.70
2.5406,18.94,1.46
2.7502,18.19,1.69
2.9503,17.40,1.34
3.1545,17.81,1.34
3.4262,24.93,1.36
3.6392,19.33,1.44
3.8583,19.71,1.99
4.0700,19.25,0.63
4.2943,20.01,0.63
4.5150,19.62,0.62
4.7183,18.12,1.30
4.9440,20.44,1.71
5.1479,20.44,2.05
5.3621,21.29,2.03
5.5805,21.86,2.03
5.8142,23.33,2.11
6.0266,21.26,1.47
6.2262,19.49,2.09
6.4382,21.04,1.07
6.6340,18.08,1.88
6.8421,18.37,1.04
7.0581,19.64,2.02
7.2662,20.58,1.98
7.4782,20.94,1.12
7.6862,20.80,1.26
7.8903,20.56,1.32
8.1063,21.37,1.39
8.3402,23.21,1.21
8.5382,18.86,2.19
8.7542,21.39,1.32
8.9621,20.67,1.07
9.1802,21.50,1.22
9.3863,20.44,1.62
9.6085,21.28,1.90
9.8021,19.06,1.17
10.0103,20.70,1.10
10.2303,22.08,1.38
10.4364,20.44,1.32
10.6459,20.64,1.76
10.8462,19.50,2.08
11.0503,19.98,1.17
11.2622,21.12,0.89
11.4703,20.98,1.27
11.6661,18.89,1.92
11.8744,20.50,1.64
12.0783,19.42,1.21
12.2862,19.21,2.32
12.4951,19.46,1.22
12.6982,19.42,1.89
12.8949,19.43,2.02
13.1183,21.98,1.15
13.3302,20.74,1.01
13.5342,20.57,1.13
13.7542,21.90,1.21
13.9621,20.49,1.43
14.1742,20.97,1.93
14.3943,21.74,2.12
14.6166,21.83,1.74
14.8182,19.76,0.91
15.0164,20.00,1.17
15.2361,21.90,1.37
15.4465,20.93,1.12
15.6421,18.52,1.86
15.8462,20.20,1.20
16.0642,21.71,0.90
16.2743,21.07,1.04
16.4903,21.67,1.19
16.6901,19.30,1.75
16.8959,20.19,2.19
17.1162,21.73,1.94
17.3428,22.55,2.40
17.5382,18.86,1.26
17.7460,19.55,2.45
17.9622,20.31,1.30
18.1622,18.45,1.96
18.3740,21.06,1.11
18.5773,20.20,0.93
18.7834,20.90,1.38
18.9963,21.29,1.30
19.2182,22.11,1.29
19.4397,21.84,1.63
19.6462,20.08,2.04
19.8532,20.58,2.02
20.0981,24.20,1.95
20.2942,19.46,1.13
20.5024,20.80,0.96
20.7244,22.33,1.28
20.9385,20.84,1.48
21.1662,22.58,1.58
21.3862,21.87,2.16
21.6246,23.75,1.92
21.8433,21.61,2.26
22.0521,20.74,0.92
22.2711,21.47,1.27
22.4742,20.34,1.20
22.6864,21.02,1.41
22.9006,21.10,1.57
23.1222,20.55,1.02
23.3343,20.14,2.63
23.5484,18.95,1.16
23.7851,23.20,1.00
24.0103,22.43,1.32
24.2142,20.40,1.30
24.4365,21.96,1.49
24.6524,21.15,1.92
24.8500,19.50,2.21
25.0560,20.44,1.15
25.2622,20.54,0.96
25.4805,21.96,1.29
25.6944,21.32,1.18
25.9062,20.87,1.47
26.1184,20.82,2.15
26.3540,23.33,2.18
26.5622,20.70,1.96
26.7600,19.66,1.04
26.9621,20.31,1.00
27.1700,20.93,1.31
27.3741,20.40,1.24
27.6064,22.40,2.13
27.8276,21.94,1.87
28.0343,20.37,2.01
28.2421,20.66,2.14
28.4580,21.05,1.28
28.6702,19.87,2.54
28.8822,19.82,1.36
29.0784,18.61,1.90
29.2870,20.56,1.19
29.5062,21.17,0.93
29.7063,20.24,1.37
29.9165,21.06,1.16
30.1390,22.12,1.38
30.3503,20.94,1.47
30.5545,20.15,2.24
30.7701,21.33,1.84
30.9944,22.14,0.93
31.1983,20.07,1.35
31.4101,21.18,1.29
31.6382,22.60,1.33
31.8463,20.58,1.92
32.0602,21.09,2.20
32.2783,21.61,2.12
32.4934,21.23,1.14
32.7021,20.60,1.05
32.9104,20.86,1.19
33.1272,21.44,1.36
33.3341,20.46,1.25
33.5423,20.47,1.89
33.7421,19.65,1.92
33.9422,19.18,1.16
34.1462,19.35,1.40
34.3461,17.79,1.27
34.5582,20.74,1.39
34.7748,21.22,1.76
34.9784,20.02,2.04
35.1863,20.49,1.87
35.3942,20.41,1.00
35.6142,21.89,0.90
35.8200,20.70,1.42
36.0261,20.42,1.35
36.2564,22.79,1.25
36.4622,19.53,2.14
36.6699,20.53,1.68
36.8700,19.80,0.96
37.0723,20.36,1.23
37.2701,19.77,1.43
37.5256,25.38,1.29
37.7423,21.36,1.26
37.9463,20.03,2.16
38.1423,19.09,1.73
38.3503,20.53,0.82
38.5707,21.30,1.22
38.7868,21.49,1.36
38.9863,19.48,1.53
39.2022,21.14,1.38
39.4023,18.78,0.89
39.6151,20.19,2.37
39.8488,20.94,1.25
40.0596,20.81,1.04
40.2871,22.48,0.93
40.4822,19.69,1.22
40.6903,20.03,1.79
40.8943,19.82,2.31
41.1061,20.88,1.50
41.3248,21.67,1.04
41.5351,21.05,1.00
41.7603,22.53,1.38
41.9706,20.94,1.22
42.1684,19.55,1.67
42.3683,19.57,2.31
42.5703,20.02,1.40
42.7742,20.27,0.91
42.9699,19.59,1.40
43.1922,22.04,1.15
43.4123,21.70,1.35
43.6217,20.55,1.88
43.8366,21.22,2.01
44.0404,20.15,1.57
44.2309,18.90,1.11
44.4463,21.49,1.54
44.6645,21.33,1.25
44.8730,19.52,1.87
45.0885,20.04,2.17
45.2901,18.47,1.96
45.5103,21.77,1.44
45.7143,20.15,1.11
45.9383,22.34,0.88
46.1383,20.12,1.36
46.3540,21.44,1.35
46.5565,19.91,1.65
46.7543,19.41,2.08
46.9705,21.39,1.94
47.1830,21.05,0.97
47.3821,19.96,0.97
47.5940,21.26,1.27
47.8162,21.73,1.43
48.0422,22.23,2.00
48.2728,22.71,1.93
48.4783,20.26,2.15
48.6820,20.16,0.96
48.8764,19.51,1.03
49.0903,21.43,1.36
49.3078,21.78,1.19
49.5022,19.14,1.97
49.7020,19.57,2.22
49.9278,22.40,2.07
50.1523,21.39,1.30
50.3582,19.48,1.72
50.5744,19.32,1.03
50.7781,19.97,1.40
51.0061,22.46,1.41
51.2182,20.77,1.85
51.4424,22.10,1.89
51.6462,20.04,2.07
51.8502,20.08,0.96
52.0502,19.94,1.02
52.2759,22.50,1.29
52.4862,20.92,1.18
52.6942,20.49,1.41
52.9161,21.88,1.68
53.1202,19.97,2.23
53.3564,23.15,1.27
53.5624,19.77,1.00
53.7664,20.53,1.15
53.9830,21.52,1.20
54.1908,20.62,1.46
54.3924,19.77,2.17
54.5927,19.68,1.77
54.7942,19.96,1.54
55.0407,24.43,1.03
55.2442,20.10,2.22
55.4646,21.60,1.28
55.6836,20.53,1.87
55.8862,18.87,1.31
56.0995,20.62,1.23
56.2980,19.35,2.32
56.5064,20.56,2.05
56.7018,19.39,1.05
56.9152,21.38,1.00
57.1184,20.43,1.35
