Time (s),DRAM Power (W),IPC
0.0001,0.05,1.14
0.2734,23.48,1.41
0.6171,29.40,1.43
0.9824,31.29,1.57
1.2951,26.76,1.56
1.4959,17.14,1.39
1.8462,29.96,1.58
2.1908,29.45,1.43
2.4079,18.60,1.55
2.7626,30.45,1.58
3.1136,30.00,1.38
3.4575,29.35,1.42
3.7936,28.78,1.57
3.9878,16.61,1.57
4.1897,17.26,1.40
4.5109,27.43,1.44
4.7196,17.74,1.58
5.0638,29.35,1.57
5.4148,30.07,1.58
5.7716,30.62,1.58
6.1111,29.17,1.38
6.4642,30.34,1.39
6.7585,25.24,1.38
7.0800,27.67,1.38
7.2798,17.16,1.56
7.6441,31.30,1.54
7.9752,28.48,1.38
8.3256,30.21,1.39
8.6835,30.83,1.58
9.0305,29.75,1.55
9.3970,31.55,1.37
9.7346,28.92,1.41
9.9439,17.93,1.62
10.2813,28.96,1.59
10.6591,32.22,1.65
11.0090,29.92,1.63
11.2179,17.89,1.57
11.4219,17.50,1.64
11.6499,19.52,1.42
11.9898,29.08,1.42
12.1843,16.62,1.50
12.5348,30.02,1.65
12.8777,29.19,1.47
13.1804,25.81,1.46
13.5317,30.18,1.45
13.8751,29.33,1.63
14.2175,29.34,1.44
14.5710,30.35,1.62
14.9206,29.94,1.59
15.2934,31.91,1.37
15.6518,30.67,1.62
15.9959,29.49,1.61
16.3393,29.30,1.59
16.6821,29.33,1.41
17.0317,29.94,1.62
17.3818,29.90,1.62
17.7439,30.94,1.57
18.0878,29.37,1.37
18.4263,29.04,1.61
18.7743,29.82,1.40
19.1228,29.73,1.60
19.4963,31.92,1.42
19.8351,29.02,1.44
20.0443,17.88,1.65
20.3912,29.82,1.61
20.7134,27.50,1.43
21.0558,29.24,1.41
21.3997,29.37,1.61
21.7376,28.89,1.59
22.0895,29.99,1.41
22.4220,28.50,1.45
22.7647,29.30,1.62
23.1252,30.84,1.41
23.4630,28.97,1.45
23.7964,28.60,1.43
24.1551,30.66,1.60
24.5162,30.80,1.59
24.7250,17.85,1.52
25.0812,30.47,1.42
25.4276,29.46,1.62
25.7805,30.08,1.56
26.1233,29.14,1.45
26.4601,28.72,1.41
26.6604,16.98,1.62
27.0104,29.83,1.65
27.3449,28.55,1.43
27.7442,33.88,1.65
28.0864,29.07,1.65
28.3123,19.24,1.54
28.6461,28.53,1.65
28.9491,25.68,1.61
29.1562,17.61,1.64
29.3744,18.64,1.49
29.7210,29.51,1.47
30.0652,29.33,1.65
30.4161,29.99,1.66
30.7731,30.61,1.63
31.1311,30.59,1.42
31.4788,29.68,1.62
31.8243,29.46,1.65
32.1459,27.36,1.63
32.3587,18.15,1.58
32.5625,17.39,1.48
32.9144,30.05,1.65
33.2646,29.87,1.47
33.6031,29.02,1.64
33.9436,29.10,1.62
34.2854,29.37,1.64
34.6445,30.59,1.44
34.9700,27.77,1.35
35.3406,31.59,1.63
35.6708,28.20,1.57
35.8803,17.92,1.41
36.2450,31.14,1.65
36.5795,28.68,1.54
36.9437,31.44,1.45
37.2695,28.25,1.43
37.4724,17.55,1.61
37.8150,29.73,1.47
38.1617,29.99,1.01
38.5030,29.58,1.09
38.8470,29.84,1.07
39.1891,29.72,0.97
39.5189,28.71,0.99
39.8649,30.03,0.91
40.2144,31.32,0.75
40.5659,32.18,0.81
40.9036,30.94,0.76
41.2507,31.83,0.73
41.6135,33.26,0.80
41.9719,32.88,0.76
42.3234,32.06,0.75
42.6709,33.95,2.24
43.0751,35.70,0.74
43.4163,31.50,3.08
43.7730,30.51,1.34
