System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
01:35:52.875,0.0,1.14,0.0,0.0,2.79,12.16,2.68,0.02,0.19
01:35:52.975,0.0,1.0,0.0,0.0,5.83,25.94,2.68,0.02,0.15
01:35:53.076,0.0,1.0,0.0,0.0,5.34,25.5,2.65,0.02,0.14
01:35:53.176,0.0,1.0,0.0,0.0,5.39,25.06,2.5,0.01,0.08
01:35:53.275,0.0,1.0,0.0,0.0,5.44,24.66,2.49,0.02,0.08
01:35:53.375,0.01,1.83,0.01,0.01,175.14,5.7,6.1,0.59,1.21
01:35:53.475,0.76,2.61,0.0,0.01,9470.89,53.57,15.02,0.97,1.8
01:35:53.589,0.82,2.38,0.01,0.04,10169.96,53.78,16.97,1.06,2.36
01:35:53.674,0.87,2.49,0.0,0.03,10882.63,53.56,16.98,1.04,2.24
01:35:53.774,0.84,2.57,0.01,0.04,10432.53,54.67,16.97,1.04,2.14
01:35:53.875,0.79,2.61,0.0,0.02,9963.29,56.62,17.14,1.05,2.18
01:35:53.975,0.78,2.72,0.01,0.04,9659.42,57.95,17.03,1.05,2.08
01:35:54.076,0.76,2.98,0.01,0.05,9565.7,61.49,17.2,1.06,1.77
01:35:54.175,0.66,3.17,0.01,0.05,8121.19,62.49,16.87,1.05,1.86
01:35:54.275,0.47,3.35,0.01,0.05,5857.92,61.43,16.26,1.06,2.12
01:35:54.375,0.25,3.45,0.01,0.08,3097.65,56.64,14.13,1.07,2.39
01:35:54.476,0.12,1.96,0.11,0.13,1469.72,29.26,11.22,0.96,2.37
01:35:54.575,0.46,2.52,1.48,0.7,5742.59,24.86,17.05,1.62,2.28
01:35:54.675,0.4,2.91,1.56,0.6,4950.2,21.3,16.85,1.62,1.94
01:35:54.776,0.08,2.77,0.28,1.03,1033.14,4.97,15.8,1.44,2.3
01:35:54.877,0.07,3.1,0.39,1.69,897.19,3.03,17.1,1.62,2.04
01:35:54.976,0.07,3.1,0.39,1.69,890.42,3.02,16.98,1.61,2.01
01:35:55.077,0.07,3.1,0.39,1.7,893.78,3.01,17.18,1.62,2.03
01:35:55.177,0.07,3.1,0.39,1.69,889.83,3.01,16.99,1.62,2.01
01:35:55.276,0.07,3.1,0.39,1.7,884.89,3.01,16.92,1.61,2.02
01:35:55.376,0.78,2.95,0.75,1.06,9744.6,34.55,17.02,1.56,1.92
01:35:55.477,1.49,2.83,1.06,0.15,18659.29,68.47,17.17,1.43,1.83
01:35:55.577,1.49,2.84,1.03,0.16,18538.34,68.6,16.99,1.42,1.83
01:35:55.677,1.49,2.84,1.02,0.17,18554.64,68.71,17.0,1.42,1.83
01:35:55.778,1.49,2.84,1.02,0.18,18766.55,68.82,17.17,1.43,1.83
01:35:55.877,1.5,2.83,1.0,0.19,18598.94,69.01,17.01,1.42,1.83
01:35:55.978,1.5,2.83,1.02,0.2,18817.85,69.16,17.18,1.44,1.83
01:35:56.078,1.5,2.83,1.01,0.21,18666.62,69.31,16.98,1.42,1.83
01:35:56.178,1.5,2.82,1.01,0.22,18691.04,69.46,16.99,1.43,1.81
01:35:56.279,1.5,2.81,1.03,0.23,18854.82,69.63,17.17,1.45,1.79
01:35:56.379,1.53,2.87,1.04,0.25,19062.69,69.49,17.08,1.45,1.66
01:35:56.479,1.54,2.87,1.05,0.25,19108.75,69.67,16.92,1.45,1.65
01:35:56.580,1.51,2.86,1.06,0.27,18983.93,68.65,17.25,1.48,1.65
01:35:56.679,1.53,2.86,1.07,0.28,19033.49,69.83,17.0,1.47,1.65
01:35:56.779,1.5,2.87,1.05,0.29,18648.89,68.2,17.03,1.46,1.65
01:35:56.879,1.52,2.86,1.07,0.29,18870.5,68.97,16.97,1.46,1.65
01:35:56.979,1.53,2.86,1.08,0.3,18961.94,69.61,17.01,1.47,1.65
01:35:57.079,1.54,2.85,1.1,0.31,19255.64,70.67,17.01,1.48,1.64
01:35:57.180,1.55,2.84,1.11,0.32,19414.9,70.9,17.15,1.5,1.65
01:35:57.280,1.55,2.83,1.11,0.33,19229.18,71.12,17.09,1.5,1.65
01:35:57.380,1.55,2.83,1.11,0.34,19288.46,71.32,16.91,1.48,1.64
01:35:57.480,1.55,2.83,1.12,0.35,19217.72,71.15,17.08,1.5,1.64
01:35:57.579,1.53,2.83,1.11,0.35,19073.9,70.67,16.81,1.49,1.64
01:35:57.680,1.53,2.82,1.14,0.37,19211.07,70.66,17.34,1.53,1.64
01:35:57.780,1.53,2.82,1.12,0.37,19025.07,70.67,17.0,1.51,1.62
01:35:57.880,1.53,2.81,1.12,0.38,18999.66,70.96,17.0,1.51,1.62
01:35:57.981,1.53,2.8,1.14,0.39,19194.7,71.14,17.16,1.53,1.62
01:35:58.081,1.53,2.8,1.14,0.39,19057.24,71.34,17.01,1.51,1.61
01:35:58.181,1.53,2.79,1.14,0.4,19082.0,71.61,16.99,1.52,1.62
01:35:58.281,1.54,2.79,1.15,0.41,19202.58,72.12,17.0,1.52,1.61
