Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
0.00043125,141386,91658.3,233044
0.0987062,93024.4,158609,251633
0.199325,147775,121936,269710
0.2999,238794,72031.4,310826
0.399333,218445,62850.9,281296
0.4998,202104,81114.4,283219
0.600954,160328,119009,279337
0.700483,219630,75924.1,295554
0.801221,218384,79465.5,297850
0.900693,231535,76000.6,307536
1.00115,208104,82952.6,291056
1.10171,241155,68616.2,309771
1.20114,199560,56969.3,256529
1.30169,158084,122559,280644
1.40117,187985,103109,291094
1.50169,239737,69763.1,309500
1.60109,189690,75928.2,265618
1.70087,211015,78298.1,289313
1.80131,236578,72233,308811
1.90177,194655,64737.4,259393
2.00021,185996,88042.3,274038
2.1017,155947,121992,277938
2.20216,233076,74954.2,308031
2.30275,199109,76621.1,275730
2.40223,230216,76786.5,307002
2.50271,192600,79729.9,272330
2.60326,240877,68550.5,309428
2.70311,203877,60153.1,264030
2.80389,160713,119435,280148
2.90336,172333,104947,277280
3.00398,241156,68429.2,309585
3.10442,145740,66169.1,211909
3.20387,233118,76329.7,309447
3.30334,210432,77653,288085
3.40311,227649,69815.3,297464
3.50494,182098,75137,257235
3.60484,168362,119963,288325
3.7043,199643,90801.5,290444
3.80418,233515,70160.9,303676
3.90463,176219,72316.7,248536
4.00428,206794,80546.4,287340
4.10484,238403,71014.9,309418
4.20322,144657,49242.8,193900
4.30327,173316,65323.4,238639
4.40396,164270,118631,282901
4.50353,192320,97037.4,289357
4.6042,237058,72018.8,309077
4.70362,171409,72462.7,243871
4.80321,200286,72749.7,273036
4.90453,216986,74965,291951
5.00411,191692,62183.3,253875
5.10434,187317,85049.6,272367
5.20662,168448,119830,288278
5.31155,206789,87625.1,294415
5.40615,224873,67964.9,292838
5.50649,206645,82633.1,289278
5.60753,197623,83664.3,281288
5.70728,240910,66821.8,307732
5.80784,216706,66267.9,282974
5.90747,163842,95540.4,259382
6.00822,157286,124878,282164
6.10794,239210,70008.8,309219
6.20623,132975,47365.3,180340
6.30738,144633,65647.3,210280
6.40703,204258,71750.7,276009
6.50839,227028,77882,304910
6.60885,211733,68846.9,280580
6.70833,175313,84644.2,259957
6.81348,166645,121262,287907
6.91387,216603,77087.9,293691
7.01469,213288,71956.6,285245
7.11432,224546,81490.8,306037
7.21484,192143,82006.2,274149
7.31538,240094,68591.2,308685
7.41379,87644.3,30195.7,117840
7.51296,143871,45866.7,189738
7.61386,152007,105276,257284
7.71372,157503,114194,271697
7.81331,236048,70132.6,306181
7.91289,110206,39102.7,149308
8.01322,101210,53121.3,154332
8.11249,226249,77875.3,304124
8.21304,119947,56987.8,176935
8.31364,238545,70397.4,308942
8.41412,85964.9,33339.9,119305
8.51355,147942,44278.7,192221
8.61441,159788,118142,277930
8.71387,165768,107088,272856
8.81347,235538,69908,305446
8.91397,192341,76452.9,268794
9.01356,229806,75547,305353
9.11415,187979,72843.4,260822
9.21389,223831,70655.8,294487
9.31341,165317,50546,215863
9.41406,146021,112284,258305
9.51457,170277,115121,285397
9.61424,232375,72341.1,304716
9.71354,90428.2,35150.8,125579
9.8148,153186,67966.9,221153
9.91422,195250,70539.5,265790
10.0155,212813,78574.8,291388
10.1149,197863,65014.1,262878
10.2158,175567,72832.2,248399
10.3165,153962,114105,268067
10.4161,170198,101032,271230
10.5166,235789,71758.9,307548
10.617,195999,81522.5,277521
10.7163,210281,75327.6,285608
10.8176,162372,65008.6,227381
10.9167,230063,71591.4,301655
11.0181,102465,32442.5,134908
11.1179,157233,88985.9,246219
11.2173,149218,120898,270116
11.3186,211035,83285.1,294320
11.418,200912,69569.4,270481
11.5193,213817,86836.2,300653
11.6191,190531,85389.4,275921
11.7197,236673,70688.8,307362
11.8191,192264,64022.6,256286
11.9194,109611,56228,165839
12.0201,163861,122523,286384
12.1206,181680,98152.8,279833
12.2211,232792,72992.8,305785
12.3205,192723,81403.3,274126
12.4213,207946,77842.5,285789
12.5209,223423,78816.5,302240
12.6211,199297,65560.6,264857
12.7209,69883.7,18432.5,88316.2
12.8216,1031.62,927.956,1959.57
12.9213,998.979,881.036,1880.01
13.0218,1093.2,979.211,2072.41
13.1224,1070.19,1233.4,2303.59
13.222,995.414,947.53,1942.94
13.3227,1095.17,845.098,1940.27
13.4222,1216.75,1110.84,2327.59
13.5218,1060.73,813.001,1873.73
13.6224,1156.14,859.34,2015.48
