CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
65,100,521.35,865.75,9.19
65,120,460.01,903.47,8.1
65,140,441.27,995.46,7.75
65,160,433.53,1122.9,7.63
65,180,434.45,1226.71,7.63
65,200,433.52,1272.07,7.63
65,220,432.7,1270.5,7.65
65,240,433.44,1269.35,7.63
65,260,431.49,1284.45,7.63
70,100,559.67,867.1,9.43
70,120,471.85,908.63,8.15
70,140,461.83,991.56,7.75
70,160,474.89,1124.74,7.68
70,180,452.29,1229.35,7.66
70,200,446.36,1275.21,7.59
70,220,447.09,1296.06,7.62
70,240,454.08,1304.31,7.65
70,260,453.42,1304.32,7.63
75,100,609.15,879.2,9.45
75,120,535.08,893.76,8.11
75,140,492.5,998.25,7.75
75,160,488.31,1136.54,7.62
75,180,479.07,1238.99,7.56
75,200,500.26,1280.22,7.59
75,220,482.57,1291.29,7.56
75,240,482.68,1295.3,7.54
75,260,481.26,1295.63,7.55
80,100,639.91,876.93,9.45
80,120,545.99,903.39,8.06
80,140,528.66,1016.7,7.74
80,160,509.24,1137.13,7.57
80,180,511.94,1231.09,7.53
80,200,532.86,1288.16,7.57
80,220,511.8,1293.28,7.52
80,240,511.54,1313.12,7.55
80,260,509.98,1300.43,7.53
85,100,682.05,889.71,9.49
85,120,583.14,918.1,8.07
85,140,555.11,1023.35,7.76
85,160,538.64,1127.63,7.61
85,180,541.28,1234.61,7.56
85,200,544.54,1305.72,7.56
85,220,540.24,1310.86,7.57
85,240,538.93,1319.81,7.55
85,260,539.24,1295.24,7.53
90,100,716.25,887.24,9.46
90,120,615.24,920.54,8.1
90,140,587.64,1002.7,7.68
90,160,577.53,1134.47,7.57
90,180,576.46,1252.33,7.54
90,200,577.01,1304.49,7.55
90,220,571.11,1312.66,7.52
90,240,569.49,1312.31,7.55
90,260,570.39,1316.48,7.53
95,100,763.0,889.68,9.45
95,120,645.04,913.21,8.06
95,140,619.55,1011.58,7.7
95,160,606.28,1134.07,7.56
95,180,598.67,1258.22,7.53
95,200,596.99,1305.25,7.49
95,220,596.59,1306.23,7.51
95,240,598.78,1321.8,7.52
95,260,598.8,1313.83,7.52
110,100,855.98,883.17,9.43
110,120,728.5,914.72,8.05
110,140,690.84,1009.93,7.66
110,160,681.46,1131.3,7.52
110,180,-261463.28,1252.82,7.48
110,200,678.74,1311.11,7.48
110,220,676.59,1317.87,7.48
110,240,680.69,1312.86,7.48
110,260,681.01,1313.04,7.5
120,100,862.64,884.8,9.43
120,120,726.55,912.42,8.05
120,140,705.41,1015.7,7.7
120,160,688.0,1128.51,7.52
120,180,682.93,1249.35,7.48
120,200,686.96,1305.29,7.48
120,220,684.11,1310.48,7.48
120,240,687.23,1315.52,7.48
120,260,687.58,1322.45,7.49
65,100,526.67,859.18,9.18
65,120,479.21,887.16,8.16
65,140,445.38,993.57,7.75
65,160,439.19,1128.1,7.67
65,180,436.26,1236.2,7.63
65,200,437.2,1288.27,7.64
65,220,437.16,1289.0,7.65
65,240,436.1,1291.17,7.61
65,260,437.51,1291.43,7.65
70,100,581.17,860.74,9.48
70,120,485.64,916.46,8.16
70,140,451.33,999.72,7.75
70,160,459.37,1126.94,7.68
70,180,448.63,1240.03,7.65
70,200,456.27,1267.7,7.59
70,220,445.04,1288.39,7.6
70,240,448.32,1295.45,7.63
70,260,439.69,1275.58,7.63
75,100,610.18,877.19,9.46
75,120,516.21,911.45,8.08
75,140,495.92,1016.17,7.74
75,160,500.37,1134.13,7.62
75,180,486.46,1244.13,7.56
75,200,500.4,1293.16,7.6
75,220,487.52,1300.58,7.54
75,240,485.32,1314.05,7.57
75,260,484.99,1296.33,7.52
80,100,643.16,880.33,9.46
80,120,552.71,903.67,8.08
80,140,525.71,994.86,7.72
80,160,516.77,1133.77,7.59
80,180,513.67,1250.47,7.57
80,200,515.02,1302.46,7.58
80,220,509.83,1305.88,7.56
80,240,513.1,1310.54,7.58
80,260,512.73,1312.85,7.57
85,100,678.5,886.69,9.46
85,120,583.9,911.26,8.08
85,140,553.88,1012.48,7.74
85,160,546.01,1117.41,7.56
85,180,547.49,1252.84,7.58
85,200,544.96,1308.09,7.53
85,220,548.03,1305.13,7.56
85,240,538.85,1318.73,7.54
85,260,548.45,1316.28,7.58
90,100,717.02,878.7,9.45
90,120,635.31,911.02,8.09
90,140,583.78,1012.57,7.7
90,160,577.55,1132.77,7.58
