CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,4163.15,7629.05,46.73
105,240,4182.52,7808.0,46.99
105,220,4188.39,7999.85,47.04
105,200,-257944.77,8050.95,47.1
105,180,4211.03,8084.92,47.3
105,160,4266.22,7532.2,47.93
105,140,4418.15,6853.06,49.94
105,120,4689.71,6219.64,52.57
105,100,5165.49,5727.03,57.97
105,260,4163.75,7668.7,46.68
105,240,4189.79,7832.01,47.06
105,220,4198.93,7908.41,47.08
105,200,-257931.54,7917.63,47.22
105,180,4219.8,7912.69,47.34
105,160,4287.87,7525.13,48.01
105,140,4435.03,6848.68,49.83
105,120,4694.47,6229.93,52.66
105,100,5180.06,5736.16,57.98
105,260,4163.9,7658.52,46.71
105,240,4148.29,7779.88,47.2
105,220,4190.55,7877.58,47.01
105,200,4223.0,7882.28,47.39
105,180,4226.5,7902.0,47.37
105,160,4280.38,7571.17,48.09
105,140,4446.08,6862.33,49.91
105,120,4693.98,6216.61,52.62
105,100,5173.44,5739.2,57.98
105,260,4155.37,7664.28,46.65
105,240,4181.59,7792.42,46.98
105,220,4199.25,7987.93,47.15
105,200,4210.99,8073.95,47.28
105,180,4208.93,8115.18,47.27
105,160,4281.81,7523.31,48.08
105,140,4430.66,6851.4,49.75
105,120,4702.42,6226.07,52.77
105,100,5161.5,5725.95,57.95
