CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,881.52,991.1,9.67
105,240,880.42,997.75,9.64
105,220,885.61,998.67,9.72
105,200,867.71,999.72,9.64
105,180,873.3,1002.29,9.71
105,160,886.89,997.74,9.7
105,140,878.02,989.83,9.6
105,120,881.65,1005.97,9.64
105,100,896.27,941.15,9.81
100,260,844.53,1004.78,9.84
100,240,836.38,989.66,9.65
100,220,836.99,991.7,9.69
100,200,833.43,1008.5,9.65
100,180,835.49,1007.93,9.68
100,160,849.15,1021.06,9.87
100,140,831.95,995.36,9.64
100,120,855.51,1047.57,10.2
100,100,861.42,946.54,10.06
95,260,798.8,992.39,9.64
95,240,799.96,1008.39,9.66
95,220,801.23,1008.49,9.66
95,200,803.95,997.12,9.7
95,180,796.04,997.16,9.63
95,160,799.66,996.54,9.65
95,140,798.36,1000.76,9.64
95,120,802.54,1010.64,9.68
95,100,820.21,942.23,9.89
90,260,766.17,994.2,9.73
90,240,767.36,1008.87,9.77
90,220,771.11,1020.78,9.81
90,200,772.24,1006.3,9.81
90,180,765.1,1007.82,9.72
90,160,766.52,1009.6,9.74
90,140,765.31,997.67,9.71
90,120,773.83,1023.5,9.86
90,100,784.92,953.95,9.98
85,260,726.44,1020.9,10.03
85,240,740.36,1018.38,9.96
85,220,742.4,1033.29,9.99
85,200,732.05,1005.53,9.84
85,180,742.27,1018.75,9.98
85,160,724.17,1019.23,10.07
85,140,739.6,1021.69,9.92
85,120,740.22,1034.35,9.97
85,100,748.21,957.98,10.03
80,260,716.68,1047.12,10.25
80,240,709.19,1033.54,10.12
80,220,708.42,1019.55,10.11
80,200,714.51,1034.33,10.19
80,180,714.79,1034.07,10.18
80,160,698.84,1018.77,9.96
80,140,714.74,1047.28,10.25
80,120,704.18,1018.72,10.06
80,100,729.54,985.84,10.42
75,260,663.44,1019.53,9.97
75,240,658.98,1007.41,9.91
75,220,665.63,1018.85,10.0
75,200,662.97,1007.09,9.95
75,180,661.67,1006.67,9.94
75,160,664.93,1019.88,9.99
75,140,666.58,1022.23,10.01
75,120,667.7,1033.86,10.05
75,100,680.08,973.85,10.22
70,260,656.72,1076.22,10.71
70,240,651.3,1061.68,10.56
70,220,648.46,1048.64,10.42
70,200,648.17,1064.66,10.42
70,180,664.79,1088.25,10.89
70,160,653.63,1077.97,10.6
70,140,656.02,1075.78,10.62
70,120,662.56,1083.13,10.73
70,100,655.74,990.26,10.5
65,260,610.75,1037.78,10.37
65,240,613.08,1039.18,10.41
65,220,612.89,1042.83,10.42
65,200,608.78,1035.44,10.35
65,180,610.51,1039.47,10.37
65,160,615.41,1038.66,10.46
65,140,607.85,1025.95,10.34
65,120,612.03,1039.75,10.39
65,100,621.06,983.13,10.55
105,260,887.15,981.91,9.73
105,240,880.24,985.84,9.64
105,220,881.47,988.88,9.65
105,200,880.25,994.46,9.64
105,180,879.44,996.92,9.66
105,160,884.52,999.6,9.7
105,140,870.99,1003.72,9.74
105,120,882.54,996.67,9.65
105,100,895.52,941.67,9.8
100,260,829.56,988.97,9.59
100,240,865.78,1025.69,10.09
100,220,847.97,1014.3,9.84
100,200,838.95,996.13,9.75
100,180,862.03,1019.51,10.03
100,160,840.91,991.52,9.78
100,140,835.94,979.03,9.67
100,120,836.73,996.64,9.68
100,100,872.48,955.5,10.13
95,260,805.89,989.81,9.7
95,240,806.58,1032.3,10.11
95,220,806.3,993.35,9.73
95,200,798.79,981.68,9.62
95,180,796.12,982.94,9.61
95,160,803.3,993.83,9.69
95,140,807.88,1012.78,9.89
95,120,807.01,1002.93,9.85
95,100,826.36,946.55,9.98
90,260,788.47,1029.66,10.05
90,240,780.94,1036.4,10.3
90,220,-261375.03,999.16,9.79
90,200,776.96,994.04,9.86
90,180,780.64,1006.57,9.94
90,160,776.26,1009.97,9.88
90,140,776.42,1009.25,9.87
90,120,777.07,998.27,9.86
90,100,793.72,955.65,10.08
85,260,736.48,1011.67,9.87
85,240,736.7,996.84,9.85
85,220,748.16,1018.36,10.07
85,200,741.3,1007.49,9.93
85,180,736.05,1008.33,9.87
85,160,745.12,1017.66,10.01
85,140,741.72,1006.94,9.95
85,120,745.37,1014.27,10.13
85,100,753.05,964.73,10.17
80,260,710.88,1020.22,10.13
80,240,719.12,1049.16,10.29
80,220,716.16,1045.54,10.35
80,200,724.95,1046.21,10.42
80,180,718.24,1045.04,10.43
80,160,718.96,1051.17,10.33
80,140,733.9,1058.73,10.55
80,120,705.2,1020.01,10.09
80,100,730.17,1001.1,10.51
75,260,676.39,1020.11,10.2
75,240,672.06,1021.23,10.1
75,220,669.33,1019.88,10.05
75,200,678.45,1026.15,10.25
