CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,264.03,475.77,2.96
105,240,264.38,478.57,2.96
105,220,272.77,481.77,3.06
105,200,274.44,459.39,3.07
105,180,280.34,427.06,3.13
105,160,290.19,402.0,3.25
105,140,301.44,381.86,3.37
105,120,318.01,351.5,3.54
105,100,355.02,341.79,3.95
100,260,260.8,486.12,3.04
100,240,259.86,491.84,3.03
100,220,260.83,479.1,3.03
100,200,262.5,466.98,3.11
100,180,267.44,419.45,3.12
100,160,278.26,403.3,3.23
100,140,289.8,369.75,3.37
100,120,309.73,353.76,3.58
100,100,345.72,353.07,4.05
95,260,248.47,479.15,3.04
95,240,248.88,478.46,3.04
95,220,247.67,477.72,3.04
95,200,250.26,459.76,3.06
95,180,259.34,432.66,3.17
95,160,267.62,406.2,3.27
95,140,275.74,376.68,3.37
95,120,295.71,354.09,3.63
95,100,329.39,343.73,4.02
90,260,241.57,508.07,3.12
90,240,249.38,492.89,3.24
90,220,251.36,481.9,3.25
90,200,255.36,460.93,3.3
90,180,247.17,421.33,3.18
90,160,265.27,411.81,3.42
90,140,271.17,387.95,3.49
90,120,293.87,366.24,3.8
90,100,325.85,351.81,4.18
85,260,227.18,489.79,3.14
85,240,227.61,496.42,3.12
85,220,230.18,479.66,3.13
85,200,233.22,462.75,3.17
85,180,236.31,430.63,3.21
85,160,256.26,418.58,3.49
85,140,260.97,379.7,3.51
85,120,274.75,367.97,3.75
85,100,301.97,344.11,4.06
80,260,222.88,492.55,3.25
80,240,217.19,494.98,3.19
80,220,215.83,483.7,3.15
80,200,229.14,464.85,3.34
80,180,230.55,430.71,3.37
80,160,235.43,419.12,3.42
80,140,244.64,376.95,3.54
80,120,256.8,366.47,3.71
80,100,283.23,340.23,4.1
75,260,209.88,491.87,3.21
75,240,209.52,500.89,3.22
75,220,212.08,479.37,3.25
75,200,216.27,462.0,3.31
75,180,218.41,440.65,3.35
75,160,226.56,408.67,3.46
75,140,236.92,389.88,3.72
75,120,248.49,355.61,3.77
75,100,277.74,356.84,4.22
70,260,204.13,497.74,3.34
70,240,202.34,499.79,3.34
70,220,212.13,490.36,3.48
70,200,213.04,484.81,3.66
70,180,214.61,440.96,3.54
70,160,221.68,411.31,3.62
70,140,237.27,404.01,3.9
70,120,246.93,376.53,4.01
70,100,270.05,374.48,4.65
65,260,196.7,496.61,3.44
65,240,199.94,505.82,3.49
65,220,201.62,486.12,3.52
65,200,206.37,476.48,3.59
65,180,207.71,439.28,3.61
65,160,212.65,423.22,3.69
65,140,225.52,393.36,3.91
65,120,239.71,375.91,4.17
65,100,262.48,365.89,4.61
105,260,268.04,479.76,3.11
105,240,270.29,477.03,3.02
105,220,269.31,472.2,3.02
105,200,274.55,458.17,3.08
105,180,279.17,418.01,3.12
105,160,287.35,401.06,3.21
105,140,298.78,378.13,3.35
105,120,321.56,351.75,3.58
105,100,355.99,341.38,4.01
100,260,260.09,481.22,3.05
100,240,257.9,487.58,3.0
100,220,257.47,472.65,3.04
100,200,263.29,448.97,3.07
100,180,268.16,420.77,3.18
100,160,273.86,395.52,3.19
100,140,290.36,368.44,3.37
100,120,306.55,354.21,3.58
100,100,341.91,344.25,3.97
95,260,244.27,481.54,2.99
95,240,243.88,483.19,2.99
95,220,244.85,478.94,3.0
95,200,255.74,453.42,3.14
95,180,259.38,427.37,3.18
95,160,264.06,406.45,3.23
95,140,287.54,382.36,3.56
95,120,292.39,355.51,3.58
95,100,330.6,346.33,4.1
90,260,239.95,485.07,3.22
90,240,239.27,498.41,3.08
90,220,242.68,492.47,3.14
90,200,246.87,447.59,3.18
90,180,247.18,430.94,3.19
90,160,256.79,404.73,3.3
90,140,273.58,384.89,3.52
90,120,281.51,355.18,3.63
90,100,328.19,353.75,4.2
85,260,227.91,499.63,3.14
85,240,228.69,484.93,3.11
85,220,229.52,502.59,3.12
85,200,230.82,466.44,3.12
85,180,240.92,438.12,3.26
85,160,245.93,405.1,3.34
85,140,254.3,383.63,3.44
85,120,270.61,356.81,3.65
85,100,301.74,343.97,4.08
80,260,215.75,500.02,3.15
80,240,226.58,506.86,3.3
80,220,219.12,486.62,3.21
80,200,226.69,445.81,3.3
80,180,239.41,442.14,3.49
80,160,241.22,413.96,3.52
80,140,246.07,391.94,3.59
80,120,262.29,367.03,3.81
80,100,287.03,359.85,4.15
75,260,219.9,509.95,3.47
75,240,210.09,503.84,3.22
75,220,213.52,493.15,3.26
75,200,211.48,451.54,3.23
75,180,220.62,444.93,3.39
75,160,225.29,406.6,3.44
75,140,233.9,377.48,3.57
75,120,251.62,368.59,3.82
75,100,275.81,355.05,4.2
70,260,210.28,495.94,3.44
70,240,216.44,521.25,3.55
70,220,205.38,499.16,3.37
70,200,212.73,469.9,3.48
70,180,222.05,438.57,3.64
70,160,226.39,430.19,3.7
70,140,234.05,406.64,3.97
70,120,246.41,377.54,4.04
70,100,265.32,354.64,4.35
65,260,201.53,502.9,3.5
65,240,200.26,500.97,3.49
65,220,202.53,500.01,3.53
