CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,833.51,700.34,8.76
250,240,832.37,689.87,8.69
250,220,824.9,672.58,8.61
250,200,823.21,688.28,8.62
250,180,832.98,686.11,8.72
250,160,823.18,672.63,8.62
250,140,822.84,670.62,8.59
250,120,825.32,669.95,8.6
250,100,824.12,669.81,8.6
110,260,817.98,689.46,8.82
110,240,815.22,688.33,8.78
110,220,823.9,681.08,8.94
110,200,812.22,675.48,8.74
110,180,821.98,685.45,8.86
110,160,821.35,683.86,8.85
110,140,810.68,674.13,8.75
110,120,811.48,670.24,8.76
110,100,810.42,671.07,8.74
95,260,910.53,858.29,11.25
95,240,910.4,858.49,11.2
95,220,959.68,913.95,11.84
95,200,834.4,793.08,10.36
95,180,965.49,918.89,11.91
95,160,916.57,879.24,11.36
95,140,961.83,940.12,12.11
95,120,908.23,864.8,11.25
95,100,834.47,790.41,10.33
90,260,976.93,989.47,12.77
90,240,999.85,1008.95,13.09
90,220,971.93,965.45,12.59
90,200,978.4,988.8,12.8
90,180,972.32,968.3,12.63
90,160,879.57,876.88,11.45
90,140,942.01,954.15,12.32
90,120,963.74,963.56,12.6
90,100,955.48,955.27,12.46
85,260,955.21,1023.64,13.12
85,240,919.89,981.95,12.63
85,220,947.63,1011.03,13.05
85,200,950.14,1009.38,13.02
85,180,1000.45,1052.67,13.72
85,160,968.7,1046.04,13.39
85,140,980.26,1034.46,13.47
85,120,955.46,1020.4,13.18
85,100,949.52,1009.96,13.05
80,260,926.43,999.02,13.11
80,240,833.23,945.45,12.23
80,220,949.42,1090.82,14.11
80,200,927.88,1064.22,13.82
80,180,843.99,952.89,12.38
80,160,892.2,1016.71,13.16
80,140,911.69,1045.3,13.47
80,120,899.5,1021.3,13.28
80,100,872.38,993.32,12.85
75,260,953.25,1184.5,15.33
75,240,940.91,1161.81,15.09
75,220,959.78,1186.74,15.36
75,200,939.68,1164.47,15.11
75,180,954.14,1176.35,15.25
75,160,948.07,1185.41,15.3
75,140,952.17,1175.79,15.28
75,120,952.62,1184.47,15.32
75,100,924.96,1132.76,14.77
70,260,997.78,1286.03,16.7
70,240,1014.52,1310.95,17.03
70,220,998.44,1290.18,16.73
70,200,1002.3,1300.69,16.81
70,180,1001.41,1297.95,16.79
70,160,1018.95,1321.81,17.1
70,140,1010.19,1298.18,16.92
70,120,996.83,1289.94,16.73
70,100,998.32,1286.87,16.74
65,260,1051.9,1400.65,18.14
65,240,1051.43,1399.9,18.12
65,220,1051.6,1398.29,18.14
65,200,943.09,1201.77,15.8
65,180,1046.9,1387.04,18.04
65,160,1051.18,1397.88,18.1
65,140,1047.47,1386.66,18.08
65,120,1052.42,1398.49,18.16
65,100,896.22,1148.04,15.02
250,260,818.15,700.36,8.62
250,240,821.28,683.37,8.61
250,220,818.41,679.52,8.6
250,200,822.86,675.5,8.63
250,180,822.26,664.48,8.61
250,160,826.58,671.53,8.66
250,140,822.3,658.58,8.62
250,120,821.39,667.95,8.63
250,100,830.52,667.65,8.71
110,260,830.84,675.16,8.88
110,240,833.04,674.49,8.89
110,220,831.47,674.57,8.89
110,200,830.15,684.89,8.95
110,180,820.35,674.0,8.83
110,160,829.84,672.68,8.88
110,140,831.85,689.21,8.94
110,120,833.09,679.14,8.91
110,100,830.12,690.38,8.93
95,260,885.62,842.17,10.99
95,240,891.25,841.35,10.99
95,220,956.63,897.74,11.78
95,200,869.52,817.85,10.76
95,180,845.19,806.91,10.49
95,160,883.7,840.06,10.96
95,140,893.48,850.79,11.06
95,120,906.82,859.49,11.25
95,100,943.6,894.03,11.68
90,260,992.8,992.65,13.0
90,240,963.39,958.88,12.52
90,220,985.43,978.79,12.82
90,200,1013.15,1014.5,13.22
90,180,968.07,958.87,12.57
90,160,918.76,914.82,11.97
90,140,1028.12,1023.7,13.4
90,120,925.8,926.05,12.05
90,100,1028.39,1032.19,13.45
85,260,936.41,979.17,12.81
85,240,980.34,1022.31,13.41
85,220,966.22,1006.12,13.22
85,200,937.92,977.02,12.8
85,180,957.73,990.21,13.08
85,160,956.07,1003.9,13.11
85,140,976.47,1007.16,13.33
85,120,947.97,999.41,13.04
85,100,946.75,988.0,12.92
80,260,878.33,944.61,12.59
80,240,886.21,988.72,13.06
80,220,964.18,1096.49,14.38
80,200,947.28,1079.8,14.12
80,180,883.35,992.18,13.08
80,160,904.44,1012.69,13.4
80,140,884.56,999.39,13.1
80,120,918.07,1035.78,13.61
80,100,835.48,935.69,12.32
75,260,929.43,1138.91,14.89
75,240,902.08,1082.79,14.25
75,220,942.62,1151.89,15.14
75,200,947.27,1161.4,15.22
75,180,932.21,1125.99,14.84
75,160,952.44,1157.85,15.27
75,140,884.75,1062.8,14.0
75,120,938.5,1154.71,15.07
75,100,946.96,1147.31,15.06
70,260,1000.68,1283.05,16.82
70,240,991.03,1258.59,16.62
70,220,1006.92,1279.41,16.9
70,200,983.56,1220.23,16.02
70,180,997.43,1221.47,16.24
70,160,1000.79,1283.77,16.77
70,140,1008.99,1292.27,16.96
70,120,1007.63,1281.49,16.92
70,100,990.4,1215.98,16.1
65,260,1057.71,1386.63,18.26
65,240,1057.1,1387.8,18.24
65,220,1050.01,1376.31,18.12
65,200,1052.53,1375.74,18.18
65,180,1056.43,1385.94,18.25
65,160,983.74,1242.44,16.51
65,140,1056.61,1387.55,18.26
65,120,1056.64,1386.36,18.27
65,100,1057.53,1375.09,18.21
250,260,824.78,693.98,8.73
250,240,830.35,687.9,8.74
250,220,825.47,667.92,8.59
250,200,824.04,665.47,8.61
250,180,823.14,667.48,8.65
250,160,823.71,666.45,8.6
250,140,823.83,664.87,8.59
250,120,823.76,670.94,8.62
250,100,824.83,659.36,8.62
110,260,830.77,679.7,8.88
110,240,832.22,690.53,8.96
110,220,817.32,676.89,8.81
110,200,831.63,685.42,9.02
110,180,829.29,674.69,8.9
110,160,822.18,673.78,8.84
110,140,830.06,673.99,8.87
110,120,822.05,674.31,8.83
110,100,823.15,676.64,8.86
95,260,931.09,884.68,11.52
95,240,805.67,752.72,9.93
95,220,943.84,904.02,11.69
95,200,938.67,883.05,11.65
95,180,859.62,818.38,10.65
95,160,917.86,856.0,11.3
95,140,902.27,847.06,11.17
95,120,910.51,856.08,11.28
95,100,918.25,867.03,11.35
90,260,902.64,891.4,11.74
90,240,992.15,988.86,12.91
90,220,997.81,997.78,13.02
90,200,955.92,941.27,12.49
90,180,893.45,888.05,11.7
90,160,975.96,974.56,12.75
90,140,972.35,953.34,12.65
90,120,984.89,973.91,12.85
90,100,959.16,963.18,12.57
85,260,978.44,1016.11,13.46
85,240,930.71,976.58,12.8
85,220,962.94,1020.23,13.27
85,200,958.89,998.12,13.17
85,180,956.21,1008.96,13.17
85,160,925.09,967.03,12.71
85,140,940.34,988.16,12.96
85,120,988.9,1043.9,13.67
85,100,968.5,1019.52,13.34
80,260,907.02,1035.68,13.51
80,240,926.76,993.38,13.2
80,220,961.78,1086.26,14.36
80,200,880.17,986.14,13.03
80,180,891.56,1000.47,13.2
80,160,862.36,980.06,12.81
80,140,923.36,1040.55,13.73
80,120,929.67,1000.03,13.22
80,100,889.61,993.3,13.17
75,260,907.04,1096.38,14.46
75,240,1070.41,1302.19,17.12
75,220,960.97,1176.91,15.53
75,200,952.74,1167.74,15.36
75,180,947.09,1080.76,14.43
75,160,900.51,1083.57,14.28
75,140,936.67,1140.1,15.11
75,120,962.51,1166.73,15.46
75,100,942.55,1156.63,15.21
70,260,997.21,1213.75,16.19
70,240,989.12,1273.58,16.61
70,220,984.69,1253.7,16.49
70,200,982.88,1260.36,16.56
70,180,1022.2,1294.16,17.04
70,160,984.11,1251.24,16.48
70,140,993.41,1276.73,16.7
70,120,994.91,1275.7,16.69
70,100,997.2,1237.11,16.23
65,260,1007.44,1285.81,16.89
65,240,1045.47,1382.92,18.05
65,220,1052.01,1393.02,18.14
65,200,1039.34,1368.86,17.92
65,180,934.64,1193.85,15.68
65,160,1040.86,1369.82,17.92
65,140,1048.71,1392.99,18.09
65,120,1039.57,1380.85,17.95
65,100,1045.0,1375.62,18.0
