CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,73.94,82.19,0.78
250,240,73.78,79.14,0.81
250,220,73.33,78.08,0.77
250,200,74.92,72.17,0.78
250,180,73.4,64.01,0.77
250,160,74.74,59.04,0.78
250,140,73.65,49.36,0.76
250,120,73.18,43.56,0.78
250,100,113.84,70.78,1.2
110,260,67.57,78.48,0.79
110,240,74.3,88.26,0.82
110,220,65.68,68.78,0.77
110,200,66.85,70.76,0.77
110,180,67.94,55.88,0.8
110,160,81.41,74.54,0.92
110,140,67.86,49.59,0.79
110,120,74.15,47.6,0.81
110,100,113.71,67.41,1.2
95,260,63.95,88.63,0.88
95,240,59.02,76.86,0.79
95,220,59.79,48.51,0.79
95,200,66.77,72.95,0.89
95,180,65.78,63.8,0.83
95,160,65.5,52.09,0.81
95,140,59.22,31.75,0.8
95,120,64.57,39.77,0.81
95,100,99.5,68.74,1.27
90,260,62.16,71.02,0.82
90,240,61.71,69.83,0.82
90,220,56.43,80.26,0.81
90,200,61.14,61.46,0.82
90,180,61.19,53.46,0.84
90,160,61.4,53.48,0.84
90,140,56.96,28.35,0.79
90,120,56.98,24.42,0.8
90,100,93.36,68.71,1.25
85,260,60.64,75.7,0.83
85,240,58.28,70.42,0.93
85,220,59.67,69.29,0.85
85,200,57.7,59.76,0.91
85,180,58.52,66.25,0.9
85,160,59.3,50.64,0.85
85,140,58.38,44.96,0.84
85,120,60.07,39.24,0.85
85,100,88.86,69.42,1.26
80,260,55.68,67.68,0.86
80,240,57.75,81.6,0.87
80,220,56.53,67.31,0.87
80,200,57.41,63.75,0.87
80,180,57.4,58.02,0.87
80,160,57.17,37.63,0.91
80,140,55.91,46.03,0.87
80,120,57.1,39.63,0.87
80,100,85.11,68.93,1.27
75,260,54.94,48.71,0.89
75,240,54.1,69.73,0.9
75,220,54.49,42.78,0.89
75,200,54.6,36.74,0.87
75,180,58.23,60.17,0.96
75,160,54.82,32.52,0.88
75,140,53.62,48.86,0.89
75,120,54.89,29.24,0.89
75,100,81.81,56.52,1.3
70,260,57.96,82.05,0.99
70,240,57.81,73.48,1.01
70,220,56.82,67.23,0.99
70,200,58.06,49.06,0.96
70,180,57.77,66.66,1.01
70,160,56.84,50.65,0.96
70,140,58.14,29.72,0.98
70,120,55.77,38.25,0.97
70,100,83.53,70.34,1.41
65,260,59.02,94.34,1.09
65,240,58.9,91.94,1.09
65,220,59.26,99.1,1.1
65,200,58.96,86.49,1.09
65,180,60.14,57.12,1.09
65,160,59.88,50.01,1.13
65,140,61.01,46.93,1.09
65,120,59.49,60.92,1.1
65,100,86.0,77.51,1.53
250,260,81.17,80.56,0.85
250,240,74.12,87.48,0.77
250,220,72.71,81.54,0.77
250,200,72.61,75.87,0.77
250,180,73.57,69.02,0.77
250,160,74.28,58.37,0.77
250,140,75.92,53.59,0.78
250,120,72.85,46.21,0.77
250,100,122.08,84.47,1.3
110,260,67.52,76.1,0.78
110,240,67.97,81.5,0.79
110,220,67.9,83.25,0.79
110,200,67.37,63.48,0.79
110,180,67.52,60.21,0.78
110,160,65.99,57.14,0.81
110,140,67.04,52.84,0.79
110,120,66.31,47.38,0.8
110,100,104.95,71.35,1.2
95,260,58.77,71.78,0.8
95,240,64.46,75.78,0.88
95,220,59.8,53.53,0.79
95,200,59.37,71.29,0.81
95,180,59.14,64.71,0.8
95,160,59.86,38.77,0.81
95,140,58.69,41.88,0.8
95,120,58.56,38.41,0.78
95,100,97.8,69.32,1.23
90,260,63.7,77.6,0.83
90,240,56.64,52.15,0.81
90,220,61.94,70.02,0.84
90,200,56.86,64.67,0.81
90,180,61.99,56.1,0.84
90,160,56.7,52.66,0.81
90,140,56.54,47.28,0.81
90,120,56.97,29.32,0.81
90,100,88.34,59.0,1.21
85,260,59.41,81.18,0.84
85,240,59.92,82.08,0.84
85,220,59.34,66.83,0.86
85,200,59.58,60.02,0.84
85,180,53.62,55.55,0.82
85,160,61.0,61.0,0.86
85,140,60.38,34.15,0.84
85,120,54.37,27.02,0.81
85,100,88.5,68.51,1.23
80,260,61.76,77.28,0.93
80,240,56.31,80.23,0.87
80,220,58.05,49.33,0.83
80,200,55.43,61.62,0.86
80,180,55.47,58.52,0.87
80,160,61.75,54.31,0.94
80,140,55.82,44.6,0.86
80,120,56.13,41.14,0.86
80,100,86.44,68.05,1.28
75,260,54.08,74.63,0.89
75,240,53.7,72.23,0.9
75,220,53.25,59.59,0.89
75,200,53.09,59.48,0.88
75,180,59.0,57.16,1.0
75,160,53.8,51.93,0.89
75,140,54.52,26.9,0.89
75,120,53.7,40.12,0.88
75,100,81.61,68.57,1.3
70,260,56.55,79.95,1.02
70,240,57.54,82.34,1.02
70,220,62.05,61.84,1.07
70,200,55.98,57.8,0.95
70,180,57.51,65.55,0.97
70,160,61.62,51.5,1.05
70,140,58.15,48.93,1.03
70,120,57.02,39.8,1.0
70,100,84.4,56.9,1.39
65,260,60.73,81.75,1.1
65,240,59.02,87.73,1.08
65,220,59.45,68.13,1.08
65,200,60.84,64.2,1.1
65,180,61.0,66.57,1.08
65,160,60.88,51.88,1.09
65,140,59.38,43.36,1.11
65,120,59.43,60.54,1.09
65,100,84.88,85.81,1.52
250,260,72.62,80.31,0.77
250,240,73.76,95.7,0.78
250,220,73.14,78.1,0.77
250,200,73.4,71.29,0.77
250,180,73.78,61.64,0.76
250,160,73.87,55.7,0.78
250,140,72.36,47.03,0.76
250,120,73.8,40.93,0.77
250,100,114.14,78.0,1.2
110,260,66.91,84.27,0.78
110,240,66.94,69.22,0.78
110,220,76.91,90.21,0.91
110,200,68.03,64.18,0.79
110,180,71.98,78.24,0.84
110,160,67.24,60.8,0.79
110,140,67.74,52.38,0.8
110,120,68.14,41.71,0.8
110,100,112.65,75.07,1.22
95,260,59.31,56.58,0.81
95,240,58.73,72.23,0.81
95,220,58.89,65.84,0.79
95,200,67.0,71.6,0.86
95,180,57.87,56.66,0.78
95,160,59.42,55.38,0.8
95,140,59.19,45.54,0.79
95,120,64.91,56.81,0.89
95,100,98.96,71.28,1.28
90,260,66.86,93.68,0.92
90,240,63.51,50.15,0.83
90,220,60.83,69.81,0.81
90,200,61.56,67.41,0.81
90,180,56.27,60.1,0.8
90,160,62.97,55.34,0.86
90,140,56.57,46.08,0.8
90,120,57.47,28.96,0.81
90,100,95.04,71.47,1.23
85,260,59.81,69.66,0.86
85,240,57.72,66.88,0.83
85,220,59.12,75.89,0.84
85,200,58.71,61.43,0.84
85,180,60.33,67.25,0.84
85,160,58.4,51.62,0.84
85,140,54.38,32.38,0.82
85,120,61.12,29.16,0.82
85,100,84.37,59.18,1.21
80,260,57.37,69.77,0.92
80,240,57.35,72.12,0.87
80,220,55.42,64.59,0.85
80,200,56.45,61.45,0.87
80,180,55.39,53.33,0.85
80,160,64.1,31.36,0.94
80,140,57.67,46.96,0.91
80,120,56.83,38.97,0.9
80,100,89.31,67.14,1.35
75,260,54.58,84.45,0.91
75,240,54.7,56.16,0.87
75,220,53.27,66.35,0.86
75,200,57.59,51.7,0.96
75,180,54.1,56.15,0.89
75,160,53.49,52.3,0.89
75,140,53.33,45.71,0.86
