CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,404.1,328.8,4.28
250,240,413.21,327.9,4.34
250,220,421.84,340.39,4.44
250,200,401.61,328.56,4.26
250,180,403.32,329.15,4.27
250,160,407.32,316.98,4.27
250,140,405.06,329.17,4.29
250,120,402.62,328.7,4.26
250,100,403.75,328.86,4.27
110,260,400.16,327.95,4.32
110,240,401.18,328.76,4.33
110,220,399.88,328.92,4.31
110,200,399.67,327.5,4.3
110,180,398.82,328.97,4.29
110,160,401.33,328.7,4.32
110,140,400.04,328.28,4.32
110,120,400.37,329.21,4.32
110,100,397.51,328.94,4.26
95,260,370.34,340.66,4.54
95,240,364.95,342.25,4.53
95,220,364.8,330.52,4.49
95,200,364.53,329.99,4.48
95,180,364.72,340.62,4.53
95,160,371.62,340.47,4.55
95,140,371.2,339.71,4.54
95,120,364.58,340.81,4.52
95,100,363.81,340.72,4.49
90,260,396.19,394.55,5.23
90,240,384.99,373.47,5.03
90,220,382.54,372.45,4.95
90,200,381.81,373.11,4.94
90,180,399.16,382.88,5.15
90,160,395.07,377.25,5.15
90,140,377.37,362.27,4.85
90,120,383.61,374.09,4.98
90,100,378.02,363.81,4.92
85,260,387.07,407.64,5.32
85,240,380.84,385.65,5.18
85,220,380.51,385.27,5.17
85,200,380.16,397.19,5.21
85,180,386.13,396.52,5.25
85,160,380.24,385.91,5.21
85,140,419.47,436.49,5.81
85,120,386.94,395.93,5.3
85,100,381.1,384.55,5.15
80,260,366.36,395.6,5.29
80,240,372.01,409.75,5.43
80,220,366.38,397.66,5.36
80,200,406.14,429.72,5.77
80,180,372.95,398.29,5.38
80,160,359.5,397.7,5.25
80,140,372.58,397.4,5.37
80,120,366.3,397.44,5.31
80,100,365.41,397.68,5.31
75,260,377.24,432.59,5.84
75,240,376.77,433.02,5.82
75,220,377.19,431.48,5.84
75,200,377.67,432.26,5.79
75,180,380.5,420.67,5.73
75,160,375.71,444.84,5.82
75,140,375.91,443.3,5.84
75,120,376.37,443.87,5.84
75,100,383.2,442.93,5.91
70,260,435.07,547.04,7.27
70,240,467.35,590.9,7.8
70,220,412.49,511.75,6.87
70,200,411.64,515.18,6.8
70,180,435.28,534.75,7.19
70,160,418.49,512.39,6.89
70,140,421.38,512.19,6.84
70,120,412.08,511.65,6.84
70,100,401.15,499.49,6.68
65,260,471.67,610.11,8.14
65,240,465.5,609.78,8.1
65,220,477.84,609.56,8.21
65,200,472.12,613.4,8.17
65,180,470.32,614.32,8.13
65,160,470.84,611.74,8.13
65,140,472.34,611.67,8.15
65,120,411.65,511.23,6.97
65,100,472.12,612.66,8.17
250,260,403.04,323.86,4.27
250,240,405.02,323.27,4.28
250,220,401.72,324.03,4.26
250,200,402.61,324.76,4.25
250,180,406.19,324.11,4.27
250,160,408.04,313.71,4.26
250,140,404.12,313.53,4.24
250,120,401.25,326.09,4.27
250,100,404.33,325.01,4.28
110,260,397.73,324.82,4.29
110,240,398.34,324.75,4.29
110,220,400.91,314.34,4.27
110,200,399.08,325.03,4.3
110,180,397.58,325.63,4.28
110,160,398.67,324.55,4.28
110,140,397.88,325.08,4.29
110,120,398.72,324.06,4.29
110,100,403.05,323.29,4.39
95,260,364.17,335.21,4.49
95,240,371.04,335.28,4.58
95,220,364.32,335.2,4.53
95,200,365.12,335.86,4.54
95,180,363.26,336.22,4.49
95,160,363.18,336.02,4.49
95,140,363.63,336.48,4.51
95,120,362.75,336.05,4.5
95,100,363.42,335.94,4.5
90,260,415.13,403.0,5.34
90,240,384.55,368.86,5.03
90,220,385.27,369.58,5.05
90,200,376.6,359.16,4.86
90,180,400.1,379.54,5.17
90,160,377.43,369.84,4.9
90,140,398.33,380.07,5.15
90,120,382.91,369.16,4.97
90,100,400.56,399.55,5.27
85,260,388.34,391.99,5.31
85,240,379.74,392.52,5.21
85,220,379.05,392.55,5.18
85,200,373.18,381.06,5.11
85,180,380.49,380.72,5.22
85,160,383.28,403.74,5.32
85,140,391.37,402.5,5.36
85,120,378.81,381.56,5.16
85,100,387.43,391.1,5.27
80,260,370.37,393.26,5.36
80,240,362.43,394.46,5.31
80,220,377.44,404.77,5.48
80,200,364.68,392.84,5.32
80,180,365.22,392.11,5.33
80,160,370.98,404.86,5.45
80,140,365.64,393.36,5.32
80,120,389.72,427.31,5.73
80,100,365.36,391.97,5.33
75,260,367.07,405.2,5.53
75,240,375.62,426.98,5.85
75,220,376.06,426.89,5.83
75,200,375.44,435.79,5.83
75,180,373.89,437.67,5.79
75,160,375.41,438.08,5.84
75,140,374.54,438.93,5.84
75,120,375.32,438.51,5.84
75,100,375.58,437.78,5.83
70,260,416.83,519.27,6.94
70,240,428.51,527.23,7.13
