CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,386.48,295.78,4.09
250,240,346.16,263.13,3.67
250,220,382.5,295.93,4.06
250,200,383.03,295.96,4.07
250,180,382.59,296.26,4.05
250,160,337.87,262.38,3.62
250,140,337.56,262.34,3.59
250,120,386.37,295.3,4.06
250,100,385.83,295.56,4.08
110,260,336.35,261.52,3.66
110,240,389.14,306.81,4.26
110,220,377.93,283.21,4.03
110,200,339.2,260.93,3.67
110,180,331.44,260.9,3.6
110,160,375.27,294.33,4.05
110,140,336.91,262.82,3.72
110,120,374.57,294.49,4.04
110,100,387.96,306.38,4.17
95,260,334.09,283.76,4.05
95,240,388.94,348.41,4.92
95,220,349.22,328.21,4.44
95,200,332.92,303.23,4.18
95,180,343.83,295.61,4.21
95,160,356.33,325.48,4.51
95,140,334.83,303.04,4.23
95,120,367.86,326.16,4.61
95,100,401.16,350.6,4.93
90,260,394.92,372.26,5.06
90,240,382.04,349.09,4.9
90,220,388.45,349.65,4.95
90,200,361.82,351.52,4.74
90,180,386.29,362.72,4.97
90,160,403.64,383.18,5.3
90,140,375.69,345.51,4.86
90,120,378.12,361.49,4.91
90,100,402.69,384.9,5.31
85,260,397.61,395.72,5.4
85,240,418.73,418.13,5.65
85,220,417.9,417.21,5.74
85,200,424.5,412.23,5.77
85,180,334.56,317.88,4.51
85,160,395.97,384.33,5.38
85,140,386.84,384.88,5.22
85,120,408.24,405.89,5.54
85,100,361.99,363.64,4.9
80,260,389.2,402.32,5.64
80,240,393.87,402.26,5.66
80,220,392.86,412.96,5.64
80,200,405.26,428.93,5.85
80,180,378.22,391.97,5.42
80,160,403.95,425.5,5.84
80,140,405.15,412.26,5.79
80,120,381.65,404.61,5.5
80,100,383.46,399.99,5.57
75,260,401.52,450.23,6.18
75,240,398.91,435.81,6.0
75,220,382.71,423.54,5.85
75,200,420.13,461.98,6.35
75,180,392.99,431.85,5.93
75,160,397.97,450.28,6.08
75,140,397.01,444.39,6.03
75,120,378.17,410.35,5.75
75,100,389.56,419.95,5.86
70,260,412.03,480.22,6.63
70,240,472.25,557.68,7.69
70,220,413.56,489.17,6.67
70,200,454.89,534.27,7.37
70,180,427.92,503.84,6.93
70,160,429.63,509.91,6.93
70,140,420.05,486.66,6.77
70,120,415.59,490.94,6.74
70,100,395.76,467.23,6.39
65,260,470.49,580.06,7.97
65,240,451.17,564.0,7.72
65,220,436.66,543.28,7.44
65,200,451.16,564.11,7.72
65,180,441.82,544.51,7.58
65,160,443.39,533.36,7.45
65,140,457.02,568.06,7.82
65,120,456.79,562.54,7.8
65,100,461.5,568.2,7.83
250,260,382.88,292.99,4.03
250,240,337.75,260.35,3.58
250,220,383.76,293.32,4.05
250,200,329.91,238.4,3.43
250,180,384.76,293.11,4.05
250,160,384.26,293.45,4.07
250,140,390.54,303.23,4.09
250,120,384.1,292.93,4.05
250,100,387.41,293.27,4.08
110,260,377.79,293.41,4.09
110,240,374.17,293.31,4.07
110,220,345.27,262.08,3.79
110,200,336.59,259.7,3.64
110,180,363.93,272.04,3.96
110,160,347.15,260.26,3.69
110,140,333.87,260.96,3.67
110,120,355.77,258.95,3.75
110,100,404.01,313.79,4.31
95,260,379.93,325.97,4.66
95,240,363.98,325.04,4.53
95,220,318.86,285.27,4.01
95,200,360.88,314.82,4.44
95,180,339.62,302.77,4.16
95,160,384.49,334.99,4.71
95,140,362.26,325.67,4.48
95,120,364.85,334.64,4.63
95,100,350.23,324.97,4.42
90,260,389.54,366.34,5.12
90,240,380.17,357.94,5.01
90,220,404.49,381.09,5.32
90,200,384.79,362.33,5.05
90,180,389.04,366.21,5.06
90,160,366.78,345.86,4.83
90,140,406.01,381.3,5.26
90,120,334.33,310.79,4.4
90,100,370.22,349.31,4.8
85,260,390.09,380.63,5.29
85,240,406.5,392.04,5.45
85,220,429.05,413.07,5.79
85,200,399.52,392.87,5.42
85,180,422.73,418.11,5.77
85,160,321.98,304.39,4.34
85,140,400.18,392.2,5.45
85,120,416.19,403.0,5.62
85,100,397.66,391.61,5.42
80,260,392.19,408.72,5.61
80,240,396.24,391.95,5.59
80,220,402.42,415.17,5.69
80,200,389.6,392.04,5.53
80,180,403.14,426.51,5.83
80,160,395.8,415.09,5.76
80,140,393.95,411.81,5.64
80,120,364.39,382.0,5.23
80,100,384.57,402.69,5.57
75,260,385.39,418.9,5.84
75,240,395.0,433.13,6.0
75,220,396.43,440.47,6.0
75,200,417.32,458.75,6.34
75,180,386.57,418.31,5.87
75,160,385.66,418.92,5.85
75,140,401.63,445.76,6.11
75,120,418.97,455.99,6.34
75,100,396.03,440.53,6.0
70,260,426.25,493.49,6.81
70,240,425.59,485.08,6.84
70,220,470.95,560.11,7.67
70,200,417.11,476.76,6.67
70,180,442.92,528.28,7.19
70,160,413.82,474.56,6.65
70,140,431.86,502.51,6.92
70,120,425.22,496.09,6.83
70,100,420.23,484.97,6.74
65,260,441.78,539.06,7.5
65,240,492.88,619.12,8.43
65,220,457.31,560.44,7.8
65,200,457.18,565.67,7.81
65,180,432.92,526.72,7.37
65,160,456.43,561.83,7.77
65,140,417.21,505.91,7.08
65,120,442.29,538.75,7.51
65,100,441.38,538.44,7.47
250,260,385.57,288.27,4.06
250,240,337.8,257.56,3.6
250,220,385.67,288.85,4.08
250,200,385.49,288.84,4.05
250,180,384.32,289.73,4.06
250,160,385.4,289.93,4.08
250,140,338.78,256.55,3.61
250,120,377.88,288.58,4.01
250,100,385.94,289.81,4.07
110,260,373.1,278.68,4.01
110,240,336.36,256.73,3.67
110,220,335.81,256.86,3.68
110,200,333.37,256.46,3.67
110,180,333.85,256.45,3.66
110,160,336.21,257.56,3.7
110,140,365.66,268.7,3.96
110,120,374.89,288.72,4.09
110,100,380.26,300.64,4.16
95,260,392.3,338.74,4.88
95,240,381.74,341.72,4.76
95,220,373.67,321.63,4.55
95,200,392.59,342.91,4.83
95,180,368.25,327.32,4.62
95,160,380.3,332.94,4.71
95,140,340.63,294.1,4.26
95,120,367.64,332.61,4.65
95,100,323.86,278.9,4.05
90,260,408.86,375.35,5.27
90,240,397.18,363.82,5.22
90,220,343.82,310.16,4.43
90,200,395.36,363.45,5.06
90,180,407.4,386.24,5.3
90,160,398.17,363.48,5.15
90,140,403.19,362.58,5.15
90,120,339.79,299.85,4.35
90,100,356.91,321.24,4.64
85,260,368.38,354.72,5.0
85,240,415.18,406.97,5.74
85,220,321.59,300.05,4.34
85,200,430.66,415.67,5.87
85,180,423.94,419.66,5.85
85,160,385.87,373.98,5.24
85,140,329.53,301.76,4.42
85,120,422.44,412.43,5.81
85,100,398.34,387.18,5.44
80,260,397.81,410.6,5.77
80,240,383.45,388.23,5.55
80,220,427.09,436.02,6.11
80,200,395.43,394.09,5.58
80,180,388.75,401.1,5.57
80,160,377.5,365.57,5.3
80,140,400.65,402.46,5.68
80,120,372.19,371.69,5.3
80,100,414.42,412.1,5.9
75,260,417.32,454.99,6.3
75,240,381.51,399.39,5.7
75,220,399.3,423.24,6.0
75,200,394.78,430.38,6.07
75,180,388.69,425.23,5.96
75,160,376.58,399.34,5.67
75,140,417.9,454.92,6.32
75,120,406.95,439.4,6.19
75,100,393.15,423.55,5.98
70,260,414.5,488.21,6.79
70,240,411.72,478.24,6.65
70,220,425.62,488.65,6.87
70,200,452.9,533.75,7.32
70,180,455.15,532.38,7.34
70,160,421.09,492.12,6.78
70,140,427.44,493.35,6.98
70,120,404.11,450.3,6.46
70,100,405.71,468.5,6.55
65,260,458.29,548.27,7.72
65,240,430.97,512.38,7.29
65,220,493.04,601.84,8.36
65,200,493.1,599.47,8.31
65,180,400.71,479.7,6.8
65,160,436.68,523.3,7.4
65,140,450.02,539.7,7.67
65,120,476.13,575.63,8.11
65,100,435.35,519.97,7.36
