CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,460.07,355.97,4.74
250,240,460.55,357.25,4.77
250,220,450.7,357.37,4.73
250,200,459.6,357.3,4.75
250,180,449.61,356.86,4.73
250,160,449.5,356.83,4.7
250,140,449.92,356.06,4.73
250,120,460.82,357.26,4.75
250,100,456.46,356.57,4.74
110,260,450.41,365.92,4.86
110,240,443.1,356.18,4.79
110,220,443.51,357.21,4.8
110,200,449.5,368.12,4.88
110,180,448.22,368.63,4.84
110,160,442.74,370.93,4.81
110,140,447.41,367.28,4.83
110,120,443.38,355.2,4.79
110,100,442.65,356.72,4.79
95,260,400.02,378.96,5.0
95,240,410.22,379.52,5.08
95,220,401.87,381.08,5.02
95,200,402.86,368.64,5.02
95,180,401.88,380.12,5.01
95,160,409.0,369.64,5.06
95,140,408.15,379.58,5.08
95,120,455.68,425.24,5.67
95,100,403.06,369.02,5.02
90,260,491.14,475.98,6.37
90,240,497.39,485.86,6.46
90,220,445.7,423.56,5.75
90,200,481.48,476.89,6.33
90,180,414.69,401.83,5.43
90,160,436.21,434.03,5.74
90,140,452.44,455.5,5.94
90,120,443.72,433.41,5.78
90,100,474.9,476.57,6.23
85,260,496.35,520.14,6.81
85,240,485.59,498.16,6.7
85,220,496.28,509.47,6.79
85,200,503.97,518.21,6.91
85,180,495.39,507.39,6.85
85,160,518.29,540.87,7.15
85,140,510.28,519.17,6.98
85,120,570.85,574.84,7.68
85,100,488.54,497.68,6.66
80,260,529.2,585.79,7.79
80,240,527.88,596.45,7.79
80,220,500.17,553.41,7.38
80,200,505.46,564.58,7.4
80,180,510.96,564.02,7.49
80,160,501.63,552.05,7.43
80,140,490.68,551.58,7.28
80,120,488.8,542.49,7.21
80,100,516.28,573.89,7.6
75,260,509.37,596.57,8.03
75,240,488.53,565.56,7.64
75,220,502.77,595.77,7.92
75,200,662.14,780.96,10.31
75,180,503.37,599.23,7.96
75,160,520.18,624.19,8.22
75,140,493.31,587.61,7.74
75,120,536.1,655.16,8.64
75,100,498.29,577.26,7.8
70,260,766.01,910.66,12.02
70,240,512.85,645.66,8.56
70,220,532.39,656.66,8.84
70,200,526.47,644.17,8.75
70,180,491.95,610.92,8.18
70,160,509.74,634.61,8.43
70,140,571.05,713.75,9.72
70,120,505.44,620.51,8.31
70,100,734.51,855.51,11.52
65,260,564.6,730.25,9.76
65,240,571.57,702.1,9.47
65,220,559.06,720.71,9.67
65,200,559.73,719.42,9.71
65,180,559.81,718.92,9.68
65,160,564.32,729.78,9.78
65,140,562.33,729.76,9.73
65,120,562.79,728.25,9.74
65,100,558.74,726.8,9.71
250,260,470.02,390.12,4.95
250,240,452.12,365.39,4.74
250,220,457.9,364.83,4.74
250,200,450.46,364.91,4.72
250,180,450.87,365.83,4.71
250,160,449.5,365.51,4.72
250,140,458.48,367.88,4.83
250,120,450.45,364.79,4.72
250,100,451.73,365.26,4.73
110,260,442.99,364.91,4.79
110,240,440.4,376.41,4.81
110,220,442.51,376.38,4.82
110,200,444.3,365.58,4.8
110,180,443.31,366.36,4.79
110,160,446.64,368.28,4.88
110,140,453.04,379.81,5.0
110,120,441.83,365.76,4.81
110,100,443.22,377.64,4.82
95,260,402.39,389.17,5.04
95,240,401.97,388.3,5.02
95,220,408.83,388.52,5.05
95,200,418.4,387.36,5.17
95,180,416.01,398.49,5.18
95,160,408.29,389.13,5.07
95,140,401.96,388.35,5.02
95,120,407.61,388.28,5.04
95,100,403.11,377.02,5.01
90,260,474.12,465.84,6.16
90,240,490.38,487.77,6.43
90,220,423.56,410.26,5.46
90,200,481.53,488.56,6.29
90,180,476.91,465.06,6.21
90,160,481.6,475.31,6.25
90,140,431.18,432.49,5.63
90,120,466.6,464.69,6.11
90,100,422.42,421.78,5.52
85,260,503.05,519.48,6.88
85,240,507.98,542.6,7.0
85,220,515.47,542.35,7.11
85,200,590.54,595.81,7.91
85,180,509.16,530.55,6.98
85,160,517.77,555.18,7.14
85,140,508.77,541.63,7.04
85,120,489.44,510.67,6.66
85,100,523.9,553.6,7.24
80,260,496.28,555.64,7.27
80,240,562.02,646.22,8.29
80,220,501.96,578.35,7.43
80,200,619.56,675.53,8.83
80,180,526.01,600.85,7.78
80,160,518.41,598.59,7.67
80,140,540.71,608.66,7.93
80,120,491.45,556.45,7.28
80,100,505.27,576.89,7.47
75,260,509.63,613.26,8.04
75,240,520.9,645.63,8.34
75,220,473.87,577.15,7.45
75,200,519.63,620.67,8.11
75,180,497.77,611.81,7.94
75,160,501.27,600.56,7.92
75,140,513.18,624.81,8.25
75,120,509.74,600.28,8.02
75,100,502.15,597.66,7.86
70,260,510.23,636.32,8.42
70,240,498.34,636.79,8.3
70,220,547.2,692.09,9.13
70,200,502.6,639.57,8.35
70,180,507.0,637.05,8.43
70,160,497.62,635.26,8.28
70,140,508.71,636.57,8.48
70,120,511.47,657.05,8.58
70,100,674.3,806.68,10.52
65,260,563.52,744.81,9.75
65,240,564.28,744.73,9.76
65,220,559.42,734.18,9.67
65,200,563.8,745.02,9.76
65,180,570.84,712.7,9.48
65,160,563.64,741.88,9.74
65,140,558.58,742.92,9.71
65,120,563.65,743.77,9.74
65,100,558.66,741.89,9.71
250,260,457.31,357.21,4.76
250,240,451.18,356.98,4.72
250,220,458.25,357.54,4.76
250,200,450.0,357.14,4.74
250,180,460.36,358.11,4.75
250,160,457.9,357.38,4.74
250,140,447.8,356.41,4.71
250,120,448.7,356.15,4.73
250,100,458.76,357.49,4.75
110,260,443.75,367.61,4.81
110,240,451.58,367.8,4.86
110,220,444.37,369.01,4.83
110,200,442.38,367.73,4.82
110,180,442.78,358.48,4.78
110,160,443.64,368.92,4.82
110,140,444.28,369.6,4.82
110,120,444.4,370.27,4.82
110,100,443.76,370.46,4.82
95,260,402.26,369.64,5.03
95,240,401.11,379.64,5.01
95,220,419.27,395.95,5.27
95,200,402.07,380.49,5.04
95,180,401.68,378.82,5.01
95,160,401.72,380.47,5.03
95,140,401.79,379.65,5.02
95,120,503.76,467.2,6.27
95,100,402.15,381.31,5.03
90,260,444.31,434.61,5.79
90,240,429.68,411.77,5.58
90,220,429.66,411.51,5.58
90,200,415.29,401.37,5.42
90,180,457.62,454.33,6.0
90,160,450.41,444.21,5.9
90,140,422.43,400.04,5.48
90,120,456.82,443.29,5.97
90,100,473.72,464.69,6.18
85,260,481.66,486.29,6.59
85,240,481.71,500.59,6.62
85,220,488.41,492.92,6.7
85,200,481.57,492.84,6.67
85,180,510.24,515.57,7.01
85,160,474.66,484.13,6.54
85,140,483.51,495.89,6.66
85,120,480.26,485.08,6.57
85,100,625.46,638.23,8.47
80,260,544.3,595.09,8.03
80,240,497.74,555.54,7.35
80,220,496.73,554.11,7.36
80,200,497.7,551.72,7.36
80,180,500.49,552.16,7.41
80,160,477.81,523.36,7.05
80,140,528.54,597.17,7.87
80,120,494.43,554.91,7.32
80,100,486.53,531.59,7.17
75,260,492.54,588.33,7.79
75,240,481.64,555.39,7.49
75,220,470.39,544.48,7.35
75,200,478.82,566.15,7.52
75,180,480.0,564.2,7.5
75,160,479.83,566.66,7.51
75,140,518.71,610.69,8.09
75,120,530.84,642.42,8.54
75,100,526.29,631.97,8.46
70,260,760.13,894.85,11.96
70,240,532.88,653.93,8.89
70,220,531.36,658.93,8.89
70,200,534.07,668.07,8.91
70,180,530.71,668.14,8.87
70,160,502.08,620.98,8.35
70,140,524.91,653.46,8.77
70,120,528.62,663.99,8.89
70,100,545.12,687.09,9.14
65,260,557.99,719.95,9.63
65,240,558.63,717.61,9.65
65,220,557.61,720.32,9.62
65,200,558.69,717.83,9.67
65,180,559.63,719.87,9.7
65,160,558.6,717.95,9.68
65,140,563.67,728.41,9.76
65,120,552.93,717.83,9.61
65,100,558.47,719.08,9.66
