CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,1255.44,1050.38,13.35
250,240,1230.08,1014.34,12.99
250,220,1219.66,1024.27,13.03
250,200,1229.42,1021.84,13.05
250,180,1234.14,1019.08,13.07
250,160,1223.34,1007.86,13.0
250,140,1230.86,1017.36,13.04
250,120,1225.73,1006.05,12.99
250,100,1227.27,1016.91,13.01
110,260,1236.33,1025.8,13.17
110,240,1237.33,1015.34,13.14
110,220,1236.64,1026.23,13.17
110,200,1236.72,1016.77,13.1
110,180,1236.41,1016.45,13.13
110,160,1237.26,1017.7,13.15
110,140,1239.07,1018.54,13.16
110,120,-260905.65,1030.08,13.18
110,100,1235.57,1015.49,13.1
95,260,1114.73,1061.76,13.69
95,240,1120.18,1063.21,13.73
95,220,1122.28,1070.63,13.78
95,200,1114.87,1048.07,13.66
95,180,1119.11,1070.21,13.74
95,160,1112.08,1061.95,13.64
95,140,1112.96,1064.83,13.65
95,120,1112.8,1051.04,13.62
95,100,1120.29,1060.59,13.73
90,260,1299.25,1292.31,16.66
90,240,1170.21,1157.11,15.1
90,220,1257.26,1248.0,16.22
90,200,1174.13,1180.56,15.21
90,180,1169.98,1159.52,15.02
90,160,1151.84,1148.1,14.83
90,140,1204.67,1223.95,15.76
90,120,1146.63,1150.7,14.8
90,100,1172.79,1171.6,15.14
85,260,1195.31,1261.1,16.25
85,240,1213.38,1284.06,16.51
85,220,1219.18,1284.56,16.58
85,200,1220.86,1282.58,16.57
85,180,1210.2,1272.85,16.45
85,160,1174.53,1237.56,15.95
85,140,1217.92,1283.91,16.57
85,120,1175.14,1241.22,15.99
85,100,1217.99,1285.12,16.6
80,260,1156.86,1296.67,16.76
80,240,1146.54,1285.53,16.6
80,220,1150.44,1296.8,16.66
80,200,1187.72,1301.18,16.8
80,180,1150.76,1296.09,16.69
80,160,1159.14,1299.79,16.84
80,140,1138.95,1288.08,16.54
80,120,1156.76,1299.05,16.75
80,100,1159.6,1310.39,16.81
75,260,1189.21,1423.99,18.3
75,240,1192.76,1427.57,18.34
75,220,1194.15,1414.65,18.28
75,200,1159.14,1337.32,17.24
75,180,1187.16,1403.9,18.16
75,160,1234.5,1508.24,19.34
75,140,1184.62,1417.25,18.19
75,120,1180.27,1401.14,18.12
75,100,1210.41,1445.37,18.64
70,260,1363.63,1757.5,22.64
70,240,1336.27,1720.0,22.13
70,220,1387.3,1793.68,23.06
70,200,1319.32,1697.99,21.87
70,180,1400.32,1813.1,23.32
70,160,1322.49,1628.94,21.1
70,140,1367.82,1768.78,22.71
70,120,1391.11,1801.36,23.17
70,100,1293.88,1660.73,21.37
65,260,1548.92,2078.47,26.72
65,240,1549.5,2069.33,26.66
65,220,1559.76,2089.38,26.84
65,200,1553.2,2092.23,26.78
65,180,1553.64,2089.21,26.78
65,160,1554.66,2088.91,26.79
65,140,1553.6,2082.59,26.76
65,120,1559.61,2090.75,26.89
65,100,1555.79,2089.97,26.84
250,260,1232.76,1031.46,13.08
250,240,1228.06,1026.45,13.04
250,220,1228.78,1020.2,13.05
250,200,1222.3,1011.67,12.98
250,180,1230.78,1022.25,13.03
250,160,1232.15,999.96,13.05
250,140,1227.36,999.42,13.01
250,120,1238.93,998.64,13.08
250,100,1237.87,1000.93,13.09
110,260,1235.16,1008.63,13.17
110,240,1238.27,1010.57,13.19
110,220,1233.69,995.8,13.12
110,200,1237.01,997.5,13.11
110,180,1239.65,1009.72,13.19
110,160,1238.59,999.46,13.15
110,140,1240.98,1009.6,13.2
110,120,1228.57,998.03,13.08
110,100,1246.92,1024.06,13.39
95,260,1114.19,1037.02,13.66
95,240,1125.23,1053.26,13.8
95,220,1137.44,1054.58,13.97
95,200,1137.01,1052.55,13.91
95,180,1139.53,1059.99,13.96
95,160,1136.53,1061.8,13.94
95,140,1141.19,1066.44,13.98
95,120,1129.46,1053.41,13.84
95,100,1126.41,1053.18,13.85
90,260,1188.84,1157.1,15.32
90,240,1190.17,1168.07,15.41
90,220,1174.54,1145.61,15.2
90,200,1196.8,1175.58,15.45
90,180,1174.55,1150.85,15.12
90,160,1198.17,1184.32,15.49
90,140,1136.62,1106.27,14.66
90,120,1154.8,1126.04,14.91
90,100,1160.31,1138.23,14.99
85,260,1203.32,1244.16,16.35
85,240,1208.27,1246.42,16.45
85,220,1179.14,1225.31,16.06
85,200,1191.31,1223.43,16.2
85,180,1204.06,1246.4,16.38
85,160,1208.14,1248.24,16.4
85,140,1184.67,1213.72,16.03
85,120,1176.56,1214.14,15.97
85,100,1200.61,1235.74,16.25
80,260,1146.15,1259.13,16.63
80,240,1154.73,1281.67,16.78
80,220,1157.48,1272.58,16.76
80,200,1155.16,1270.93,16.72
80,180,1153.47,1270.62,16.74
80,160,1161.0,1262.21,16.76
80,140,1147.5,1260.74,16.61
80,120,1148.84,1267.5,16.64
80,100,1160.54,1273.75,16.76
75,260,1194.21,1381.6,18.27
75,240,1172.53,1313.24,17.49
75,220,1204.75,1404.5,18.5
75,200,1189.12,1382.29,18.22
75,180,1190.51,1394.14,18.28
75,160,1197.75,1404.11,18.45
75,140,1196.48,1404.37,18.45
75,120,1184.59,1379.39,18.25
75,100,1186.72,1390.61,18.23
70,260,1348.3,1693.84,22.34
70,240,1347.09,1694.8,22.36
70,220,1319.24,1658.47,21.83
70,200,1330.3,1674.22,22.02
70,180,1298.9,1626.75,21.39
70,160,1381.69,1747.89,22.98
70,140,1343.27,1692.16,22.23
70,120,1350.35,1694.11,22.33
70,100,1390.99,1753.74,23.13
65,260,1558.08,2034.61,26.83
65,240,1556.92,2046.88,26.85
65,220,1549.1,2026.25,26.7
65,200,1559.8,2052.37,26.86
65,180,1554.44,2037.75,26.78
65,160,1548.85,2030.08,26.73
65,140,1561.0,2052.26,26.91
65,120,1375.69,1751.92,23.09
65,100,1554.38,2040.7,26.77
250,260,1231.45,1017.3,12.99
250,240,1222.14,1011.61,12.98
250,220,1223.75,1018.31,13.01
250,200,1245.37,1025.81,13.21
250,180,1230.8,999.5,13.08
250,160,1256.73,1010.12,13.33
250,140,1231.27,998.33,13.07
250,120,1224.06,998.56,13.01
250,100,1227.85,998.78,13.02
110,260,1237.75,995.07,13.11
110,240,1228.99,994.07,13.09
110,220,1235.64,1007.1,13.16
110,200,1236.16,1007.37,13.17
110,180,1238.23,999.62,13.14
110,160,1246.8,1005.79,13.25
110,140,1237.19,995.63,13.14
110,120,1235.11,1006.58,13.15
110,100,1239.62,1015.0,13.32
95,260,1122.37,1042.82,13.76
95,240,1121.77,1051.56,13.79
