CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,449.74,393.5,4.74
250,240,465.72,400.01,4.93
250,220,445.12,391.26,4.72
250,200,444.67,384.25,4.65
250,180,456.61,396.03,4.82
250,160,456.93,409.2,4.83
250,140,461.67,403.9,4.87
250,120,457.05,389.06,4.8
250,100,466.66,385.53,4.92
110,260,452.99,390.63,4.86
110,240,447.43,390.82,4.85
110,220,447.21,388.87,4.86
110,200,438.57,379.21,4.68
110,180,436.64,390.33,4.68
110,160,439.19,373.29,4.66
110,140,436.58,394.07,4.73
110,120,446.91,397.43,4.81
110,100,439.19,359.32,4.7
95,260,416.62,417.01,5.13
95,240,422.42,421.94,5.19
95,220,407.63,410.0,5.04
95,200,422.7,405.95,5.17
95,180,413.46,416.42,5.09
95,160,413.94,410.53,5.11
95,140,422.25,416.49,5.18
95,120,429.3,416.49,5.25
95,100,423.18,388.72,5.21
90,260,410.62,427.47,5.26
90,240,419.62,429.09,5.43
90,220,419.09,434.54,5.37
90,200,418.78,430.86,5.38
90,180,419.64,434.33,5.37
90,160,413.11,413.05,5.33
90,140,425.99,432.01,5.47
90,120,412.79,420.35,5.33
90,100,420.02,409.25,5.42
85,260,444.01,495.46,6.02
85,240,457.98,488.64,6.18
85,220,475.78,526.82,6.47
85,200,450.31,490.51,6.11
85,180,451.02,479.27,6.06
85,160,444.51,491.43,6.03
85,140,449.78,489.37,6.1
85,120,443.23,462.91,6.05
85,100,457.87,474.68,6.19
80,260,441.45,504.02,6.37
80,240,451.14,498.35,6.49
80,220,428.19,485.21,6.17
80,200,442.0,490.49,6.34
80,180,434.34,487.59,6.23
80,160,448.75,504.41,6.44
80,140,441.14,495.94,6.35
80,120,429.48,457.32,6.15
80,100,434.68,476.14,6.27
75,260,450.4,540.61,6.85
75,240,441.01,512.05,6.6
75,220,439.34,507.52,6.62
75,200,437.06,506.58,6.61
75,180,440.74,517.72,6.65
75,160,445.27,521.37,6.74
75,140,445.3,527.69,6.76
75,120,438.61,505.7,6.65
75,100,458.01,507.86,6.9
70,260,466.02,574.84,7.5
70,240,477.82,597.43,7.74
70,220,482.98,621.59,7.87
70,200,413.56,507.13,6.56
70,180,464.77,591.16,7.52
70,160,476.89,598.53,7.8
70,140,486.11,593.82,7.81
70,120,482.58,597.07,7.85
70,100,426.99,489.56,6.72
65,260,524.8,686.7,8.93
65,240,504.89,667.53,8.68
65,220,507.23,668.94,8.69
65,200,524.34,685.17,8.92
65,180,507.06,666.4,8.67
65,160,499.55,669.25,8.59
65,140,510.62,672.61,8.73
65,120,507.41,649.72,8.7
65,100,415.63,505.81,7.0
250,260,411.17,363.2,4.33
250,240,456.81,407.1,4.83
250,220,447.8,387.82,4.7
250,200,453.77,392.1,4.76
250,180,463.34,409.94,4.88
250,160,443.86,400.12,4.69
250,140,466.06,403.12,4.93
250,120,462.28,395.44,4.9
250,100,453.88,370.58,4.75
110,260,448.66,392.13,4.9
110,240,444.07,393.95,4.81
110,220,442.07,390.59,4.75
110,200,444.06,389.63,4.84
110,180,441.67,390.56,4.77
110,160,441.66,386.95,4.8
110,140,434.21,374.37,4.7
110,120,408.63,347.54,4.37
110,100,446.47,371.73,4.87
95,260,428.32,428.76,5.25
95,240,398.89,393.6,4.87
95,220,424.72,427.19,5.21
95,200,441.21,448.08,5.49
95,180,432.54,421.1,5.29
95,160,440.22,431.12,5.43
95,140,423.06,411.98,5.22
95,120,431.94,425.39,5.33
95,100,400.39,371.5,4.93
90,260,442.27,454.51,5.72
90,240,456.75,472.81,5.85
90,220,444.62,468.8,5.84
90,200,443.11,452.5,5.68
90,180,443.44,458.56,5.68
90,160,474.17,492.85,6.1
90,140,401.05,411.0,5.15
90,120,443.86,449.55,5.75
90,100,450.43,448.82,5.87
85,260,443.36,478.16,6.04
85,240,452.64,495.08,6.21
85,220,438.29,466.81,5.89
85,200,442.35,486.26,6.06
85,180,416.54,459.3,5.65
85,160,462.08,508.04,6.32
85,140,454.23,491.49,6.27
85,120,445.64,470.77,6.01
85,100,446.17,455.37,6.07
80,260,425.62,474.23,6.09
80,240,423.74,490.64,6.15
80,220,423.39,468.37,6.0
80,200,427.06,497.58,6.14
80,180,430.95,486.46,6.2
80,160,414.96,468.54,5.88
80,140,409.41,454.52,5.83
80,120,399.58,434.32,5.72
80,100,413.27,449.67,5.9
75,260,392.47,472.79,5.94
75,240,464.66,538.34,6.98
75,220,433.94,535.84,6.57
75,200,427.61,504.86,6.43
75,180,426.04,511.78,6.44
75,160,445.41,531.31,6.73
75,140,459.36,559.2,6.95
75,120,446.88,520.56,6.77
75,100,451.63,510.26,6.81
70,260,472.72,603.5,7.66
70,240,424.0,520.36,6.73
70,220,484.65,611.6,7.8
70,200,468.03,592.54,7.56
70,180,482.24,616.65,7.83
70,160,469.87,597.64,7.59
70,140,466.3,592.01,7.52
70,120,418.7,501.61,6.59
70,100,477.28,580.27,7.79
65,260,530.33,722.37,9.16
65,240,507.36,673.23,8.71
65,220,507.17,677.54,8.68
65,200,511.03,688.89,8.75
65,180,497.02,664.14,8.51
65,160,506.25,673.31,8.67
65,140,505.84,684.69,8.69
65,120,507.49,662.95,8.69
65,100,523.36,693.52,8.99
250,260,450.13,397.36,4.72
250,240,463.69,410.09,4.88
250,220,414.72,360.84,4.34
250,200,444.58,395.92,4.69
250,180,461.06,403.8,4.86
250,160,471.1,402.32,4.94
250,140,463.99,405.34,4.89
250,120,442.88,388.14,4.7
250,100,464.32,383.22,4.89
110,260,443.76,400.06,4.88
110,240,410.1,356.83,4.39
110,220,434.55,382.94,4.69
110,200,409.66,356.17,4.35
110,180,447.2,389.68,4.86
110,160,447.17,397.1,4.91
110,140,448.15,390.98,4.94
110,120,413.42,350.21,4.42
110,100,454.73,361.79,4.93
95,260,390.88,393.47,4.8
95,240,383.88,382.57,4.69
95,220,442.34,445.53,5.52
95,200,432.03,444.78,5.32
95,180,451.01,456.67,5.63
95,160,409.2,408.18,5.0
95,140,425.71,416.18,5.15
95,120,406.59,378.38,4.95
95,100,393.24,358.06,4.75
90,260,441.1,451.12,5.68
90,240,443.6,445.87,5.66
90,220,442.78,469.68,5.68
90,200,437.39,447.5,5.64
90,180,420.88,428.45,5.38
90,160,441.67,464.27,5.66
90,140,389.54,400.06,4.96
90,120,399.1,403.66,5.13
90,100,428.48,439.82,5.61
85,260,431.26,480.23,5.92
85,240,416.34,441.33,5.6
85,220,444.25,475.62,5.97
85,200,434.57,468.6,5.86
85,180,439.44,476.51,5.97
85,160,446.87,484.05,6.01
85,140,417.93,436.72,5.6
85,120,418.95,428.17,5.57
85,100,439.53,462.24,6.06
80,260,393.25,451.72,5.64
80,240,411.41,474.35,5.87
80,220,395.5,451.73,5.67
80,200,424.17,479.47,5.98
80,180,430.1,488.53,6.19
80,160,389.34,426.72,5.52
80,140,422.99,477.52,6.03
80,120,417.98,463.97,5.91
80,100,428.69,470.79,6.11
75,260,393.55,464.65,5.95
75,240,401.8,475.78,6.02
75,220,434.27,526.98,6.68
75,200,440.96,534.83,6.77
75,180,427.57,518.02,6.56
75,160,399.54,476.72,6.0
75,140,424.78,511.88,6.5
75,120,427.41,510.5,6.46
75,100,448.69,515.89,6.86
70,260,458.36,599.38,7.48
70,240,464.76,592.87,7.47
70,220,452.66,583.91,7.31
70,200,469.0,596.15,7.52
70,180,443.42,558.45,7.14
70,160,465.63,600.45,7.56
70,140,457.6,592.38,7.44
70,120,460.61,582.47,7.48
70,100,425.93,516.34,6.84
65,260,460.13,600.99,7.77
65,240,468.79,621.72,7.93
65,220,479.45,644.15,8.16
65,200,467.99,621.04,7.97
65,180,459.65,599.02,7.79
65,160,456.95,603.62,7.81
65,140,456.5,602.57,7.78
65,120,460.46,608.69,7.83
65,100,464.82,579.9,7.83
