CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,1120.22,2534.86,11.8
250,240,1109.75,2531.29,11.75
250,220,1100.71,2381.04,11.64
250,200,1120.52,2212.31,11.83
250,180,1109.95,2001.63,11.78
250,160,1116.42,1791.28,11.81
250,140,1138.98,1603.29,12.03
250,120,1210.56,1471.92,12.83
250,100,1473.85,1499.99,15.57
110,260,1082.09,2529.43,11.63
110,240,1100.94,2570.29,11.78
110,220,1082.84,2376.22,11.66
110,200,1083.91,2196.49,11.65
110,180,1103.74,2014.28,11.79
110,160,1103.02,1798.5,11.86
110,140,1123.27,1603.31,12.05
110,120,1207.57,1472.87,12.9
110,100,1462.25,1513.89,15.63
95,260,941.15,2529.82,11.65
95,240,950.11,2530.72,11.7
95,220,942.24,2359.4,11.64
95,200,942.68,2208.27,11.66
95,180,957.66,2004.68,11.82
95,160,957.38,1802.76,11.87
95,140,989.32,1628.21,12.2
95,120,1039.3,1461.26,12.81
95,100,1268.72,1518.46,15.67
90,260,915.23,2598.91,11.81
90,240,896.95,2545.59,11.67
90,220,895.98,2385.85,11.62
90,200,905.71,2189.32,11.73
90,180,904.06,1969.7,11.7
90,160,920.7,1760.76,11.86
90,140,941.61,1618.69,12.23
90,120,989.25,1457.01,12.84
90,100,1199.83,1497.69,15.59
85,260,856.37,2581.39,11.77
85,240,855.65,2527.03,11.71
85,220,852.55,2402.68,11.75
85,200,858.28,2169.89,11.7
85,180,867.65,1990.97,11.79
85,160,881.22,1802.19,12.03
85,140,888.34,1612.54,12.2
85,120,930.65,1461.25,12.79
85,100,1136.94,1484.51,15.53
80,260,798.1,2562.06,11.67
80,240,806.35,2554.02,11.76
80,220,813.14,2406.29,11.82
80,200,799.68,2181.92,11.66
80,180,814.06,2004.83,11.85
80,160,814.35,1784.12,11.86
80,140,844.02,1626.37,12.29
80,120,878.45,1466.72,12.78
80,100,1070.68,1493.5,15.59
75,260,762.42,2559.29,11.81
75,240,756.01,2531.53,11.71
75,220,755.19,2386.07,11.71
75,200,752.45,2186.95,11.71
75,180,761.18,1991.49,11.84
75,160,763.94,1780.87,11.92
75,140,777.96,1607.43,12.2
75,120,874.16,1470.23,13.0
75,100,991.27,1476.04,15.54
70,260,712.3,2560.14,11.85
70,240,704.33,2522.51,11.82
70,220,703.09,2373.62,11.77
70,200,705.77,2182.45,11.8
70,180,710.48,1982.38,11.88
70,160,-261420.76,1784.74,12.04
70,140,732.81,1620.99,12.27
70,120,780.79,1468.45,12.96
70,100,938.66,1480.69,15.64
65,260,679.4,2539.46,11.74
65,240,686.53,2539.33,11.86
65,220,702.25,2364.25,11.79
65,200,688.54,2185.95,11.86
65,180,687.71,1960.99,11.83
65,160,694.69,1781.47,11.96
65,140,699.46,1585.53,12.14
65,120,735.61,1439.68,12.82
65,100,912.46,1492.38,15.76
250,260,1101.28,2523.78,11.69
250,240,1099.61,2505.78,11.67
250,220,1107.66,2416.85,11.72
250,200,1109.97,2205.56,11.73
250,180,1109.2,2006.33,11.74
250,160,1108.94,1783.13,11.77
250,140,1145.88,1607.6,12.14
250,120,1212.95,1461.78,12.8
250,100,1481.47,1507.73,15.68
110,260,1080.91,2602.68,11.72
110,240,1092.63,2550.98,11.72
110,220,1097.99,2442.73,11.71
110,200,1112.84,2196.87,11.79
110,180,1101.91,1976.29,11.69
110,160,1120.25,1817.48,11.99
110,140,1142.23,1633.33,12.23
110,120,1199.23,1461.14,12.77
110,100,1468.47,1511.66,15.7
95,260,957.77,2588.51,11.81
95,240,940.81,2551.61,11.67
95,220,955.56,2422.45,11.81
95,200,951.7,2191.24,11.74
95,180,963.15,1997.98,11.87
95,160,954.57,1783.07,11.82
95,140,983.04,1620.85,12.17
95,120,1038.25,1459.98,12.86
95,100,1272.51,1516.86,15.76
90,260,895.09,2580.7,11.64
90,240,896.33,2537.42,11.66
90,220,904.7,2387.27,11.71
90,200,912.46,2217.81,11.84
90,180,903.26,1974.67,11.69
90,160,918.66,1792.9,11.9
90,140,932.69,1602.77,12.17
90,120,1004.12,1465.72,12.92
90,100,1200.35,1503.4,15.6
85,260,855.32,2585.97,11.69
85,240,850.64,2517.45,11.6
85,220,857.72,2380.98,11.68
85,200,864.8,2211.7,11.83
85,180,859.79,1959.6,11.71
85,160,870.86,1804.15,11.9
85,140,889.22,1608.66,12.14
85,120,931.77,1453.46,12.78
85,100,1153.05,1509.48,15.76
80,260,797.6,2593.33,11.65
80,240,795.48,2525.22,11.66
80,220,795.29,2365.63,11.64
80,200,804.73,2169.4,11.74
80,180,811.62,1989.73,11.83
80,160,809.97,1778.92,11.85
80,140,857.86,1625.79,12.25
80,120,873.33,1462.12,12.75
80,100,1081.1,1510.79,15.76
75,260,741.4,2567.45,11.8
75,240,767.36,2507.63,11.7
75,220,750.37,2375.27,11.75
75,200,756.9,2167.85,11.74
75,180,767.91,1990.61,11.88
75,160,761.02,1771.1,11.88
75,140,807.46,1588.88,12.17
75,120,818.63,1470.99,12.93
75,100,1013.54,1503.24,15.71
70,260,707.82,2559.44,11.83
70,240,707.75,2536.35,11.83
70,220,708.66,2393.2,11.89
70,200,707.22,2185.16,11.84
70,180,-261441.93,1947.22,11.81
70,160,719.92,1797.01,12.06
70,140,733.58,1621.59,12.26
70,120,770.69,1455.96,12.88
70,100,958.61,1505.63,15.87
65,260,681.5,2552.31,11.8
65,240,688.11,2543.74,11.93
65,220,681.07,2378.26,11.81
65,200,703.47,2185.69,11.88
65,180,695.65,2010.3,12.03
65,160,693.53,1772.09,11.96
65,140,706.18,1585.09,12.24
65,120,752.97,1451.12,12.97
65,100,922.34,1506.45,15.89
250,260,1111.72,2516.02,11.76
250,240,1116.76,2575.19,11.83
250,220,1101.77,2391.96,11.67
250,200,1106.96,2210.68,11.75
250,180,1118.7,2019.27,11.86
250,160,1125.36,1815.51,11.9
250,140,1146.42,1626.07,12.15
250,120,1205.58,1467.31,12.76
250,100,1471.35,1494.84,15.58
110,260,1085.73,2555.66,11.62
