CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,1431.79,1879.13,15.12
250,240,1427.86,1897.31,15.1
250,220,1424.94,1903.92,15.09
250,200,1423.31,1905.12,15.09
250,180,1433.07,1892.64,15.11
250,160,1430.09,1890.88,15.11
250,140,1434.18,1899.35,15.17
250,120,1467.25,1770.74,15.49
250,100,1558.6,1601.02,16.4
110,260,1405.35,1885.71,15.22
110,240,1413.86,1895.85,15.17
110,220,1422.43,1886.77,15.17
110,200,1408.88,1895.57,15.14
110,180,1412.48,1901.79,15.17
110,160,1424.85,1892.4,15.15
110,140,1412.56,1889.08,15.17
110,120,1453.63,1770.15,15.51
110,100,1540.52,1592.86,16.43
95,260,1244.44,1879.02,15.33
95,240,1273.18,1933.14,15.7
95,220,1240.17,1916.05,15.32
95,200,1257.57,1933.74,15.46
95,180,1265.19,1927.98,15.54
95,160,1314.66,1965.68,16.2
95,140,1253.16,1903.0,15.34
95,120,1294.96,1802.38,15.87
95,100,1358.64,1601.23,16.64
90,260,1234.44,1942.44,15.96
90,240,1247.71,1948.8,16.12
90,220,1230.11,1947.46,15.9
90,200,1246.61,1953.89,16.07
90,180,1236.85,1947.39,15.93
90,160,1237.7,1947.13,15.97
90,140,1272.62,1992.34,16.46
90,120,1273.8,1847.81,16.51
90,100,1348.3,1673.66,17.44
85,260,1218.99,1980.06,16.57
85,240,1223.62,1993.74,16.66
85,220,1206.95,1985.87,16.4
85,200,1211.83,2000.99,16.51
85,180,1213.72,1989.51,16.48
85,160,1211.97,2004.64,16.46
85,140,1210.55,1987.26,16.46
85,120,1249.03,1905.74,17.2
85,100,1298.85,1705.15,17.74
80,260,1125.62,1963.44,16.31
80,240,1112.43,1978.03,16.34
80,220,1111.14,1973.78,16.08
80,200,1108.66,1953.45,16.08
80,180,1121.46,1980.36,16.26
80,160,1126.05,1992.39,16.35
80,140,1122.56,1968.76,16.31
80,120,1145.32,1854.16,16.59
80,100,1202.25,1677.44,17.42
75,260,1109.11,2044.99,17.36
75,240,1107.54,2054.03,17.42
75,220,1203.84,2037.53,17.27
75,200,1111.87,2058.0,17.42
75,180,1090.63,2040.83,17.03
75,160,1077.6,2008.44,16.62
75,140,1084.52,2008.26,16.76
75,120,1108.25,1917.01,17.23
75,100,1177.21,1755.72,18.41
70,260,1146.61,2180.67,19.17
70,240,1110.61,2118.44,18.43
70,220,1129.62,2154.65,18.83
70,200,1132.08,2169.97,18.85
70,180,1107.55,2125.77,18.37
70,160,1151.02,2180.01,19.22
70,140,1161.01,2078.04,17.83
70,120,1166.56,2095.43,19.43
70,100,1171.15,1857.15,19.44
65,260,1068.82,2120.3,18.48
65,240,1069.24,2115.0,18.43
65,220,1076.13,2054.82,17.72
65,200,1068.59,2123.71,18.42
65,180,1069.6,2124.42,18.44
65,160,1067.29,2127.62,18.42
65,140,1067.2,2129.73,18.4
65,120,1086.65,2053.72,18.73
65,100,1129.5,1843.72,19.42
250,260,1434.44,1869.52,15.17
250,240,1430.92,1871.01,15.1
250,220,1425.01,1872.56,15.09
250,200,1440.81,1882.93,15.23
250,180,1424.7,1882.54,15.09
250,160,1431.25,1882.16,15.14
250,140,1427.17,1869.0,15.09
250,120,1464.15,1764.86,15.43
250,100,1558.84,1598.11,16.45
110,260,1429.38,1869.39,15.21
110,240,1416.51,1868.14,15.16
110,220,1421.43,1873.21,15.13
110,200,1423.55,1890.98,15.12
110,180,1429.1,1891.36,15.18
110,160,1425.58,1924.03,15.22
110,140,1425.72,1918.44,15.23
110,120,1452.29,1779.2,15.54
110,100,1539.99,1597.68,16.5
95,260,1342.65,2023.23,16.73
95,240,1332.19,2013.77,16.45
95,220,1284.81,1978.46,15.89
95,200,1385.2,2069.93,17.09
95,180,1351.3,2054.49,16.75
95,160,1317.38,1992.33,16.17
95,140,1366.54,2039.89,16.82
95,120,1375.54,1896.97,16.96
95,100,1445.56,1727.24,17.84
90,260,1263.11,1984.28,16.33
90,240,1222.87,1949.87,15.79
90,220,1244.02,1979.27,16.09
90,200,1249.87,1985.88,16.13
90,180,1237.16,1974.09,15.97
90,160,1244.94,1991.68,16.11
90,140,1245.97,1967.08,16.05
90,120,1268.78,1829.9,16.37
90,100,1344.14,1668.17,17.36
85,260,1210.95,2003.51,16.47
85,240,1223.4,2028.73,16.58
85,220,1232.68,2041.73,16.79
85,200,1220.52,2028.92,16.59
85,180,1206.76,2010.45,16.39
85,160,1227.23,2023.41,16.62
85,140,1217.74,2003.07,16.49
85,120,1238.2,1873.36,16.8
85,100,1316.16,1713.13,17.86
80,260,1115.38,1969.77,16.17
80,240,1124.58,1987.46,16.3
80,220,1129.72,2002.3,16.37
80,200,1131.82,2007.29,16.35
80,180,1124.17,1997.34,16.26
80,160,1129.82,2004.24,16.39
80,140,1130.56,1989.86,16.44
80,120,1148.28,1858.73,16.64
80,100,1208.93,1672.09,17.46
75,260,1081.34,2014.71,16.65
75,240,1083.69,2018.48,16.69
75,220,1082.96,2032.72,16.71
75,200,1125.83,2054.54,17.07
75,180,1077.38,2007.34,16.57
75,160,1081.68,2013.89,16.72
75,140,1094.01,2048.88,16.97
75,120,1107.04,1897.06,17.07
75,100,1164.39,1721.57,17.99
70,260,1112.3,2151.47,18.45
70,240,1122.64,2180.07,18.64
70,220,1091.48,2110.7,17.98
70,200,1125.32,2186.16,18.7
70,180,1147.7,2083.75,17.67
70,160,1094.8,2139.41,18.17
70,140,1125.21,2167.81,18.62
70,120,1110.88,2011.46,18.37
70,100,1218.7,1787.82,18.81
65,260,1070.66,2139.27,18.47
65,240,1080.65,2087.43,17.84
65,220,1068.97,2147.02,18.45
65,200,1075.82,2154.35,18.5
65,180,1073.37,2160.34,18.48
65,160,1068.74,2154.08,18.45
65,140,1076.63,2150.04,18.58
65,120,1088.32,2042.66,18.7
65,100,1130.01,1854.75,19.5
250,260,1426.5,1885.44,15.11
250,240,1434.51,1880.41,15.15
250,220,1432.0,1885.22,15.15
250,200,1437.62,1874.65,15.12
250,180,1430.31,1882.6,15.14
250,160,1431.68,1888.44,15.12
250,140,1430.29,1883.31,15.12
