System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
19:47:20.819,0.0,1.0,0.0,0.0,5.55,20.09,2.47,0.14,0.17
19:47:20.919,0.0,1.0,0.0,0.0,6.32,23.34,2.45,0.17,0.21
19:47:21.019,0.01,1.61,0.01,0.01,105.64,44.95,4.42,0.61,0.79
19:47:21.120,0.08,1.11,0.03,0.06,1069.04,17.49,7.36,1.27,1.24
19:47:21.221,0.1,0.94,0.07,0.12,1227.25,14.47,7.69,1.31,1.22
19:47:21.321,0.26,0.77,0.73,0.41,3276.39,45.85,7.63,1.57,0.95
19:47:21.421,0.4,0.82,0.29,0.19,5010.65,63.76,7.57,1.44,0.8
19:47:21.521,0.36,0.77,0.78,0.41,4480.22,61.69,7.6,1.59,0.81
19:47:21.625,0.34,0.81,0.9,0.48,4322.79,56.63,7.8,1.69,0.79
19:47:21.723,0.4,0.82,0.2,0.09,4986.7,64.23,7.41,1.37,0.81
19:47:21.823,0.35,0.78,0.9,0.48,4296.17,59.58,7.57,1.64,0.78
19:47:21.923,0.41,0.82,0.22,0.12,5185.58,65.91,7.63,1.42,0.82
19:47:22.024,0.33,0.79,0.87,0.45,4166.12,56.71,7.56,1.61,0.79
19:47:22.125,0.37,0.82,0.72,0.41,4595.25,58.58,7.72,1.6,0.8
19:47:22.224,0.39,0.79,0.38,0.16,4782.85,65.56,7.37,1.43,0.81
19:47:22.324,0.26,0.86,0.86,0.46,3212.07,39.58,7.47,1.62,0.82
19:47:22.424,0.31,0.79,0.16,0.07,3920.0,52.15,7.7,1.36,1.02
19:47:22.526,0.33,0.78,0.9,0.48,4083.86,55.35,7.65,1.66,0.81
19:47:22.625,0.4,0.79,0.2,0.09,4984.01,66.0,7.47,1.38,0.83
19:47:22.725,0.34,0.78,0.89,0.47,4254.76,58.44,7.57,1.64,0.78
19:47:22.825,0.41,0.81,0.21,0.11,5112.77,65.83,7.6,1.42,0.82
19:47:22.926,0.34,0.77,0.88,0.45,4279.0,58.93,7.57,1.62,0.79
19:47:23.030,0.36,0.81,0.9,0.48,4533.54,59.0,7.85,1.7,0.79
19:47:23.126,0.28,0.86,0.2,0.14,3417.34,42.72,7.28,1.36,0.86
19:47:23.228,0.33,0.8,0.39,0.27,4089.59,53.39,7.62,1.52,0.86
19:47:23.326,0.27,0.8,0.64,0.27,3295.56,43.72,7.42,1.48,0.92
19:47:23.428,0.39,0.79,0.65,0.35,4860.72,63.49,7.8,1.59,0.84
19:47:23.527,0.36,0.78,0.44,0.19,4502.95,63.02,7.43,1.45,0.84
19:47:23.628,0.33,0.8,0.9,0.46,4101.3,55.73,7.54,1.65,0.79
19:47:23.728,0.41,0.81,0.2,0.1,5101.81,65.36,7.6,1.41,0.83
19:47:23.828,0.34,0.8,0.88,0.44,4195.16,57.33,7.58,1.63,0.8
19:47:23.928,0.4,0.82,0.21,0.12,5001.31,63.77,7.5,1.4,0.81
19:47:24.028,0.34,0.8,0.86,0.42,4223.29,56.41,7.59,1.6,0.81
19:47:24.130,0.33,0.84,0.65,0.37,4086.04,50.7,7.71,1.6,0.83
19:47:24.229,0.38,0.78,0.43,0.18,4802.5,65.45,7.45,1.45,0.8
19:47:24.330,0.32,0.8,0.89,0.46,3996.8,54.12,7.58,1.65,0.8
19:47:24.430,0.4,0.81,0.2,0.1,5028.54,65.06,7.61,1.4,0.82
19:47:24.530,0.34,0.79,0.88,0.44,4184.87,57.21,7.54,1.62,0.8
19:47:24.629,0.4,0.82,0.21,0.11,4920.31,63.35,7.48,1.41,0.81
19:47:24.731,0.34,0.79,0.86,0.42,4245.59,57.58,7.68,1.62,0.82
19:47:24.833,0.33,0.81,0.89,0.46,4169.2,55.14,7.68,1.66,0.79
19:47:24.930,0.39,0.79,0.19,0.08,4824.5,65.35,7.35,1.36,0.85
19:47:25.031,0.33,0.79,0.9,0.46,4145.92,57.03,7.66,1.67,0.8
19:47:25.130,0.41,0.81,0.2,0.11,5049.61,65.62,7.53,1.41,0.82
19:47:25.233,0.33,0.8,0.88,0.44,4122.6,55.7,7.71,1.65,0.82
19:47:25.330,0.38,0.82,0.26,0.17,4700.3,60.43,7.32,1.41,0.8
19:47:25.430,0.35,0.77,0.8,0.36,4295.96,60.16,7.58,1.59,0.82
19:47:25.531,0.32,0.8,0.89,0.46,4034.75,54.94,7.53,1.66,0.79
19:47:25.630,0.41,0.8,0.19,0.09,5118.98,66.8,7.57,1.39,0.82
19:47:25.731,0.33,0.8,0.88,0.45,4112.36,56.0,7.58,1.63,0.81
19:47:25.831,0.4,0.81,0.21,0.11,5008.9,64.55,7.6,1.42,0.81
19:47:25.931,0.33,0.79,0.87,0.43,4060.15,55.61,7.48,1.61,0.8
19:47:26.031,0.38,0.82,0.55,0.32,4726.15,60.1,7.64,1.54,0.82
19:47:26.131,0.36,0.78,0.54,0.21,4519.8,63.8,7.52,1.51,0.83
19:47:26.232,0.32,0.8,0.89,0.46,4037.29,54.95,7.53,1.65,0.78
19:47:26.332,0.41,0.81,0.2,0.09,5091.0,65.53,7.61,1.41,0.83
19:47:26.432,0.34,0.78,0.88,0.44,4157.61,57.88,7.5,1.62,0.8
19:47:26.532,0.4,0.81,0.21,0.11,5053.97,65.34,7.59,1.43,0.81
19:47:26.631,0.33,0.79,0.86,0.42,4021.81,55.0,7.49,1.6,0.82
19:47:26.739,0.36,0.81,0.85,0.44,4562.43,58.01,8.15,1.73,0.82
19:47:26.833,0.35,0.77,0.22,0.09,4334.86,61.25,7.08,1.33,0.86
19:47:26.932,0.32,0.8,0.89,0.46,3968.84,54.15,7.48,1.64,0.79
19:47:27.033,0.4,0.82,0.2,0.09,5055.96,64.55,7.6,1.41,0.83
19:47:27.133,0.33,0.8,0.88,0.45,4141.71,56.41,7.62,1.65,0.8
19:47:27.233,0.4,0.81,0.21,0.11,5031.13,64.85,7.55,1.41,0.81
19:47:27.333,0.33,0.8,0.87,0.42,4119.92,56.22,7.53,1.61,0.81
19:47:27.434,0.35,0.85,0.58,0.33,4327.5,53.01,7.67,1.55,0.83
19:47:27.533,0.38,0.78,0.5,0.21,4704.53,64.66,7.46,1.47,0.8
19:47:27.634,0.32,0.8,0.89,0.46,3967.31,54.06,7.53,1.64,0.79
19:47:27.735,0.41,0.81,0.2,0.1,5095.17,65.34,7.68,1.42,0.83
19:47:27.834,0.34,0.79,0.88,0.44,4161.48,57.51,7.51,1.62,0.8
19:47:27.934,0.4,0.82,0.21,0.11,5011.64,64.23,7.53,1.41,0.81
19:47:28.034,0.3,0.79,0.86,0.43,3685.35,49.14,7.55,1.63,0.84
19:47:28.134,0.35,0.82,0.42,0.27,4354.92,55.25,7.51,1.5,0.8
19:47:28.234,0.37,0.77,0.65,0.27,4590.09,63.18,7.61,1.54,0.84
19:47:28.335,0.33,0.8,0.9,0.46,4080.66,55.19,7.57,1.66,0.79
19:47:28.435,0.41,0.81,0.2,0.09,5120.73,65.72,7.6,1.4,0.83
19:47:28.535,0.34,0.8,0.88,0.44,4173.3,57.3,7.5,1.61,0.8
19:47:28.636,0.41,0.81,0.21,0.12,5058.72,65.17,7.63,1.43,0.81
19:47:28.735,0.33,0.8,0.86,0.42,4060.41,55.13,7.53,1.6,0.81
19:47:28.841,0.35,0.82,0.85,0.44,4527.75,58.24,7.91,1.7,0.8
19:47:28.935,0.38,0.78,0.23,0.1,4547.64,64.16,7.17,1.34,0.86
19:47:29.034,0.33,0.8,0.9,0.46,4035.94,55.74,7.48,1.64,0.79
19:47:29.135,0.41,0.81,0.2,0.1,5111.98,65.45,7.61,1.41,0.82
19:47:29.235,0.34,0.79,0.88,0.44,4206.41,57.49,7.58,1.63,0.8
19:47:29.335,0.39,0.83,0.21,0.12,4867.95,61.84,7.53,1.42,0.81
19:47:29.435,0.32,0.79,0.86,0.42,4062.26,55.03,7.63,1.62,0.82
19:47:29.541,0.34,0.81,0.88,0.45,4368.21,56.46,7.93,1.72,0.81
19:47:29.636,0.39,0.77,0.2,0.08,4738.94,66.19,7.21,1.34,0.84
19:47:29.736,0.32,0.8,0.89,0.45,3955.21,54.64,7.53,1.64,0.81
19:47:29.836,0.41,0.82,0.2,0.1,5099.66,65.43,7.57,1.41,0.81
19:47:29.936,0.33,0.81,0.88,0.44,4164.53,55.84,7.56,1.63,0.8
19:47:30.036,0.39,0.82,0.21,0.11,4875.81,62.23,7.5,1.41,0.8
19:47:30.136,0.34,0.79,0.86,0.42,4219.02,57.52,7.61,1.6,0.82
19:47:30.238,0.33,0.81,0.89,0.46,4138.76,54.86,7.67,1.69,0.8
19:47:30.337,0.39,0.79,0.18,0.08,4783.51,64.05,7.41,1.36,0.88
19:47:30.437,0.32,0.8,0.89,0.45,4010.01,54.89,7.56,1.65,0.81
19:47:30.537,0.41,0.82,0.21,0.11,5140.6,65.64,7.64,1.43,0.82
19:47:30.638,0.33,0.8,0.88,0.44,4136.89,56.06,7.57,1.62,0.81
19:47:30.738,0.38,0.82,0.42,0.27,4790.64,61.45,7.61,1.51,0.81
19:47:30.837,0.35,0.76,0.65,0.26,4379.12,61.41,7.5,1.53,0.83
