CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
540,250,775.06,151.0,3.59
400,250,738.32,157.87,3.5
300,250,725.98,154.4,3.56
280,250,738.38,156.71,3.58
260,250,741.65,151.83,3.58
240,250,715.03,148.51,3.58
220,250,702.31,158.14,3.74
200,250,680.46,169.61,3.86
180,250,663.69,174.09,4.13
160,250,690.74,200.65,4.88
140,250,692.26,228.09,5.58
120,250,744.4,271.76,6.99
540,250,767.04,153.02,3.57
400,250,754.77,163.48,3.56
300,250,786.27,167.14,3.76
280,250,772.76,173.68,3.77
260,250,789.98,167.7,3.79
240,250,773.12,169.84,3.83
220,250,752.36,174.11,3.94
200,250,716.91,184.92,4.07
180,250,711.88,191.93,4.48
160,250,675.88,196.56,4.73
140,250,729.56,234.92,5.8
120,250,754.64,280.59,7.02
