CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
540,250,5424.17,2148.66,28.29
540,240,5553.5,2309.62,28.82
540,230,5490.47,2272.17,28.74
540,220,5344.35,2175.67,28.07
540,210,5338.03,2159.98,28.17
540,200,5505.14,2241.95,28.79
540,190,5353.56,2181.03,28.38
540,180,5394.53,2148.05,28.23
540,170,5446.8,2274.32,28.78
540,160,5389.25,2108.97,28.12
540,150,5507.49,2179.61,28.6
540,250,5450.42,2174.25,28.42
540,240,5521.99,2272.0,28.76
540,230,5464.07,2127.75,28.12
540,220,5433.21,2215.99,28.39
540,210,5326.08,2131.69,27.94
540,200,5373.57,2226.41,28.22
540,190,5466.38,2200.34,28.3
540,180,5397.91,2107.33,28.16
540,170,5494.34,2206.61,28.23
540,160,5593.86,2226.58,28.66
540,150,5506.23,2128.25,28.34
