9441.23,153.939,146.766,300.705
5660.32,164.695,156.696,321.391
9441.33,140.168,136.892,277.059
5660.42,154.845,142.259,297.104
9441.44,135.694,115.723,251.417
5660.52,115.688,95.9802,211.668
9441.53,101.096,85.7978,186.894
5660.62,90.6867,79.0246,169.711
9441.63,101.821,93.0131,194.835
5660.72,140.742,132.343,273.085
9441.74,142.851,131.578,274.429
5660.82,112.466,104.683,217.149
9441.84,97.6237,90.9222,188.546
5660.92,69.2211,64.7398,133.961
9441.94,48.8653,49.0349,97.9002
5661.02,61.6016,54.8493,116.451
9442.04,61.6966,51.4778,113.174
5661.12,58.0134,50.6982,108.712
9442.14,53.3536,48.135,101.489
5661.22,84.153,69.4387,153.592
9442.24,95.9558,83.3862,179.342
5661.32,85.3282,86.0716,171.4
9442.34,150.588,149.483,300.07
5661.42,146.348,142.696,289.044
9442.44,90.0141,88.4224,178.436
5661.52,79.9821,77.3434,157.325
9442.54,62.0083,59.7203,121.729
5661.62,51.5155,49.2243,100.74
9442.64,86.1971,82.3219,168.519
5661.72,134.467,127.469,261.936
9442.74,122.268,110.93,233.198
5661.82,94.6093,86.8986,181.508
9442.84,88.3775,84.0423,172.42
5661.92,75.1283,69.385,144.513
9442.94,63.7056,58.6304,122.336
5662.02,52.2982,48.6586,100.957
9443.04,62.3802,51.4413,113.821
5662.12,69.6365,59.3523,128.989
9443.14,66.8954,60.6093,127.505
5662.22,53.6762,50.8499,104.526
9443.24,30.1673,34.5865,64.7538
5662.32,33.9034,40.0083,73.9117
9443.34,31.2358,37.5693,68.8051
5662.42,51.6736,43.4694,95.143
9443.44,44.8243,34.0128,78.8371
5662.55,13.3075,14.6701,27.9776
9443.54,13.7792,15.6634,29.4426
5662.65,24.0768,23.7766,47.8534
9443.64,68.2752,75.0528,143.328
5662.75,80.2349,92.1875,172.422
9443.74,40.0802,46.5047,86.5849
5662.85,29.5654,35.7248,65.2902
9443.84,27.5034,32.8557,60.359
5662.95,14.4934,16.5434,31.0368
9443.94,11.9853,13.2691,25.2544
5663.05,11.6576,12.9478,24.6054
9444.04,11.4987,12.681,24.1797
5663.15,10.5094,11.5027,22.0122
9444.14,10.704,11.5552,22.2592
5663.25,14.8019,16.7834,31.5853
9444.24,19.7037,23.1539,42.8576
5663.35,34.8256,41.6563,76.4819
9444.34,32.1126,38.48,70.5926
5663.45,13.8304,16.0403,29.8707
9444.44,11.5588,13.0961,24.6549
5663.55,11.9835,13.3547,25.3382
9444.54,11.5309,12.7322,24.263
5663.65,16.8109,17.0592,33.8701
9444.64,39.4522,38.4858,77.9379
5663.75,53.1232,57.3376,110.461
9444.74,35.3414,42.1882,77.5296
5663.85,28.2253,34.5005,62.7258
9444.84,26.0192,31.648,57.6672
5663.95,14.0621,16.1107,30.1728
9444.94,12.016,13.376,25.392
5664.05,11.4419,12.6541,24.096
9445.04,11.2403,12.4954,23.7357
5664.15,12.4557,13.2352,25.6909
9445.14,14.425,14.2925,28.7174
5664.25,16.6272,17.968,34.5952
9445.24,19.8515,23.3619,43.2134
5664.35,32.8294,39.6416,72.471
9445.34,29.0941,35.1302,64.2243
5664.45,12.7706,14.4115,27.1821
9445.44,11.207,12.3494,23.5565
5664.55,10.7712,11.824,22.5952
9445.54,10.4218,11.408,21.8298
5664.65,13.4048,15.159,28.5638
9445.64,31.0189,37.1245,68.1434
5664.75,46.6419,56.009,102.651
9445.74,33.8957,40.2496,74.1453
5664.86,25.3843,30.8262,56.2106
9445.84,28.0339,30.9344,58.9683
5664.95,19.6346,19.9834,39.6179
9445.94,24.0333,17.6186,41.6518
5665.06,28.704,18.016,46.72
