time,utilization
0.00,0.00
0.32,28.80
0.60,1.02
0.87,1.18
1.18,0.70
1.49,0.81
1.79,0.91
2.09,0.85
2.40,0.97
2.71,0.87
3.01,0.76
3.32,2.47
3.62,0.73
3.92,0.70
4.23,0.80
4.54,0.59
4.84,0.63
5.13,0.62
5.45,0.66
5.74,0.80
6.05,0.61
6.35,0.72
6.66,0.67
6.94,0.71
7.23,0.68
7.53,0.66
7.84,0.65
8.14,0.82
8.45,0.63
8.76,0.63
9.05,0.64
9.35,0.70
9.64,0.63
9.95,0.67
10.26,0.65
10.57,0.60
10.88,0.72
11.19,0.65
11.50,0.71
11.81,0.71
12.09,0.73
12.39,0.63
12.68,0.60
12.99,0.59
13.30,0.59
13.61,0.58
13.92,0.66
14.23,0.60
14.51,0.60
14.80,0.64
15.10,0.55
15.41,0.57
15.71,0.61
16.02,0.56
16.30,0.72
16.60,0.55
16.89,0.69
17.20,0.62
17.51,0.70
17.82,0.69
18.13,0.65
18.42,0.68
18.73,18.21
19.02,20.45
19.33,2.61
19.63,1.01
19.93,0.85
20.23,0.76
20.53,0.86
20.84,0.85
21.13,0.75
21.43,0.94
21.74,1.28
22.05,1.58
22.36,1.91
22.67,1.31
22.96,1.11
23.27,0.97
23.58,0.83
23.88,0.93
24.19,0.67
24.49,0.61
24.80,0.62
25.09,0.60
25.40,0.65
25.71,0.77
26.01,0.76
26.31,0.92
26.61,1.69
26.92,2.18
27.24,1.93
27.55,1.96
27.86,2.11
28.14,1.89
28.43,1.92
28.74,1.93
29.03,2.05
29.35,1.93
29.65,1.97
29.95,1.87
30.24,1.99
30.54,1.93
30.84,1.72
31.16,1.05
31.46,1.38
31.77,2.44
32.07,2.00
32.38,2.20
32.68,2.16
33.00,2.05
33.29,2.09
33.60,2.04
33.89,2.01
34.23,2.06
34.53,1.97
34.83,2.00
35.12,2.15
35.43,2.22
35.73,2.17
36.04,2.16
36.34,2.06
36.67,1.78
36.98,1.05
37.29,1.26
37.60,1.97
37.91,2.02
38.21,2.17
38.50,1.93
38.80,1.94
39.10,1.95
39.41,1.91
39.72,2.04
40.02,1.96
40.32,2.01
40.63,2.03
40.93,1.99
41.24,1.99
41.56,2.16
41.89,1.97
42.22,1.92
42.53,1.74
42.84,1.02
43.14,1.19
43.48,1.99
43.80,0.88
44.10,0.90
44.41,0.82
44.76,0.88
