time,utilization
0.00,0.00
0.32,20.72
0.63,11.62
0.93,1.19
1.24,0.60
1.56,0.65
1.88,0.94
2.19,10.78
2.49,5.83
2.78,0.92
3.09,1.02
3.40,0.87
3.71,0.86
4.04,0.77
4.35,1.01
4.67,0.90
4.97,1.11
5.27,0.98
5.58,5.30
5.87,1.07
6.16,1.31
6.44,1.28
6.74,27.49
7.14,97.37
7.63,46.98
7.94,16.25
8.24,1.93
8.55,17.90
8.89,10.21
9.18,1.26
9.48,1.29
9.80,0.93
10.11,0.88
10.42,0.82
10.73,2.51
11.04,2.87
11.34,2.92
11.66,2.81
11.98,2.90
12.30,2.99
12.61,2.90
12.93,3.04
13.29,2.95
13.61,2.96
13.94,2.95
14.24,2.96
14.58,2.96
14.92,2.89
15.22,2.94
15.54,2.83
15.85,2.94
16.17,2.98
16.46,2.62
16.76,1.05
17.06,0.96
17.38,0.98
17.70,1.64
18.01,15.46
18.32,4.25
18.62,3.44
18.92,5.63
19.26,2.35
19.56,0.98
19.86,4.93
20.16,7.52
20.44,3.07
20.75,3.06
21.06,3.03
21.37,3.11
21.68,3.09
22.00,3.09
22.30,3.22
22.61,3.13
22.92,3.18
23.26,3.10
23.58,3.32
23.89,3.11
24.20,3.28
24.50,3.12
24.82,3.13
25.15,3.16
25.47,3.14
25.80,3.12
26.10,2.81
26.41,1.03
26.76,0.99
27.07,1.13
27.39,1.68
27.70,17.36
28.01,6.44
28.35,5.45
28.67,1.33
28.99,1.12
29.31,8.77
29.62,4.14
29.93,3.09
30.23,3.05
30.55,3.14
30.86,3.22
31.20,3.14
31.50,3.19
31.82,3.15
32.14,3.29
32.45,3.28
32.76,3.40
33.08,3.43
33.39,3.38
33.72,3.38
34.05,3.34
34.35,3.25
34.67,3.20
34.99,2.90
35.30,1.01
35.61,1.19
35.93,2.42
36.26,17.61
36.59,4.62
36.92,5.33
37.23,1.15
37.53,0.98
37.83,7.92
38.12,5.28
38.42,3.56
38.74,3.17
39.07,3.20
39.38,3.38
39.72,3.55
40.03,3.44
40.35,3.43
40.67,3.33
41.00,3.40
41.32,3.41
41.63,3.45
41.94,3.26
42.31,3.42
42.64,3.39
42.97,3.47
43.30,2.83
43.62,1.62
43.97,15.70
44.30,4.51
44.63,5.79
44.95,1.20
45.27,0.97
45.61,6.72
45.89,5.15
46.21,3.30
46.54,3.37
46.86,3.47
47.18,3.33
47.52,3.40
47.83,3.43
48.13,3.48
48.45,3.43
48.78,3.47
49.10,3.37
49.44,1.41
49.75,1.32
50.07,1.30
50.39,1.30
50.71,1.32
51.03,1.46
51.35,6.44
51.72,13.22
52.03,5.76
52.34,4.74
52.68,0.98
52.98,1.63
53.29,10.85
53.59,3.94
53.89,0.72
54.21,0.38
54.52,0.30
54.83,0.55
55.16,1.11
55.48,0.93
55.78,0.78
56.08,1.12
56.38,1.02
