time,utilization
52.30,1.09
52.58,1.01
52.86,1.07
53.14,1.05
53.42,1.08
53.69,1.08
53.97,0.99
54.25,1.06
54.53,1.02
54.81,1.16
55.08,0.95
55.37,1.06
55.65,1.09
55.93,1.11
56.21,1.10
56.49,0.99
56.77,1.10
57.05,1.20
57.33,1.08
57.60,1.04
57.88,1.04
58.16,1.06
58.44,1.02
58.71,1.11
58.99,1.03
59.27,1.07
59.54,1.04
59.82,1.09
60.09,1.03
60.37,1.15
60.65,1.02
60.93,1.07
61.21,1.03
61.47,1.10
61.75,1.10
62.03,1.03
62.31,1.00
62.59,1.08
62.87,1.11
63.14,1.06
63.42,1.07
63.70,1.05
63.98,1.08
64.26,1.08
64.54,1.08
64.82,1.08
65.10,1.02
65.37,1.03
65.65,1.05
65.93,1.04
66.21,1.09
66.49,1.07
66.77,1.06
67.05,1.06
67.33,1.09
67.60,1.10
67.88,1.09
68.16,1.12
68.43,1.09
68.71,1.08
68.99,1.12
69.27,1.02
69.55,1.04
69.84,1.21
70.14,1.08
70.42,1.07
70.70,1.09
70.98,1.04
71.26,1.05
71.54,1.07
71.82,1.03
72.10,1.01
72.38,1.02
72.66,1.04
72.94,1.02
73.22,1.00
73.50,1.02
73.77,1.08
74.05,1.09
74.33,1.12
74.60,1.01
74.88,1.06
75.16,1.05
75.44,1.06
75.72,1.04
76.00,1.10
76.27,1.04
76.55,1.02
76.83,1.05
77.11,1.09
77.39,1.07
77.67,1.03
77.95,1.12
78.23,1.04
78.50,1.06
78.77,1.12
79.05,1.02
79.32,1.09
79.60,1.10
79.87,1.10
80.14,1.14
80.42,1.09
80.70,1.17
80.98,1.13
81.26,1.12
81.54,1.05
81.81,1.11
82.08,1.08
82.36,1.13
82.63,1.13
82.91,1.19
83.18,1.07
83.46,1.13
83.74,1.16
84.02,1.13
84.30,1.14
84.58,1.12
84.86,1.10
85.13,1.12
85.42,1.24
85.69,1.11
85.98,1.13
86.25,1.10
86.54,1.12
86.82,1.08
87.10,1.03
87.37,1.15
87.65,1.16
87.94,1.10
88.21,1.09
88.49,1.14
88.77,1.07
89.05,1.22
89.33,1.07
89.60,1.09
89.87,1.06
90.15,1.02
90.43,1.05
90.71,1.04
90.98,1.18
91.26,0.95
91.54,1.05
91.82,1.08
92.09,1.09
92.37,1.03
92.65,1.02
92.94,1.15
93.22,1.01
93.51,1.14
93.79,1.08
94.06,1.08
94.34,1.03
94.62,1.01
94.90,1.08
95.18,1.06
95.46,1.13
95.74,1.10
96.02,1.04
96.30,1.02
96.58,1.06
96.86,1.03
97.14,1.02
97.42,1.01
97.70,1.00
97.97,1.09
98.25,1.07
98.53,1.04
98.81,1.01
99.09,1.01
99.37,1.12
99.64,1.02
99.92,1.10
100.21,1.01
100.49,1.03
100.77,1.04
101.05,1.03
101.33,1.06
101.61,1.01
101.89,1.06
102.17,1.02
102.44,1.02
102.72,1.03
103.00,0.97
103.28,1.04
103.55,1.03
103.83,1.05
104.11,1.07
104.39,1.07
104.67,1.03
104.95,1.09
105.23,1.04
105.50,1.05
105.78,1.01
106.06,1.02
106.33,1.03
106.62,1.06
106.89,1.09
107.17,1.06
107.45,1.10
107.73,1.12
108.01,1.07
108.29,1.02
108.57,1.04
108.85,1.02
109.13,1.05
109.40,1.06
109.69,1.02
109.96,1.03
110.24,0.99
110.52,1.06
110.80,1.11
111.07,1.00
111.35,1.07
111.67,1.08
111.95,1.00
112.23,1.04
112.54,1.03
112.82,1.14
113.10,1.07
113.37,1.06
113.65,1.05
113.93,1.09
114.21,1.12
114.49,1.01
114.77,1.09
115.05,0.99
115.32,1.02
115.60,1.07
115.88,1.15
116.16,1.03
116.43,1.06
116.71,1.08
116.99,1.10
117.27,1.04
117.54,1.09
117.82,1.08
118.10,1.00
118.38,1.01
118.66,1.06
118.94,0.99
119.22,1.07
119.49,1.04
119.80,1.05
120.08,1.05
120.36,1.05
120.63,1.00
120.91,1.08
121.19,1.37
121.47,1.04
121.77,1.08
122.05,1.11
122.33,1.05
122.60,1.07
122.88,1.02
123.16,1.02
123.44,1.03
123.72,1.03
124.00,1.00
124.28,1.04
124.55,1.00
124.83,1.07
125.11,1.01
125.38,1.09
125.65,1.04
125.93,1.06
126.21,1.04
126.49,1.08
126.77,1.04
127.04,1.05
127.32,1.04
127.59,1.02
127.87,1.09
128.15,1.02
128.42,1.10
128.70,1.04
128.98,1.06
129.25,1.02
129.53,1.13
129.80,1.11
130.08,1.08
130.36,1.01
130.64,1.05
130.91,1.03
131.18,1.01
131.46,1.08
131.74,1.03
132.02,1.04
132.29,1.00
132.57,1.08
132.84,1.09
133.12,1.04
133.40,1.06
133.68,1.04
133.96,0.98
134.24,1.02
134.52,1.07
134.80,1.07
135.07,1.07
135.35,1.07
135.63,1.04
135.91,1.18
136.19,1.06
136.47,1.01
136.74,0.99
137.02,1.04
137.29,1.07
137.57,1.07
137.85,1.04
138.13,1.05
138.40,1.03
138.68,1.02
138.96,1.08
139.24,1.02
139.51,1.04
139.79,1.02
140.07,1.06
140.35,0.99
140.63,1.04
140.90,1.09
141.17,1.10
141.44,1.04
141.73,1.07
142.00,1.04
142.28,1.00
142.55,0.99
142.83,1.06
143.10,1.07
143.38,1.02
143.66,1.06
143.94,1.03
144.22,1.11
144.49,1.03
144.77,1.02
145.05,1.02
145.33,1.00
145.60,1.03
145.88,1.08
146.16,1.07
146.44,1.01
146.72,1.07
147.00,0.99
147.28,1.04
147.56,1.10
147.84,1.14
148.12,1.01
148.39,1.02
148.67,1.08
148.95,1.05
149.23,1.07
149.51,1.03
149.79,1.11
150.07,1.01
150.35,1.12
150.63,1.02
150.91,1.19
151.18,1.01
151.46,1.05
151.74,1.04
152.01,1.13
152.28,1.06
152.56,1.10
152.83,1.06
153.11,1.00
153.39,1.04
153.67,1.00
153.95,1.08
154.23,1.02
154.50,1.04
154.78,1.11
155.06,1.07
155.33,1.02
155.61,1.06
155.89,1.04
156.17,1.04
156.44,1.20
156.73,1.09
157.00,1.04
157.28,1.03
157.56,0.99
157.88,1.07
158.15,1.07
158.43,1.04
158.71,1.02
158.99,0.99
159.26,1.04
159.54,1.04
159.82,1.12
160.10,1.08
160.37,1.03
160.65,1.06
160.93,1.11
161.20,1.07
161.48,1.07
161.76,1.05
162.04,1.22
162.31,0.97
162.58,1.00
162.87,1.00
163.15,1.01
163.42,1.08
163.70,1.10
163.97,1.13
164.25,1.09
164.54,1.06
164.82,1.09
165.09,1.06
165.37,1.03
165.65,1.09
165.93,1.06
166.21,1.02
166.49,1.05
166.77,1.13
167.05,1.05
167.33,1.04
167.61,0.98
167.89,1.09
168.17,1.02
168.45,1.09
168.73,1.05
169.01,1.05
169.29,1.06
169.57,1.08
169.85,1.06
170.13,1.03
170.41,1.03
170.68,1.03
170.96,1.07
171.25,1.04
171.53,1.02
171.81,1.09
172.09,1.05
172.37,1.01
172.65,1.04
172.93,0.99
173.21,1.04
173.49,1.02
173.77,1.05
174.05,0.98
174.32,1.04
174.60,1.11
174.88,1.09
175.16,1.05
175.45,1.08
175.73,1.05
176.01,1.09
176.29,1.09
176.57,1.03
176.84,1.04
177.12,1.07
177.40,1.04
177.67,1.02
177.95,1.09
178.23,1.02
178.50,1.03
178.78,1.09
179.06,1.06
179.34,1.05
179.62,1.11
179.90,1.08
180.18,1.08
180.47,1.06
180.74,1.03
181.02,1.12
181.30,1.03
181.57,1.13
181.85,1.05
182.13,1.03
182.42,1.13
182.69,1.07
182.97,1.18
183.24,1.05
183.51,1.00
183.79,1.10
184.07,1.04
184.35,1.00
184.63,1.00
184.91,1.16
185.19,1.09
185.46,1.06
185.74,1.03
186.02,1.04
186.30,0.99
186.58,1.02
186.85,0.99
187.13,1.07
187.41,1.02
187.68,1.07
187.97,1.05
188.25,1.06
188.53,1.03
188.81,1.12
189.09,1.08
189.36,1.09
189.65,1.13
189.93,1.10
190.20,1.06
190.48,1.03
190.76,1.12
191.04,1.09
191.31,1.01
191.59,1.10
191.87,1.13
192.15,1.01
192.43,1.02
192.71,1.04
192.98,1.13
193.26,1.07
193.55,1.11
193.82,1.00
194.10,1.07
194.38,1.04
194.65,1.13
194.93,1.09
195.21,1.05
195.49,1.09
195.77,1.05
196.05,1.08
196.32,1.02
196.61,1.02
196.88,1.06
197.16,1.04
197.44,1.03
197.72,1.11
198.00,1.08
198.28,1.07
198.56,1.20
198.84,1.05
199.11,1.03
199.39,1.06
199.67,1.04
199.95,1.09
200.23,1.01
200.50,1.02
200.78,1.12
201.07,1.12
201.35,1.07
201.63,1.03
201.91,1.04
202.18,1.06
202.46,1.05
202.75,1.13
203.02,1.06
203.30,1.03
203.58,1.05
203.86,1.09
204.14,1.07
204.42,1.09
204.69,1.08
204.97,0.98
205.25,1.07
205.53,1.06
205.81,1.06
206.09,1.00
206.37,1.03
206.65,1.00
206.92,1.09
207.20,1.01
207.47,1.13
207.75,1.04
208.03,1.07
208.31,1.14
208.59,1.06
208.86,1.05
209.14,1.04
209.42,1.12
209.70,1.04
209.98,1.12
210.26,0.96
210.54,1.25
210.82,1.07
211.10,1.03
211.38,1.07
211.66,1.03
211.94,1.14
212.20,1.12
212.49,1.11
212.77,1.18
213.05,1.05
213.33,1.07
213.60,1.06
213.88,1.13
214.16,1.12
214.44,1.09
214.72,1.04
214.99,1.03
215.27,1.02
215.55,1.09
215.83,1.05
216.11,1.10
216.38,1.07
216.66,1.08
216.94,1.08
217.22,0.99
217.49,1.03
217.78,1.07
218.06,1.07
218.34,1.11
218.61,0.98
218.89,1.05
219.17,1.02
219.45,1.02
219.73,1.08
220.01,1.10
220.29,1.07
220.56,1.04
220.84,1.06
221.12,1.05
221.40,1.07
221.72,1.04
221.99,0.98
222.27,1.04
222.55,1.23
222.83,0.99
223.10,1.00
223.38,1.05
223.66,0.98
223.95,1.04
224.23,1.05
224.51,1.01
224.79,1.11
225.08,1.09
225.36,1.08
225.65,1.10
225.93,1.02
226.20,1.03
226.47,1.06
226.75,1.10
227.02,1.02
227.30,1.05
227.58,1.09
227.86,1.06
228.14,1.02
228.42,0.96
228.70,1.11
228.98,1.08
229.26,1.01
229.53,0.98
229.81,1.03
230.09,1.01
230.35,1.13
230.63,1.05
230.91,1.07
231.19,1.13
231.47,1.07
231.75,1.12
232.03,1.01
232.31,1.04
232.58,1.01
232.87,1.07
233.15,0.96
233.42,1.01
233.70,1.03
233.98,1.01
234.27,1.09
234.55,1.24
234.83,0.98
235.11,1.01
235.38,1.02
235.67,1.06
235.95,1.04
236.23,1.02
236.51,1.01
236.79,1.09
237.07,1.05
237.35,1.07
237.63,1.15
237.90,1.09
238.18,1.04
238.46,1.19
238.73,0.98
239.04,0.99
239.32,1.07
239.61,1.07
239.89,1.03
240.16,1.15
240.44,1.10
240.73,1.08
241.01,1.05
241.28,1.02
241.56,1.09
241.85,1.13
242.13,1.14
242.40,1.00
242.68,1.02
242.96,1.07
243.23,0.98
243.52,1.02
243.80,1.09
244.07,1.08
244.36,1.05
244.63,0.97
244.91,1.06
245.19,1.12
245.47,1.04
245.75,1.10
246.03,1.06
246.30,1.05
246.58,0.99
246.85,1.09
247.13,1.00
247.41,1.03
247.69,1.03
247.97,1.06
248.25,0.97
248.52,1.04
248.84,1.05
249.12,1.05
249.40,1.10
249.68,1.05
249.96,1.10
250.23,1.02
250.51,1.04
250.79,1.07
251.07,1.01
251.35,1.02
251.62,1.04
251.91,1.09
252.18,1.02
252.46,1.06
252.74,0.99
253.01,1.07
253.29,1.08
253.57,1.03
253.85,1.07
254.13,1.03
254.41,1.06
254.69,1.03
254.96,1.05
255.24,1.15
255.52,1.08
255.80,0.99
256.07,1.13
256.35,1.13
256.63,1.07
256.96,1.04
257.24,1.04
257.52,1.00
257.80,1.14
258.08,1.05
258.37,1.02
258.65,1.03
258.94,1.13
259.22,1.08
259.50,1.07
259.78,1.16
260.06,1.15
260.33,1.02
260.61,1.05
260.89,1.15
261.17,1.01
261.45,1.22
261.73,0.98
262.00,1.15
262.28,1.10
262.56,1.00
262.84,1.00
263.12,0.98
263.39,1.01
263.67,0.96
263.94,1.02
264.22,1.04
264.49,1.06
264.77,1.16
265.05,1.02
265.33,1.04
265.62,1.03
265.90,1.03
266.18,1.07
266.45,1.12
266.73,0.99
267.01,1.02
267.28,1.10
267.57,1.04
267.84,1.10
268.12,1.10
268.40,0.99
268.68,1.09
268.97,1.08
269.25,1.15
269.53,1.05
269.80,1.11
270.08,1.04
270.36,0.99
270.64,1.03
270.92,1.03
271.19,1.06
271.47,1.08
271.78,1.03
272.06,1.12
272.34,1.14
272.62,1.01
272.90,1.15
273.18,1.11
273.45,1.03
273.73,1.09
274.02,0.97
274.30,1.02
274.57,1.05
274.86,1.13
275.13,1.08
275.40,1.12
275.67,0.99
275.95,1.12
276.23,1.09
276.51,1.04
276.79,1.08
277.07,1.09
277.36,1.03
277.63,1.01
277.91,1.01
278.19,1.00
278.47,1.05
278.75,1.06
279.03,1.05
279.30,1.04
279.58,1.07
279.86,1.14
280.14,1.11
280.41,1.07
280.69,1.07
280.97,1.15
281.25,1.00
281.53,1.10
281.85,1.00
282.13,1.03
282.40,1.00
282.85,0.91
283.13,1.04
283.42,1.07
283.69,0.99
283.97,1.09
284.25,1.10
284.52,1.03
284.80,1.01
285.07,1.06
285.35,1.07
285.63,1.09
285.91,1.08
286.19,1.05
286.47,1.03
286.75,1.07
287.03,1.04
287.31,1.06
287.59,1.04
287.87,1.04
288.14,1.00
288.42,0.99
288.70,1.08
288.98,1.05
289.26,1.01
289.54,1.12
289.81,1.07
290.09,1.09
290.37,0.96
290.65,1.08
290.94,1.10
291.22,1.12
291.49,1.01
291.77,1.17
292.05,1.08
292.33,1.13
292.61,1.01
292.89,1.08
293.17,1.10
293.44,0.96
293.72,1.03
294.00,1.19
294.29,0.97
294.56,1.03
294.84,1.03
295.12,1.09
295.39,1.06
295.67,1.08
295.94,1.15
296.23,1.06
296.51,1.11
296.79,1.11
297.07,1.05
297.35,1.04
297.62,1.05
297.90,1.05
298.17,1.11
298.45,1.13
298.73,1.02
299.01,1.04
299.29,1.03
299.56,1.05
299.84,1.05
300.12,1.09
300.40,1.05
300.68,1.06
300.96,1.07
301.23,0.98
301.51,1.01
301.79,1.01
302.06,1.11
302.34,0.99
302.61,1.08
302.89,1.15
303.17,1.01
303.45,1.16
303.73,1.05
304.01,1.06
304.28,0.99
304.56,1.02
304.84,1.04
305.12,1.10
305.40,0.99
305.68,1.07
305.96,0.98
306.24,1.12
306.52,1.04
306.80,1.10
307.08,1.12
307.36,1.01
307.64,1.00
307.91,1.08
308.19,1.07
308.47,1.03
308.75,1.00
309.03,1.08
309.30,1.03
309.58,1.08
309.86,1.12
310.14,1.03
310.41,1.04
310.68,1.13
310.95,1.17
311.23,1.03
311.51,1.02
311.79,1.03
312.07,1.16
312.35,1.06
312.63,1.04
312.91,1.03
313.19,1.03
313.47,1.04
313.75,1.10
314.03,1.03
314.31,1.04
314.59,1.01
314.87,1.05
315.15,1.09
315.42,1.04
315.70,1.09
315.98,1.00
316.26,1.07
316.54,1.06
316.82,1.02
317.10,1.06
317.37,1.03
317.65,1.05
317.93,1.03
318.21,1.03
318.48,1.09
318.76,1.05
319.04,1.03
319.32,1.10
319.59,1.11
319.87,1.04
320.15,1.08
320.43,1.11
320.71,1.11
320.99,1.02
321.27,1.04
321.55,1.01
321.83,1.11
322.11,1.06
322.39,1.04
322.66,1.06
322.93,1.03
323.21,1.19
323.49,1.03
323.76,1.08
324.04,1.05
324.32,1.02
324.59,1.06
324.87,1.03
325.15,1.09
325.43,1.02
325.70,1.02
325.98,1.19
326.26,1.02
326.54,1.06
326.82,1.01
327.10,1.01
327.38,1.08
327.66,1.07
327.93,0.97
328.21,1.04
328.49,1.06
328.77,1.06
329.05,1.08
329.33,1.08
329.61,1.09
329.89,1.07
330.17,1.06
330.45,1.00
330.73,1.13
331.01,1.12
331.29,1.03
331.57,1.10
331.84,1.08
332.12,1.02
332.40,1.12
332.68,1.06
332.96,1.14
333.24,1.05
333.52,1.05
333.80,1.09
334.07,0.93
334.35,1.00
334.63,0.98
334.90,1.08
335.18,1.09
335.46,1.11
335.74,1.02
336.01,1.08
336.29,1.08
336.57,1.18
336.85,1.03
337.13,0.99
337.40,1.05
337.68,1.04
337.95,1.04
338.23,1.11
338.51,0.99
338.78,1.20
339.06,1.03
339.34,1.05
339.62,1.00
339.89,1.09
340.17,1.03
340.47,1.10
340.74,1.19
341.02,1.01
341.30,1.05
341.59,1.02
341.87,1.12
342.14,1.04
342.42,1.07
342.70,0.98
342.98,1.10
343.26,1.10
343.53,0.95
343.81,1.01
344.09,1.11
344.37,1.06
344.65,1.13
344.93,1.08
345.21,1.14
345.48,1.08
345.76,1.10
346.04,1.08
346.32,1.06
346.60,1.01
346.87,1.04
347.15,1.09
347.43,1.09
347.71,1.02
347.99,1.07
348.26,1.05
348.54,0.99
348.82,1.07
349.12,1.05
349.40,1.09
349.68,1.07
349.95,1.06
350.23,1.10
350.51,0.99
350.79,1.07
351.07,1.05
351.35,1.00
351.63,1.02
351.90,1.08
352.18,1.05
352.45,1.11
352.76,1.10
353.04,1.01
353.32,1.10
353.60,1.09
353.88,1.15
354.16,0.98
354.43,1.02
354.71,1.07
355.00,1.06
355.29,1.08
355.57,1.05
355.84,1.08
356.12,1.05
356.40,1.04
356.68,1.06
356.96,1.07
357.25,1.04
357.52,1.14
357.81,1.03
358.09,1.09
358.37,1.05
358.64,1.06
358.92,1.07
359.20,1.10
359.48,1.12
359.75,1.05
360.04,1.04
360.32,1.04
360.59,1.07
360.86,1.04
361.14,1.48
361.43,1.02
361.71,1.07
361.99,1.07
362.26,1.05
362.54,1.02
362.82,1.03
363.09,1.08
363.37,1.12
363.65,1.04
363.93,0.99
364.20,1.04
364.48,1.05
364.76,1.06
365.04,1.07
365.32,1.06
365.59,1.05
365.87,1.08
366.15,1.01
366.42,1.02
366.70,1.01
366.98,1.06
367.26,1.08
367.54,1.12
367.82,1.09
368.10,1.05
368.39,1.03
368.67,1.08
368.95,1.02
369.23,1.02
369.51,1.04
369.79,1.15
370.07,1.04
370.35,1.07
370.62,1.05
370.90,1.13
371.18,1.11
371.46,1.04
371.74,1.03
372.02,1.08
372.30,1.05
372.57,1.16
372.85,1.05
373.13,0.94
373.40,1.04
373.68,1.03
373.95,1.08
374.23,1.03
374.51,1.13
374.79,1.06
375.07,1.13
375.34,1.02
375.62,1.05
375.90,1.00
376.18,1.14
376.52,1.06
376.80,1.12
377.08,1.12
377.36,1.09
377.64,0.97
377.92,1.15
378.20,1.08
378.47,1.12
378.75,0.98
379.04,1.07
379.31,1.11
379.59,1.10
379.86,1.05
380.14,1.01
380.42,1.06
380.70,1.02
380.98,1.12
381.26,1.04
381.54,0.98
381.82,1.09
382.10,1.07
382.38,1.03
382.66,1.06
382.94,1.08
383.21,1.06
383.49,1.03
383.77,1.02
384.05,1.01
384.32,1.17
384.60,1.03
384.88,1.05
385.17,1.01
385.44,0.97
385.72,1.02
386.00,1.26
386.27,1.45
386.55,1.17
386.83,1.12
387.11,1.05
387.39,1.06
387.67,1.01
387.95,1.07
388.22,1.05
388.49,1.10
388.78,1.00
389.05,1.01
389.34,1.01
389.62,1.06
389.90,1.17
390.18,1.02
390.46,1.04
390.74,1.05
391.01,1.09
391.29,1.14
391.57,1.08
391.84,1.04
392.12,1.07
392.39,1.11
392.67,1.06
392.95,1.05
393.22,1.02
393.51,1.10
393.79,1.09
394.08,1.08
394.36,1.21
394.63,1.15
394.91,1.74
395.19,1.04
395.47,1.04
395.74,1.04
396.02,1.10
396.31,0.71
396.59,0.46
396.87,0.49
397.15,0.42
397.43,0.53
397.71,0.45
397.99,0.49
398.27,0.48
398.56,0.42
398.84,0.54
399.11,0.47
399.40,0.53
399.69,0.48
399.98,0.57
400.26,0.51
400.53,0.52
400.81,0.51
401.10,0.84
401.38,0.51
401.66,0.56
401.94,0.47
402.23,0.55
402.51,0.55
402.79,0.60
403.07,0.49
403.35,0.49
403.63,0.47
403.92,0.59
404.21,0.48
404.49,0.48
404.78,0.50
405.06,0.55
405.38,0.46
405.66,0.54
