time,utilization
0.00,0.00
0.28,24.77
0.54,1.19
0.82,1.82
1.09,0.83
1.36,0.99
1.64,0.99
1.92,1.08
2.20,0.83
2.48,0.98
2.76,1.16
3.04,0.98
3.32,1.05
3.59,1.04
3.87,0.98
4.15,11.51
4.44,1.08
4.72,1.12
5.01,1.03
5.29,1.07
5.57,1.05
5.85,1.11
6.11,1.07
6.39,1.05
6.68,1.09
6.97,1.05
7.25,1.05
7.53,1.07
7.80,1.07
8.08,1.02
8.36,1.01
8.64,0.96
8.92,17.22
9.19,1.29
9.46,1.25
9.74,1.10
10.01,1.04
10.30,17.41
10.58,0.98
10.85,1.13
11.14,1.04
11.42,1.08
11.69,0.99
11.97,1.11
12.25,1.06
12.53,0.98
12.81,1.02
13.09,1.01
13.37,1.04
13.65,1.03
13.93,1.05
14.21,1.04
14.48,1.04
14.76,1.08
15.04,1.04
15.32,1.03
15.60,1.07
15.88,1.25
16.15,1.09
16.44,1.04
16.72,1.05
17.00,1.13
17.28,1.08
17.55,0.98
17.83,1.07
18.10,1.02
18.38,1.12
18.66,1.05
18.94,1.11
19.22,1.05
19.51,1.17
19.80,1.13
20.08,1.07
20.36,1.07
20.64,1.03
20.92,1.16
21.19,1.09
21.47,0.99
21.76,1.12
22.04,0.98
22.32,1.01
22.60,1.03
22.89,1.08
23.16,1.07
23.47,1.09
23.75,1.12
24.02,1.06
24.30,1.05
24.58,1.09
24.86,1.07
25.14,1.07
25.42,1.01
25.70,1.13
25.98,1.03
26.26,1.03
26.54,1.06
26.82,1.10
27.10,1.03
27.38,1.14
27.66,1.03
27.94,1.06
28.22,1.04
28.50,1.11
28.79,1.05
29.07,1.00
29.35,1.09
29.62,1.12
29.90,1.09
30.18,1.05
30.46,1.05
30.78,1.17
31.06,1.15
31.34,1.03
31.62,1.02
31.90,1.11
32.17,1.06
32.44,1.04
32.72,1.07
33.00,1.01
33.28,1.09
33.56,1.05
33.84,1.10
34.12,1.02
34.40,1.10
34.68,1.00
34.96,1.04
35.24,1.04
35.52,1.07
35.80,1.14
36.08,1.11
36.36,1.13
36.63,1.04
36.91,1.04
37.19,1.02
37.47,1.07
37.75,1.12
38.03,1.05
38.32,1.08
38.60,1.01
38.88,1.08
39.16,1.09
39.43,1.04
39.71,1.16
39.99,1.12
40.27,1.04
40.54,1.04
40.83,1.10
41.11,0.99
41.39,1.01
41.67,1.18
41.95,1.05
42.22,1.04
42.50,1.04
42.78,1.14
43.05,1.04
43.34,1.12
43.62,1.07
43.90,1.06
44.18,1.09
44.46,1.13
44.74,1.10
45.02,1.03
45.30,1.05
45.58,1.02
45.85,1.12
46.13,1.02
46.41,1.05
46.69,1.10
46.95,1.00
47.23,1.05
47.51,1.09
47.79,1.03
48.07,0.99
48.35,1.10
48.63,1.04
48.90,1.09
49.18,1.05
49.46,1.07
49.74,1.15
50.03,1.06
50.30,1.06
50.58,1.02
50.85,1.13
51.12,1.06
51.40,1.00
51.69,1.04
52.02,1.08
