System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
14:30:14.434,0.0,1.13,0.0,0.0,2.88,12.36,2.79,0.05,0.24
14:30:14.534,0.0,1.0,0.0,0.0,6.68,24.46,2.69,0.05,0.21
14:30:14.634,0.0,1.0,0.0,0.0,6.23,25.61,2.59,0.03,0.14
14:30:14.734,0.0,1.02,0.0,0.0,7.71,25.77,3.16,0.12,0.34
14:30:14.834,0.0,1.0,0.0,0.0,6.89,22.3,2.8,0.05,0.2
14:30:14.934,0.01,1.52,0.01,0.01,115.18,45.24,5.21,0.5,1.01
14:30:15.034,0.01,1.63,0.02,0.03,119.71,31.09,6.01,0.76,1.2
14:30:15.134,0.01,1.77,0.02,0.03,165.3,45.3,6.46,0.73,1.47
14:30:15.235,0.0,1.0,0.0,0.0,12.55,27.64,5.68,0.66,1.2
14:30:15.334,0.0,1.01,0.0,0.0,30.94,8.71,5.86,0.69,1.2
14:30:15.434,0.05,2.33,0.01,0.05,574.52,6.17,8.82,0.87,1.47
14:30:15.534,0.06,3.46,0.1,0.07,753.59,97.86,9.25,0.75,2.25
14:30:15.634,0.03,3.4,0.01,0.05,317.57,41.41,9.5,0.71,2.35
14:30:15.734,0.01,3.41,0.02,0.19,116.3,15.09,9.65,0.79,2.35
14:30:15.835,0.04,2.0,0.24,1.2,545.1,3.28,13.82,1.38,2.38
14:30:15.935,0.06,2.56,0.25,1.45,779.73,3.2,15.13,1.5,2.19
14:30:16.036,0.07,2.85,0.27,1.58,842.83,3.08,15.33,1.57,1.9
14:30:16.136,0.07,2.85,0.27,1.58,834.15,3.06,15.1,1.54,1.9
14:30:16.235,0.07,2.85,0.26,1.56,835.77,3.07,15.1,1.55,1.89
14:30:16.336,0.07,2.85,0.27,1.58,846.73,3.09,15.18,1.55,1.9
14:30:16.436,0.07,2.86,0.25,1.52,869.56,3.27,15.12,1.53,1.9
14:30:16.535,0.02,3.01,0.02,0.21,249.74,3.96,10.28,0.87,2.22
14:30:16.636,0.01,3.56,0.02,0.19,121.7,15.61,9.6,0.79,2.35
14:30:16.736,0.01,3.42,0.02,0.19,121.67,15.83,9.56,0.78,2.35
14:30:16.837,0.57,1.72,0.23,0.37,7138.31,60.84,12.83,1.08,2.37
14:30:16.936,0.85,2.02,0.35,0.5,10642.93,55.64,15.0,1.22,2.35
14:30:17.036,0.02,2.88,0.21,0.7,186.84,5.05,10.3,1.05,2.36
14:30:17.137,0.0,3.51,0.12,0.74,16.52,2.12,9.82,1.0,2.35
14:30:17.237,0.0,3.48,0.29,0.74,16.53,2.14,9.69,1.09,2.35
14:30:17.338,0.0,3.45,0.37,0.75,16.42,2.13,9.62,1.15,2.35
14:30:17.438,0.0,3.49,0.32,0.75,16.01,2.07,9.69,1.11,2.35
14:30:17.538,0.0,2.76,0.23,0.7,15.98,2.64,9.23,1.06,2.28
14:30:17.637,0.01,3.42,0.18,0.33,146.46,19.3,9.69,0.88,2.35
14:30:17.738,0.01,3.42,0.19,0.35,144.37,18.85,9.79,0.91,2.35
14:30:17.838,0.01,3.41,0.13,0.22,178.75,23.54,9.7,0.84,2.35
14:30:17.939,0.01,3.4,0.06,0.22,111.31,14.5,9.69,0.81,2.35
14:30:18.039,0.01,3.43,0.13,0.21,175.22,23.14,9.68,0.82,2.35
14:30:18.139,0.01,3.42,0.13,0.22,177.2,23.13,9.77,0.83,2.35
14:30:18.239,0.01,3.42,0.07,0.21,120.85,15.94,9.66,0.81,2.35
14:30:18.340,0.01,3.37,0.13,0.21,176.43,22.91,9.77,0.83,2.35
14:30:18.440,0.01,3.42,0.13,0.21,178.71,23.57,9.66,0.81,2.35
14:30:18.540,0.01,3.42,0.13,0.21,181.04,23.64,9.76,0.82,2.35
14:30:18.640,0.01,3.4,0.13,0.21,178.93,23.53,9.74,0.83,2.35
