Time (s),CPU Power (W),DRAM Power (W)
0.10231590270996094,25.3857421875,0.787353515625
0.20461821556091309,6.93603515625,0.6072998046875
0.31235790252685547,4.8199462890625,0.6500244140625
0.42689085006713867,70.5450439453125,2.4267578125
0.5273842811584473,95.6109619140625,2.850341796875
0.6280982494354248,95.950927734375,2.864990234375
0.7286016941070557,96.6802978515625,2.9022216796875
0.8291804790496826,98.638916015625,2.9156494140625
0.9298491477966309,98.482666015625,2.880859375
1.0307338237762451,93.944091796875,2.6373291015625
1.1324009895324707,95.850830078125,2.68798828125
1.2329206466674805,96.910400390625,2.8094482421875
1.3336870670318604,94.9920654296875,2.76611328125
1.4343342781066895,97.3388671875,2.7716064453125
1.5348997116088867,97.4615478515625,2.82958984375
1.635477066040039,98.5552978515625,2.890625
1.7359731197357178,97.3779296875,2.81005859375
1.836472749710083,98.138427734375,2.8387451171875
1.936976671218872,98.095703125,2.8582763671875
2.0374772548675537,98.86474609375,2.890625
2.1380774974823,98.0426025390625,2.79052734375
2.2386138439178467,97.9833984375,2.8912353515625
2.3391475677490234,100.0701904296875,2.8955078125
2.439838409423828,99.656982421875,2.8790283203125
2.5404775142669678,95.9124755859375,2.7337646484375
2.6410422325134277,98.7237548828125,2.8973388671875
2.7415382862091064,98.5626220703125,2.8851318359375
2.842068672180176,99.4464111328125,2.8558349609375
2.9426937103271484,98.392333984375,2.8863525390625
3.0433077812194824,99.58740234375,2.89306640625
3.143834352493286,100.0836181640625,2.8857421875
3.2445931434631348,98.525390625,2.88818359375
3.3452584743499756,99.43115234375,2.886962890625
3.4459288120269775,99.7039794921875,2.906494140625
3.546457290649414,98.885498046875,2.8375244140625
3.647056818008423,99.415283203125,2.8875732421875
3.747572183609009,98.77197265625,2.8973388671875
3.848083257675171,99.163818359375,2.850341796875
3.948789358139038,98.74755859375,2.8851318359375
4.049291133880615,99.3646240234375,2.8955078125
4.149812698364258,98.1353759765625,2.861328125
4.250540494918823,98.97216796875,2.8570556640625
4.351071119308472,99.99267578125,2.900390625
4.451748609542847,99.05517578125,2.8839111328125
4.552294015884399,98.6273193359375,2.816162109375
4.6529645919799805,99.368896484375,2.8802490234375
4.75360631942749,98.419189453125,2.8619384765625
4.854253053665161,99.169921875,2.91748046875
4.954845666885376,98.9251708984375,2.867431640625
5.055366277694702,98.8323974609375,2.8594970703125
5.155862808227539,98.8897705078125,2.9071044921875
5.256388187408447,99.407958984375,2.8564453125
