Time (s),CPU Power (W),DRAM Power (W)
0.10354304313659668,103.4210205078125,3.4564208984375
0.20696306228637695,103.8983154296875,3.4222412109375
0.31043148040771484,106.11083984375,3.6126708984375
0.41150665283203125,73.5723876953125,4.005126953125
0.5135469436645508,96.763916015625,3.623046875
0.6141066551208496,130.6793212890625,3.2135009765625
0.714716911315918,133.6822509765625,3.1732177734375
0.8153190612792969,127.4951171875,3.5577392578125
0.9159283638000488,126.5289306640625,3.53271484375
1.0165374279022217,120.8319091796875,3.5040283203125
1.1171746253967285,123.875732421875,4.0069580078125
1.217888593673706,121.48193359375,3.9599609375
1.3184411525726318,118.6859130859375,3.8232421875
1.4194531440734863,97.789306640625,4.005126953125
1.521535873413086,73.4832763671875,4.00634765625
1.6234679222106934,128.302001953125,3.29833984375
1.7240378856658936,136.4697265625,3.2794189453125
1.824582576751709,131.0589599609375,3.2958984375
1.9252359867095947,130.1177978515625,3.6090087890625
2.025941848754883,129.232177734375,3.6602783203125
2.1265623569488525,122.264404296875,3.71337890625
2.2272801399230957,124.0093994140625,4.01123046875
2.3279221057891846,123.218994140625,3.9715576171875
2.4285709857940674,84.544677734375,4.039306640625
2.529947280883789,69.2828369140625,4.158935546875
2.6312263011932373,68.7652587890625,4.16259765625
2.7324764728546143,94.91455078125,3.8751220703125
2.8331429958343506,127.2528076171875,3.66455078125
2.933799982070923,126.8365478515625,3.6529541015625
3.034635543823242,125.9783935546875,3.546142578125
3.135219097137451,128.875732421875,3.5992431640625
3.235865354537964,126.612548828125,3.47900390625
3.3364152908325195,138.504638671875,3.2928466796875
3.4369523525238037,137.0013427734375,3.2305908203125
3.53753924369812,90.8306884765625,3.8763427734375
3.638972282409668,69.306640625,4.1497802734375
3.7402637004852295,69.2791748046875,4.16015625
3.8415329456329346,93.785400390625,3.896484375
3.9422178268432617,127.9888916015625,3.685302734375
4.042911052703857,126.9586181640625,3.6187744140625
4.143515348434448,124.5123291015625,3.4423828125
4.244128465652466,127.3211669921875,3.57177734375
4.344822883605957,127.7557373046875,3.492431640625
4.445338726043701,136.309814453125,3.23486328125
4.545899868011475,136.30615234375,3.1976318359375
4.646448135375977,95.8636474609375,3.734130859375
4.747812747955322,69.6746826171875,4.20654296875
4.849128007888794,69.373779296875,4.1595458984375
4.950441122055054,89.3243408203125,3.9495849609375
5.051150321960449,127.70263671875,3.717041015625
5.151801586151123,126.7041015625,3.6297607421875
5.252434015274048,123.7078857421875,3.443603515625
5.353044509887695,127.5775146484375,3.5931396484375
5.453707695007324,128.482666015625,3.5186767578125
5.554309844970703,133.30322265625,3.193359375
5.6548991203308105,138.372802734375,3.2684326171875
5.755445241928101,102.07763671875,3.6376953125
5.856833457946777,69.4549560546875,4.1943359375
5.958055734634399,68.8348388671875,4.1607666015625
6.059373378753662,84.8822021484375,3.99658203125
6.160021066665649,125.4241943359375,3.643798828125
6.260637044906616,128.0322265625,3.59375
6.361234426498413,124.637451171875,3.4613037109375
6.461921453475952,127.2174072265625,3.5345458984375
6.562451124191284,129.7442626953125,3.623046875
6.66307806968689,131.2432861328125,3.2061767578125
6.7636754512786865,137.3529052734375,3.193359375
6.864257335662842,109.1143798828125,3.62060546875
6.965614557266235,69.423828125,4.163818359375
7.066830396652222,68.5943603515625,4.2010498046875
7.1680238246917725,78.404541015625,4.027099609375
7.268633842468262,127.8564453125,3.6529541015625
7.369241714477539,128.099365234375,3.65478515625
7.469913721084595,123.326416015625,3.4405517578125
7.570616006851196,128.3563232421875,3.5772705078125
7.6713337898254395,128.8153076171875,3.57177734375
7.771945238113403,129.7515869140625,3.167724609375
7.872504711151123,139.14306640625,3.3038330078125
7.973127841949463,112.100830078125,3.433837890625
8.074445486068726,71.2799072265625,4.15283203125
8.175747871398926,68.592529296875,4.1998291015625
8.276990413665771,72.9107666015625,4.0252685546875
8.37761902809143,126.905517578125,3.680419921875
8.478237867355347,127.2711181640625,3.6572265625
8.578842163085938,123.9990234375,3.475341796875
8.679492473602295,128.5107421875,3.575439453125
8.780133247375488,128.6297607421875,3.60107421875
8.88074254989624,129.903564453125,3.1756591796875
8.98133397102356,137.2808837890625,3.2537841796875
9.081939697265625,119.0252685546875,3.302001953125
9.183319330215454,70.1568603515625,4.1558837890625
9.284517288208008,68.514404296875,4.158935546875
9.385710716247559,68.0224609375,4.1558837890625
9.486885786056519,124.4842529296875,3.6676025390625
9.58749771118164,127.6947021484375,3.673095703125
9.688185930252075,124.03564453125,3.5174560546875
9.788784980773926,128.2867431640625,3.5540771484375
9.88941740989685,128.9361572265625,3.585205078125
9.99004316329956,127.5811767578125,3.2208251953125
10.090628147125244,138.5809326171875,3.27880859375
10.19119930267334,127.0709228515625,3.3441162109375
10.292565822601318,69.7393798828125,4.1571044921875
10.393794059753418,68.51318359375,4.2041015625
10.495055437088013,68.07861328125,4.14306640625
10.59630560874939,122.218017578125,3.675537109375
10.6968994140625,126.4642333984375,3.64501953125
10.797532081604004,125.4559326171875,3.5540771484375
10.898154020309448,127.872314453125,3.629150390625
10.998809099197388,129.7027587890625,3.5675048828125
11.099398612976074,128.5748291015625,3.2513427734375
11.199970245361328,136.7083740234375,3.23486328125
11.300528526306152,130.16357421875,3.2672119140625
11.401893377304077,70.0396728515625,4.2022705078125
11.503207206726074,69.1961669921875,4.1571044921875
11.604451656341553,68.096923828125,4.1522216796875
11.705674648284912,118.038330078125,3.6767578125
11.806260108947754,127.0196533203125,3.6590576171875
11.906869173049927,124.5343017578125,3.5308837890625
12.007517337799072,128.28857421875,3.5821533203125
12.10813856124878,127.6458740234375,3.56201171875
12.208750247955322,129.8211669921875,3.3245849609375
12.309311151504517,138.7213134765625,3.2928466796875
12.409880638122559,133.192138671875,3.2733154296875
12.511234045028687,70.9844970703125,4.158935546875
12.612518548965454,68.9117431640625,4.166259765625
12.71383547782898,68.17138671875,4.1986083984375
12.815053224563599,115.2691650390625,3.643798828125
12.915679693222046,127.65869140625,3.6981201171875
13.016289234161377,124.666748046875,3.5687255859375
13.116934299468994,129.5098876953125,3.582763671875
13.217496156692505,129.9139404296875,3.6370849609375
